# Mrk 0475       
# 
# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# http://dx.doi.org/10.17909/t9-5bxk-dh29
# 
# The Spectral Energy Distributions of Active Galactic Nuclei
# Brown et al. (2019)
# http://dx.doi.org/10.17909/t9-3dbt-8734
# 
# Column 1: Observed wavelength (um)
# Column 2: L_nu (W/Hz)
# Column 3: f_lam (erg/s/cm2/A)
# Column 4: Source (0 = model, 1 = Optical Spectrun, 2 = Akari, 3 = Spitzer IRS)
# 
  1.0004e-02 8.457782e+07 2.107684e-11 0 
  1.0190e-02 1.133023e+08 2.721366e-11 0 
  1.0403e-02 1.432986e+08 3.302335e-11 0 
  1.0596e-02 1.841919e+08 4.091506e-11 0 
  1.0793e-02 2.372650e+08 5.079791e-11 0 
  1.0994e-02 3.533743e+08 7.291552e-11 0 
  1.1407e-02 5.511615e+08 1.056410e-10 0 
  1.1807e-02 8.114153e+08 1.451645e-10 0 
  1.2110e-02 1.854680e+09 3.154113e-10 0 
  1.2507e-02 2.686814e+09 4.283786e-10 0 
  1.2710e-02 3.200827e+09 4.941599e-10 0 
  1.2798e-02 3.493333e+09 5.319272e-10 0 
  1.3097e-02 4.459267e+09 6.483601e-10 0 
  1.3187e-02 5.038112e+09 7.225573e-10 0 
  1.3402e-02 5.892319e+09 8.181698e-10 0 
  1.3714e-02 7.730993e+09 1.025188e-09 0 
  1.4001e-02 9.621779e+09 1.224148e-09 0 
  1.4294e-02 1.463092e+10 1.785914e-09 0 
  1.4695e-02 2.204171e+10 2.545672e-09 0 
  1.5106e-02 2.866094e+10 3.132477e-09 0 
  1.5494e-02 3.692037e+10 3.835619e-09 0 
  1.5891e-02 4.712606e+10 4.654308e-09 0 
  1.6187e-02 5.613784e+10 5.343421e-09 0 
  1.6602e-02 7.067415e+10 6.394936e-09 0 
  1.6989e-02 8.755619e+10 7.565675e-09 0 
  1.7304e-02 1.026263e+11 8.547957e-09 0 
  1.7707e-02 1.256806e+11 9.997114e-09 0 
  1.7995e-02 1.452965e+11 1.119046e-08 0 
  1.8204e-02 1.600542e+11 1.204564e-08 0 
  1.8585e-02 1.924230e+11 1.389403e-08 0 
  1.9105e-02 2.400426e+11 1.640177e-08 0 
  1.9416e-02 2.736993e+11 1.810717e-08 0 
  1.9822e-02 3.237824e+11 2.055203e-08 0 
  2.0191e-02 3.777951e+11 2.311197e-08 0 
  2.0519e-02 4.258572e+11 2.522598e-08 0 
  2.0997e-02 5.049715e+11 2.856596e-08 0 
  2.1585e-02 6.342402e+11 3.395049e-08 0 
  2.1986e-02 7.282131e+11 3.757184e-08 0 
  2.2292e-02 8.040337e+11 4.035271e-08 0 
  2.2707e-02 9.188810e+11 4.444636e-08 0 
  2.3023e-02 2.524903e+12 1.188002e-07 0 
  2.3397e-02 3.700518e+12 1.685926e-07 0 
  2.3997e-02 4.691222e+12 2.031742e-07 0 
  2.4613e-02 5.143284e+12 2.117424e-07 0 
  2.5186e-02 5.824751e+12 2.290105e-07 0 
  2.5713e-02 5.691795e+12 2.147040e-07 0 
  2.6011e-02 6.550668e+12 2.414727e-07 0 
  2.6373e-02 7.132872e+12 2.557654e-07 0 
  2.6925e-02 7.731418e+12 2.659770e-07 0 
  2.7426e-02 8.303649e+12 2.753217e-07 0 
  2.7871e-02 8.856223e+12 2.843413e-07 0 
  2.8389e-02 9.490285e+12 2.936807e-07 0 
  2.8984e-02 1.000599e+13 2.970571e-07 0 
  2.9591e-02 1.092101e+13 3.110570e-07 0 
  3.0072e-02 1.127899e+13 3.110585e-07 0 
  3.0772e-02 1.242415e+13 3.272290e-07 0 
  3.1780e-02 1.416639e+13 3.498226e-07 0 
  3.2821e-02 1.574932e+13 3.646318e-07 0 
  3.3819e-02 1.738832e+13 3.791687e-07 0 
  3.4766e-02 1.906668e+13 3.934251e-07 0 
  3.5740e-02 2.095442e+13 4.091316e-07 0 
  3.6573e-02 2.297587e+13 4.283978e-07 0 
  3.7511e-02 2.496125e+13 4.424309e-07 0 
  3.8473e-02 2.705638e+13 4.558837e-07 0 
  3.9460e-02 3.049815e+13 4.884900e-07 0 
  4.0472e-02 3.398326e+13 5.174306e-07 0 
  4.1415e-02 3.769275e+13 5.480737e-07 0 
  4.2185e-02 4.095132e+13 5.739158e-07 0 
  4.2969e-02 4.490232e+13 6.065334e-07 0 
  4.4071e-02 5.203152e+13 6.681241e-07 0 
  4.5098e-02 5.932907e+13 7.275275e-07 0 
  4.6042e-02 6.672155e+13 7.849720e-07 0 
  4.7006e-02 7.749361e+13 8.746932e-07 0 
  4.7991e-02 9.062818e+13 9.813866e-07 0 
  4.8995e-02 1.052606e+14 1.093601e-06 0 
    0.050021 1.259697e+14 1.255619e-06 0 
    0.050601 4.317811e+14 4.205735e-06 0 
    0.051187 1.532017e+15 1.458279e-05 0 
    0.052018 1.596808e+15 1.471776e-05 0 
    0.052985 1.699263e+15 1.509563e-05 0 
    0.053970 1.672140e+15 1.431741e-05 0 
    0.054974 2.164053e+15 1.785870e-05 0 
    0.055996 2.656286e+15 2.112794e-05 0 
    0.057037 3.021755e+15 2.316553e-05 0 
    0.057964 3.014829e+15 2.237909e-05 0 
    0.059041 3.599727e+15 2.575483e-05 0 
    0.060001 3.743265e+15 2.593164e-05 0 
    0.060976 4.388024e+15 2.943388e-05 0 
    0.061966 5.131726e+15 3.333136e-05 0 
    0.062973 5.601045e+15 3.522547e-05 0 
    0.063996 5.973934e+15 3.637904e-05 0 
    0.065036 6.687601e+15 3.943294e-05 0 
    0.065789 7.083666e+15 4.081765e-05 0 
    0.066551 7.713783e+15 4.343648e-05 0 
    0.067477 8.284266e+15 4.537733e-05 0 
    0.068573 8.457958e+15 4.485963e-05 0 
    0.069527 1.019225e+16 5.258473e-05 0 
    0.070495 1.014528e+16 5.091480e-05 0 
    0.071640 1.222517e+16 5.940735e-05 0 
    0.072637 1.303965e+16 6.163774e-05 0 
    0.073478 1.394025e+16 6.439503e-05 0 
    0.074500 1.532033e+16 6.884179e-05 0 
    0.075536 1.649154e+16 7.208581e-05 0 
    0.076587 1.771186e+16 7.530963e-05 0 
    0.077474 1.924270e+16 7.995589e-05 0 
    0.078552 2.109921e+16 8.528018e-05 0 
    0.079461 2.240094e+16 8.848195e-05 0 
    0.080567 2.389277e+16 9.180124e-05 0 
    0.081500 2.530814e+16 9.502578e-05 0 
    0.082443 2.762255e+16 1.013567e-04 0 
    0.083590 2.619789e+16 9.350915e-05 0 
    0.084558 3.085084e+16 1.076104e-04 0 
    0.085537 3.275425e+16 1.116493e-04 0 
    0.086528 3.525821e+16 1.174474e-04 0 
    0.087530 3.786726e+16 1.232669e-04 0 
    0.088543 4.076355e+16 1.296761e-04 0 
    0.089569 4.347901e+16 1.351639e-04 0 
    0.090397 4.521126e+16 1.379860e-04 0 
    0.091444 6.505415e+16 1.940265e-04 0 
    0.092503 3.692025e+17 1.076092e-03 0 
    0.093574 7.749312e+17 2.207238e-03 0 
    0.094440 1.549780e+18 4.333655e-03 0 
    0.095534 2.105042e+18 5.752297e-03 0 
    0.096418 2.644025e+18 7.093258e-03 0 
    0.097534 8.438348e+17 2.212289e-03 0 
    0.098436 2.980305e+18 7.670953e-03 0 
    0.099576 2.987188e+18 7.513626e-03 0 
    0.100498 3.509654e+18 8.666544e-03 0 
    0.101428 3.230465e+18 7.831515e-03 0 
    0.102602 1.397232e+18 3.310193e-03 0 
    0.103551 2.833140e+18 6.589551e-03 0 
    0.104510 4.268408e+18 9.746455e-03 0 
    0.105477 4.307886e+18 9.657063e-03 0 
    0.106453 3.919799e+18 8.626695e-03 0 
    0.107438 4.367864e+18 9.437343e-03 0 
    0.108432 3.983493e+18 8.449785e-03 0 
    0.109435 4.605354e+18 9.590626e-03 0 
    0.110448 4.479836e+18 9.158890e-03 0 
    0.111470 4.531693e+18 9.095801e-03 0 
    0.112501 4.268392e+18 8.411007e-03 0 
    0.113542 4.800237e+18 9.286370e-03 0 
    0.114592 4.594760e+18 8.726712e-03 0 
    0.115387 4.789182e+18 8.971066e-03 0 
    0.116454 4.946105e+18 9.096009e-03 0 
    0.117532 4.057578e+18 7.325734e-03 0 
    0.118620 4.957490e+18 8.787038e-03 0 
    0.119442 4.347735e+18 7.600555e-03 0 
    0.120547 3.599685e+18 6.178004e-03 0 
    0.121383 1.824979e+18 3.089147e-03 0 
    0.122506 3.928844e+18 6.528997e-03 0 
    0.123639 5.061335e+18 8.257537e-03 0 
    0.124496 5.348866e+18 8.606913e-03 0 
    0.125359 5.348875e+18 8.488831e-03 0 
    0.126519 5.203073e+18 8.106714e-03 0 
    0.127396 5.665815e+18 8.706574e-03 0 
    0.128575 5.797773e+18 8.746708e-03 0 
    0.129466 5.324316e+18 7.922254e-03 0 
    0.130364 5.410814e+18 7.940424e-03 0 
    0.131570 5.946569e+18 8.567403e-03 0 
    0.132482 5.824500e+18 8.276398e-03 0 
    0.133400 5.626864e+18 7.885899e-03 0 
    0.134634 6.015334e+18 8.276499e-03 0 
    0.135568 6.043145e+18 8.200589e-03 0 
    0.136507 5.864922e+18 7.849624e-03 0 
    0.137454 5.946505e+18 7.849527e-03 0 
    0.138406 6.057119e+18 7.885926e-03 0 
    0.139366 5.536826e+18 7.109574e-03 0 
    0.140655 5.757940e+18 7.258605e-03 0 
    0.141630 6.071014e+18 7.548265e-03 0 
    0.142612 6.084965e+18 7.461779e-03 0 
    0.143601 6.183927e+18 7.479040e-03 0 
    0.144263 6.327938e+18 7.583134e-03 0 
    0.144596 6.313421e+18 7.530931e-03 0 
    0.145598 6.313347e+18 7.427546e-03 0 
    0.146607 6.198180e+18 7.192026e-03 0 
    0.147624 6.241140e+18 7.142438e-03 0 
    0.148647 6.269922e+18 7.076953e-03 0 
    0.149333 6.298932e+18 7.044526e-03 0 
    0.150368 6.169734e+18 6.805374e-03 0 
    0.151062 5.905532e+18 6.454239e-03 0 
    0.151760 6.099061e+18 6.604574e-03 0 
    0.152460 6.127219e+18 6.574278e-03 0 
    0.153517 5.771128e+18 6.107229e-03 0 
    0.154581 5.919284e+18 6.178077e-03 0 
