# NGC 7674       
# 
# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# http://dx.doi.org/10.17909/t9-5bxk-dh29
# 
# The Spectral Energy Distributions of Active Galactic Nuclei
# Brown et al. (2019)
# http://dx.doi.org/10.17909/t9-3dbt-8734
# 
# Column 1: Observed wavelength (um)
# Column 2: L_nu (W/Hz)
# Column 3: f_lam (erg/s/cm2/A)
# Column 4: Source (0 = model, 1 = Optical Spectrun, 2 = Akari, 3 = Spitzer IRS)
# 
  1.0200e-02 8.262480e+12 1.980644e-06 0 
  1.0390e-02 1.064621e+13 2.459577e-06 0 
  1.0608e-02 1.406546e+13 3.117334e-06 0 
  1.0805e-02 1.884411e+13 4.025524e-06 0 
  1.1006e-02 2.826316e+13 5.819131e-06 0 
  1.1392e-02 4.459285e+13 8.569624e-06 0 
  1.1793e-02 6.611587e+13 1.185642e-05 0 
  1.2095e-02 2.650455e+14 4.518613e-05 0 
  1.2492e-02 3.625556e+14 5.794382e-05 0 
  1.2695e-02 4.096401e+14 6.339187e-05 0 
  1.2812e-02 4.450557e+14 6.762028e-05 0 
  1.3110e-02 5.253448e+14 7.623167e-05 0 
  1.3201e-02 6.344782e+14 9.080286e-05 0 
  1.3385e-02 7.005433e+14 9.752022e-05 0 
  1.3697e-02 9.472862e+14 1.259293e-04 0 
  1.4016e-02 1.097720e+15 1.393605e-04 0 
  1.4309e-02 3.284925e+15 4.001320e-04 0 
  1.4710e-02 9.195863e+15 1.059897e-03 0 
  1.5087e-02 1.053440e+16 1.154252e-03 0 
  1.5510e-02 1.229286e+16 1.274458e-03 0 
  1.5908e-02 1.434403e+16 1.413633e-03 0 
  1.6204e-02 1.591037e+16 1.511236e-03 0 
  1.6581e-02 1.852386e+16 1.680376e-03 0 
  1.7007e-02 2.107537e+16 1.817256e-03 0 
  1.7283e-02 2.321767e+16 1.938549e-03 0 
  1.7685e-02 2.623287e+16 2.091858e-03 0 
  1.8014e-02 2.869847e+16 2.205642e-03 0 
  1.8181e-02 3.033169e+16 2.288535e-03 0 
  1.8604e-02 3.403586e+16 2.452565e-03 0 
  1.9082e-02 3.890466e+16 2.664712e-03 0 
  1.9392e-02 4.246358e+16 2.816228e-03 0 
  1.9798e-02 4.688317e+16 2.983121e-03 0 
  2.0212e-02 5.200800e+16 3.175032e-03 0 
  2.0494e-02 5.585971e+16 3.316971e-03 0 
  2.1019e-02 6.013657e+16 3.394775e-03 0 
  2.1608e-02 7.181178e+16 3.835862e-03 0 
  2.2010e-02 7.892618e+16 4.063286e-03 0 
  2.2316e-02 8.303447e+16 4.158361e-03 0 
  2.2679e-02 9.084892e+16 4.405228e-03 0 
  2.2994e-02 1.443195e+17 6.807575e-03 0 
  2.3422e-02 2.473842e+17 1.124658e-02 0 
  2.4022e-02 3.239090e+17 1.399913e-02 0 
  2.4582e-02 3.232089e+17 1.333968e-02 0 
  2.5213e-02 3.643754e+17 1.429540e-02 0 
  2.5681e-02 3.210592e+17 1.214109e-02 0 
  2.5979e-02 3.798513e+17 1.403671e-02 0 
  2.6401e-02 4.127066e+17 1.476716e-02 0 
  2.6892e-02 4.292258e+17 1.480253e-02 0 
  2.7392e-02 4.453997e+17 1.480467e-02 0 
  2.7901e-02 4.632307e+17 1.484069e-02 0 
  2.8420e-02 4.806798e+17 1.484240e-02 0 
  2.9015e-02 4.785210e+17 1.417595e-02 0 
  2.9622e-02 5.081045e+17 1.444178e-02 0 
  3.0103e-02 5.187895e+17 1.427802e-02 0 
  3.0805e-02 5.508980e+17 1.447856e-02 0 
  3.1814e-02 5.986205e+17 1.475066e-02 0 
  3.2781e-02 6.327757e+17 1.468594e-02 0 
  3.3777e-02 6.627473e+17 1.448779e-02 0 
  3.4803e-02 6.925324e+17 1.425946e-02 0 
