# CGCG 049-057   
# 
# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# http://dx.doi.org/10.17909/t9-5bxk-dh29
# 
# The Spectral Energy Distributions of Active Galactic Nuclei
# Brown et al. (2019)
# http://dx.doi.org/10.17909/t9-3dbt-8734
# 
# Column 1: Observed wavelength (um)
# Column 2: L_nu (W/Hz)
# Column 3: f_lam (erg/s/cm2/A)
# Column 4: Source (0 = model, 1 = Optical Spectrun, 2 = Akari, 3 = Spitzer IRS)
# 
  1.0009e-02 7.945193e+11 1.977969e-07 0 
  1.0195e-02 1.135383e+12 2.724359e-07 0 
  1.0409e-02 1.479525e+12 3.405657e-07 0 
  1.0602e-02 1.954802e+12 4.337341e-07 0 
  1.0799e-02 2.637269e+12 5.640061e-07 0 
  1.1000e-02 4.009814e+12 8.264857e-07 0 
  1.1413e-02 6.413667e+12 1.228014e-06 0 
  1.1787e-02 9.552582e+12 1.714789e-06 0 
  1.2089e-02 3.954581e+13 6.748638e-06 0 
  1.2514e-02 5.484693e+13 8.734871e-06 0 
  1.2688e-02 6.181887e+13 9.577038e-06 0 
  1.2805e-02 6.731623e+13 1.023899e-05 0 
  1.3104e-02 7.982063e+13 1.159322e-05 0 
  1.3194e-02 9.685245e+13 1.387567e-05 0 
  1.3409e-02 1.074246e+14 1.490072e-05 0 
  1.3690e-02 1.455923e+14 1.937439e-05 0 
  1.4008e-02 1.698768e+14 2.159127e-05 0 
  1.4302e-02 5.059633e+14 6.169101e-05 0 
  1.4702e-02 1.371313e+15 1.582269e-04 0 
  1.5114e-02 1.596330e+15 1.742852e-04 0 
  1.5502e-02 1.871263e+15 1.942029e-04 0 
  1.5900e-02 2.203353e+15 2.173633e-04 0 
  1.6195e-02 2.461036e+15 2.340198e-04 0 
  1.6611e-02 2.898174e+15 2.619566e-04 0 
  1.6998e-02 3.304687e+15 2.852536e-04 0 
  1.7314e-02 3.682299e+15 3.063520e-04 0 
  1.7717e-02 4.179201e+15 3.320545e-04 0 
  1.8005e-02 4.582628e+15 3.525533e-04 0 
  1.8213e-02 4.876478e+15 3.666399e-04 0 
  1.8595e-02 5.471308e+15 3.946347e-04 0 
  1.9116e-02 6.340083e+15 4.327104e-04 0 
  1.9382e-02 6.920084e+15 4.594207e-04 0 
  1.9788e-02 7.675699e+15 4.888893e-04 0 
  2.0202e-02 8.552336e+15 5.226277e-04 0 
  2.0483e-02 9.227982e+15 5.485498e-04 0 
  2.1008e-02 1.000194e+16 5.652120e-04 0 
  2.1597e-02 1.202598e+16 6.430282e-04 0 
  2.1998e-02 1.324637e+16 6.826953e-04 0 
  2.2304e-02 1.403167e+16 7.034616e-04 0 
  2.2719e-02 1.545595e+16 7.468163e-04 0 
  2.2982e-02 2.466678e+16 1.164751e-03 0 
  2.3409e-02 4.306496e+16 1.959994e-03 0 
  2.4010e-02 5.889942e+16 2.548139e-03 0 
  2.4626e-02 5.903592e+16 2.427868e-03 0 
  2.5199e-02 6.747032e+16 2.649980e-03 0 
  2.5727e-02 5.863054e+16 2.209236e-03 0 
  2.6025e-02 7.130201e+16 2.625529e-03 0 
  2.6387e-02 7.800301e+16 2.794009e-03 0 
  2.6878e-02 8.167861e+16 2.819752e-03 0 
  2.7377e-02 8.513446e+16 2.832893e-03 0 
  2.7886e-02 8.894480e+16 2.852625e-03 0 
  2.8405e-02 9.292006e+16 2.872211e-03 0 
  2.9000e-02 9.313172e+16 2.761837e-03 0 
  2.9607e-02 9.911050e+16 2.819858e-03 0 
  3.0088e-02 1.009508e+17 2.781119e-03 0 
  3.0789e-02 1.084220e+17 2.852480e-03 0 
  3.1797e-02 1.194313e+17 2.946065e-03 0 
  3.2764e-02 1.273797e+17 2.959393e-03 0 
  3.3837e-02 1.352432e+17 2.945969e-03 0 
  3.4785e-02 1.416142e+17 2.918900e-03 0 
  3.5677e-02 1.486315e+17 2.912264e-03 0 
  3.6592e-02 1.581642e+17 2.945997e-03 0 
  3.7531e-02 1.644796e+17 2.912246e-03 0 
  3.8494e-02 1.652357e+17 2.781085e-03 0 
  3.9481e-02 1.795142e+17 2.872228e-03 0 
  4.0494e-02 1.905919e+17 2.898809e-03 0 
  4.1437e-02 1.968388e+17 2.859109e-03 0 
  4.2208e-02 1.986563e+17 2.781054e-03 0 
  4.2992e-02 2.028184e+17 2.736709e-03 0 
  4.4095e-02 2.128652e+17 2.730376e-03 0 
  4.5122e-02 2.183306e+17 2.674449e-03 0 
  4.5961e-02 2.198462e+17 2.595592e-03 0 
  4.7032e-02 2.265227e+17 2.554002e-03 0 
  4.8017e-02 2.355687e+17 2.548144e-03 0 
  4.9022e-02 2.344820e+17 2.433458e-03 0 
    0.050048 2.478051e+17 2.467364e-03 0 
    0.050628 2.432822e+17 2.367147e-03 0 
    0.051214 2.661397e+17 2.530630e-03 0 
    0.052046 2.698436e+17 2.484470e-03 0 
    0.053014 2.698393e+17 2.394531e-03 0 
    0.054000 2.637029e+17 2.255402e-03 0 
    0.055004 2.661473e+17 2.193966e-03 0 
    0.056026 2.845154e+17 2.260596e-03 0 
    0.056937 2.986179e+17 2.297328e-03 0 
    0.057995 2.999951e+17 2.224485e-03 0 
    0.058937 3.069869e+17 2.204146e-03 0 
    0.060033 2.958711e+17 2.047476e-03 0 
