# NGC 4551
# 
# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# http://dx.doi.org/10.17909/t9-5bxk-dh29
# 
# The Spectral Energy Distributions of Active Galactic Nuclei
# Brown et al. (2019)
# http://dx.doi.org/10.17909/t9-3dbt-8734
# 
# Column 1: Observed wavelength (um)
# Column 2: L_nu (W/Hz)
# Column 3: f_lam (erg/s/cm2/A)
# Column 4: Source (0 = model, 1 = Optical Spectrun, 2 = Akari, 3 = Spitzer IRS)
# 
  1.0007e-02 3.810884e+12 9.491051e-07 0 
  1.0193e-02 5.224502e+12 1.254115e-06 0 
  1.0407e-02 6.592087e+12 1.517988e-06 0 
  1.0600e-02 8.414074e+12 1.867631e-06 0 
  1.0797e-02 1.099059e+13 2.351317e-06 0 
  1.0998e-02 1.607123e+13 3.313738e-06 0 
  1.1411e-02 2.437997e+13 4.669626e-06 0 
  1.1812e-02 3.467823e+13 6.198784e-06 0 
  1.2087e-02 1.318400e+14 2.250643e-05 0 
  1.2511e-02 1.741925e+14 2.775504e-05 0 
  1.2685e-02 1.932116e+14 2.994669e-05 0 
  1.2803e-02 2.079869e+14 3.164528e-05 0 
  1.3101e-02 2.393464e+14 3.477880e-05 0 
  1.3192e-02 2.864277e+14 4.104783e-05 0 
  1.3406e-02 3.140901e+14 4.358653e-05 0 
  1.3687e-02 4.111596e+14 5.473818e-05 0 
  1.4006e-02 4.677504e+14 5.946787e-05 0 
  1.4299e-02 1.380546e+15 1.683977e-04 0 
  1.4700e-02 3.715668e+15 4.288434e-04 0 
  1.5111e-02 4.169278e+15 4.553768e-04 0 
  1.5499e-02 4.699720e+15 4.879340e-04 0 
  1.5897e-02 5.321740e+15 5.251940e-04 0 
  1.6192e-02 5.794584e+15 5.512108e-04 0 
  1.6608e-02 6.607285e+15 5.974269e-04 0 
  1.6994e-02 7.312205e+15 6.314713e-04 0 
  1.7310e-02 7.962410e+15 6.627455e-04 0 
  1.7714e-02 8.791118e+15 6.987266e-04 0 
  1.8001e-02 9.441767e+15 7.267022e-04 0 
  1.8210e-02 9.955070e+15 7.487224e-04 0 
  1.8591e-02 1.089051e+16 7.858488e-04 0 
  1.9112e-02 1.224780e+16 8.362615e-04 0 
  1.9378e-02 1.312391e+16 8.716495e-04 0 
  1.9784e-02 1.425744e+16 9.084685e-04 0 
  2.0198e-02 1.559736e+16 9.535225e-04 0 
  2.0479e-02 1.655951e+16 9.847512e-04 0 
  2.1004e-02 1.749983e+16 9.892961e-04 0 
  2.1593e-02 2.046654e+16 1.094750e-03 0 
  2.1994e-02 2.213293e+16 1.141108e-03 0 
  2.2300e-02 2.312239e+16 1.159630e-03 0 
  2.2715e-02 2.506274e+16 1.211433e-03 0 
  2.2978e-02 3.899624e+16 1.842022e-03 0 
  2.3405e-02 6.918529e+16 3.149872e-03 0 
  2.4005e-02 8.851913e+16 3.831159e-03 0 
