# IC 0691        
# 
# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# http://dx.doi.org/10.17909/t9-5bxk-dh29
# 
# The Spectral Energy Distributions of Active Galactic Nuclei
# Brown et al. (2019)
# http://dx.doi.org/10.17909/t9-3dbt-8734
# 
# Column 1: Observed wavelength (um)
# Column 2: L_nu (W/Hz)
# Column 3: f_lam (erg/s/cm2/A)
# Column 4: Source (0 = model, 1 = Optical Spectrun, 2 = Akari, 3 = Spitzer IRS)
# 
  1.0006e-02 3.088582e+05 7.693688e-14 0 
  1.0192e-02 5.197274e+05 1.247824e-13 0 
  1.0406e-02 7.957131e+05 1.832675e-13 0 
  1.0599e-02 1.229525e+06 2.729631e-13 0 
  1.0796e-02 1.926419e+06 4.122129e-13 0 
  1.0997e-02 3.363610e+06 6.936710e-13 0 
  1.1410e-02 7.124734e+06 1.364878e-12 0 
  1.1811e-02 1.389306e+07 2.483825e-12 0 
  1.2114e-02 6.757418e+07 1.148424e-11 0 
  1.2510e-02 1.182371e+08 1.884237e-11 0 
  1.2714e-02 1.505723e+08 2.323150e-11 0 
  1.2802e-02 1.724960e+08 2.624943e-11 0 
  1.3100e-02 2.414095e+08 3.508392e-11 0 
  1.3191e-02 3.081383e+08 4.416586e-11 0 
  1.3405e-02 3.808894e+08 5.286421e-11 0 
  1.3686e-02 5.994433e+08 7.981628e-11 0 
  1.4005e-02 8.086332e+08 1.028210e-10 0 
  1.4298e-02 2.791129e+09 3.405068e-10 0 
  1.4698e-02 9.500915e+09 1.096845e-09 0 
  1.5110e-02 1.308591e+10 1.429458e-09 0 
  1.5498e-02 1.802166e+10 1.871285e-09 0 
  1.5895e-02 2.481906e+10 2.449970e-09 0 
  1.6191e-02 3.102741e+10 2.951852e-09 0 
  1.6606e-02 4.224238e+10 3.820452e-09 0 
  1.6993e-02 5.543459e+10 4.787814e-09 0 
  1.7309e-02 6.820054e+10 5.677280e-09 0 
  1.7712e-02 8.826096e+10 7.016652e-09 0 
  1.8000e-02 1.061147e+11 8.168212e-09 0 
  1.8208e-02 1.201672e+11 9.039781e-09 0 
  1.8590e-02 1.519773e+11 1.096772e-08 0 
  1.9110e-02 2.026683e+11 1.384079e-08 0 
  1.9421e-02 2.414093e+11 1.596273e-08 0 
  1.9782e-02 2.963332e+11 1.888584e-08 0 
  2.0196e-02 3.670965e+11 2.244636e-08 0 
  2.0477e-02 4.263567e+11 2.535928e-08 0 
  2.1002e-02 5.209059e+11 2.945333e-08 0 
  2.1591e-02 7.207241e+11 3.855849e-08 0 
  2.1992e-02 8.685001e+11 4.478544e-08 0 
  2.2298e-02 9.812138e+11 4.921849e-08 0 
  2.2713e-02 1.176975e+12 5.690031e-08 0 
  2.2976e-02 2.007908e+12 9.486183e-08 0 
  2.3403e-02 3.730399e+12 1.698669e-07 0 
  2.4003e-02 5.543400e+12 2.399615e-07 0 
  2.4619e-02 6.233966e+12 2.565193e-07 0 
  2.5192e-02 7.830283e+12 3.077150e-07 0 
  2.5720e-02 7.582010e+12 2.858504e-07 0 
  2.6018e-02 9.457744e+12 3.484466e-07 0 
  2.6380e-02 1.098441e+13 3.936623e-07 0 
  2.6870e-02 1.240976e+13 4.286714e-07 0 
  2.7370e-02 1.395652e+13 4.646478e-07 0 
  2.7879e-02 1.569563e+13 5.036406e-07 0 
  2.8397e-02 1.761038e+13 5.446533e-07 0 
  2.8991e-02 1.913300e+13 5.677448e-07 0 
  2.9599e-02 2.206956e+13 6.282550e-07 0 
  3.0079e-02 2.414236e+13 6.655021e-07 0 
  3.0780e-02 2.810355e+13 7.398104e-07 0 
  3.1788e-02 3.465424e+13 8.553156e-07 0 
  3.2830e-02 4.147267e+13 9.596585e-07 0 
  3.3827e-02 4.872958e+13 1.062092e-06 0 
  3.4775e-02 5.646331e+13 1.164470e-06 0 
  3.5667e-02 6.453372e+13 1.265173e-06 0 
  3.6582e-02 7.409179e+13 1.380803e-06 0 
  3.7521e-02 8.351500e+13 1.479490e-06 0 
  3.8483e-02 9.157633e+13 1.542204e-06 0 
  3.9470e-02 1.068494e+14 1.710545e-06 0 
  4.0483e-02 1.215549e+14 1.849795e-06 0 
  4.1426e-02 1.338968e+14 1.945901e-06 0 
  4.2196e-02 1.438031e+14 2.014291e-06 0 
  4.2980e-02 1.555144e+14 2.099588e-06 0 
  4.4083e-02 1.744929e+14 2.239402e-06 0 
  4.5110e-02 1.904507e+14 2.334174e-06 0 
  4.5948e-02 2.040687e+14 2.410680e-06 0 
  4.7019e-02 2.232372e+14 2.518351e-06 0 
  4.8003e-02 2.447790e+14 2.649317e-06 0 
  4.9008e-02 2.598795e+14 2.698576e-06 0 
    0.050035 2.869237e+14 2.858348e-06 0 
    0.050614 3.039281e+14 2.958871e-06 0 
    0.051200 4.505780e+14 4.286733e-06 0 
    0.052032 4.929260e+14 4.540849e-06 0 
    0.052999 5.442240e+14 4.832132e-06 0 
    0.053985 5.685526e+14 4.865427e-06 0 
    0.054988 7.704934e+14 6.355204e-06 0 
    0.056011 9.414146e+14 7.483948e-06 0 
    0.057052 1.131797e+15 8.672079e-06 0 
    0.057979 1.158163e+15 8.592603e-06 0 
    0.059057 1.516248e+15 1.084236e-05 0 
    0.060016 1.705161e+15 1.180668e-05 0 
    0.060992 2.083378e+15 1.396751e-05 0 
    0.061983 2.539676e+15 1.648654e-05 0 
    0.062990 2.949666e+15 1.854070e-05 0 
    0.064013 3.138905e+15 1.910462e-05 0 
    0.065053 3.843919e+15 2.265353e-05 0 
    0.065807 4.393035e+15 2.529979e-05 0 
    0.066569 4.805819e+15 2.704704e-05 0 
    0.067495 5.067292e+15 2.774145e-05 0 
    0.068434 5.342845e+15 2.845281e-05 0 
    0.069546 7.477694e+15 3.855847e-05 0 
    0.070513 7.634507e+15 3.829474e-05 0 
    0.071659 9.611197e+15 4.668017e-05 0 
    0.072656 1.061144e+16 5.013349e-05 0 
    0.073497 1.158159e+16 5.347188e-05 0 
    0.074519 1.402044e+16 6.296860e-05 0 
    0.075556 1.591413e+16 6.952509e-05 0 
