# UGC 06850      
# 
# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# http://dx.doi.org/10.17909/t9-5bxk-dh29
# 
# The Spectral Energy Distributions of Active Galactic Nuclei
# Brown et al. (2019)
# http://dx.doi.org/10.17909/t9-3dbt-8734
# 
# Column 1: Observed wavelength (um)
# Column 2: L_nu (W/Hz)
# Column 3: f_lam (erg/s/cm2/A)
# Column 4: Source (0 = model, 1 = Optical Spectrun, 2 = Akari, 3 = Spitzer IRS)
# 
  1.0011e-02 2.845287e+10 7.080559e-09 0 
  1.0197e-02 3.891758e+10 9.334637e-09 0 
  1.0410e-02 4.831979e+10 1.112039e-08 0 
  1.0604e-02 6.110931e+10 1.355390e-08 0 
  1.0801e-02 7.927163e+10 1.694675e-08 0 
  1.1002e-02 1.169889e+11 2.410449e-08 0 
  1.1389e-02 1.722478e+11 3.311913e-08 0 
  1.1789e-02 2.388378e+11 4.285935e-08 0 
  1.2091e-02 9.866155e+11 1.683139e-07 0 
  1.2487e-02 1.276765e+12 2.042167e-07 0 
  1.2690e-02 1.403215e+12 2.173188e-07 0 
  1.2808e-02 1.503679e+12 2.286067e-07 0 
  1.3106e-02 1.702606e+12 2.472124e-07 0 
  1.3197e-02 2.037632e+12 2.917909e-07 0 
  1.3411e-02 2.193593e+12 3.041796e-07 0 
  1.3692e-02 2.871580e+12 3.820178e-07 0 
  1.4011e-02 3.221957e+12 4.093341e-07 0 
  1.4304e-02 9.039543e+12 1.101864e-06 0 
  1.4705e-02 2.119056e+13 2.444043e-06 0 
  1.5117e-02 2.383296e+13 2.601017e-06 0 
  1.5505e-02 2.698662e+13 2.799635e-06 0 
  1.5903e-02 3.077226e+13 3.034574e-06 0 
  1.6198e-02 3.358325e+13 3.192247e-06 0 
  1.6614e-02 3.838036e+13 3.467824e-06 0 
  1.7001e-02 4.287064e+13 3.699197e-06 0 
  1.7317e-02 4.657462e+13 3.873472e-06 0 
  1.7720e-02 5.274167e+13 4.189121e-06 0 
  1.8008e-02 5.729870e+13 4.406667e-06 0 
  1.8217e-02 6.069377e+13 4.561281e-06 0 
  1.8598e-02 6.778813e+13 4.887847e-06 0 
  1.9119e-02 7.855056e+13 5.359391e-06 0 
  1.9385e-02 8.613086e+13 5.716413e-06 0 
  1.9791e-02 9.641546e+13 6.139141e-06 0 
  2.0206e-02 1.091823e+14 6.669417e-06 0 
  2.0487e-02 1.194375e+14 7.097091e-06 0 
  2.1012e-02 1.336999e+14 7.552536e-06 0 
  2.1601e-02 1.667786e+14 8.914337e-06 0 
  2.2002e-02 1.901671e+14 9.797323e-06 0 
  2.2309e-02 2.066024e+14 1.035313e-05 0 
  2.2723e-02 2.366614e+14 1.143122e-05 0 
  2.2986e-02 3.420779e+14 1.614710e-05 0 
  2.3414e-02 5.716595e+14 2.600655e-05 0 
  2.4014e-02 7.818919e+14 3.381537e-05 0 
  2.4574e-02 8.612332e+14 3.556850e-05 0 
  2.5204e-02 1.066951e+15 4.188919e-05 0 
  2.5673e-02 1.091775e+15 4.131203e-05 0 
  2.6030e-02 1.294663e+15 4.765461e-05 0 
  2.6392e-02 1.702709e+15 6.096664e-05 0 
  2.6883e-02 2.000464e+15 6.903538e-05 0 
  2.7382e-02 2.328848e+15 7.746529e-05 0 
  2.7891e-02 2.405155e+15 7.711011e-05 0 
  2.8410e-02 3.163272e+15 9.774408e-05 0 
  2.9005e-02 3.811849e+15 1.130021e-04 0 
  2.9612e-02 4.199077e+15 1.194304e-04 0 
  3.0093e-02 4.572493e+15 1.259269e-04 0 
  3.0794e-02 5.890336e+15 1.549189e-04 0 
  3.1803e-02 7.432650e+15 1.832753e-04 0 
  3.2770e-02 9.663462e+15 2.244276e-04 0 
  3.3765e-02 1.148459e+16 2.512341e-04 0 
  3.4791e-02 1.349412e+16 2.780400e-04 0 
  3.5684e-02 2.168443e+16 4.247148e-04 0 
  3.6599e-02 3.945841e+16 7.346790e-04 0 
  3.7538e-02 4.561769e+16 8.073976e-04 0 
  3.8501e-02 4.306709e+16 7.245993e-04 0 
