ID,UV,VJ,zpk
CDFS_22468,0.7907828334689491,1.0900450729207414,1.6739
CDFS_16807,0.509883964432376,0.22575358537447343,1.5228
CDFS_11281,0.7426449397515889,0.4506096673620483,1.5864
CDFS_10413,0.6462263275385709,0.3259799861969057,1.5003
CDFS_13143,0.6460084563941209,0.32693431535010475,1.4925
CDFS_12321,0.7425039824902058,0.4385607278409829,1.2842
CDFS_11857,0.9181838568366167,0.6131079470765108,1.6092
CDFS_13517,0.8123977330138885,0.4985086641659535,1.1115
CDFS_25717,0.9074016487198122,0.5071715159455863,1.5764
CDFS_13103,0.7425039824902058,0.4385607278409793,1.0995
CDFS_11154,0.6891869033142939,0.3750857161166792,1.6511
CDFS_16270,0.9559972620606061,0.5577435771403643,1.5906
CDFS_18441,0.9616298720375624,0.6702556126645973,1.5426
CDFS_15326,0.6891869033142939,0.3750857161166756,1.6597
CDFS_17116,0.9559972620606061,0.5577435771403607,1.8703
CDFS_16530,0.6891869033142974,0.3750857161166721,1.1977
CDFS_9580,0.9559972620606096,0.5577435771403607,1.1317
CDFS_13106,1.0091497237954812,0.6213353576196354,1.1545
CDFS_15163,0.7175318930333496,0.4879939174892023,1.6277
CDFS_25203,1.0760755343851507,0.8877266633368812,0.8613
CDFS_25830,1.0235270968607644,0.7436358581362938,0.3153
CDFS_9310,1.1062975179279384,0.908283691589503,1.325
CDFS_19584,1.009139540357161,0.6211530224664017,1.2382
CDFS_11696,2.139478407462086,1.213302371207753,0.2567
CDFS_17417,1.0896920094367957,0.9022566455868848,1.6503
CDFS_18838,1.0059391748606288,0.6315681799744581,1.6872
CDFS_10114,1.0091395403571681,0.6211530224663946,0.4672
CDFS_18797,1.3800200426324736,0.865347247281818,0.8162
CDFS_29552,1.8321598873530895,1.0900247191336128,0.5422
CDFS_25294,1.6966272175016712,1.4104611213150342,0.9954
CDFS_20666,1.096585580338985,1.0241104872931963,1.645
CDFS_28340,1.9711833739640987,1.4559590637524806,0.6919
CDFS_17899,1.3803541573013334,0.8638383299718413,0.7096
CDFS_25995,1.3803541573013334,0.8638383299718484,0.7038
CDFS_26267,1.4595371752257975,1.013709831769738,0.7859
CDFS_12331,1.3913093254866524,1.1020110860549082,1.343
CDFS_16078,1.8838266064824154,1.7025068145596194,1.7448
CDFS_26038,1.3735304905668677,1.0984028705926114,1.6896
CDFS_27015,1.3803541573013334,0.8638383299718413,0.6567
CDFS_13396,1.3793960187140755,0.8641743659505998,0.7574
CDFS_10864,1.380643608870244,1.3432175954360446,1.4749
CDFS_9001,1.3576961412437534,0.8718365574519531,0.654
CDFS_15440,1.4535805830039976,0.9005631563498717,0.7453
CDFS_18938,1.1465123358699785,0.9356157478145661,1.3583
CDFS_18006,1.4107443449543666,1.1066982156262561,1.2538
CDFS_13227,1.3803541573013334,0.8638383299718413,0.4034
CDFS_28244,1.4107443449543666,1.1066982156262561,1.2275
CDFS_26825,1.4094673488552019,0.9149475225339252,0.7823
CDFS_7457,1.8347909039713493,1.0860696061456139,0.5794
CDFS_17814,1.3802678602880967,0.8642282180321281,0.6674
CDFS_25652,1.392275999745344,0.9823856088414402,1.0953
CDFS_16196,1.8698824276508006,1.4480044460914172,1.2348
CDFS_21822,1.4730048763894068,0.9743410565246897,0.9085
CDFS_22580,1.8459257135924751,1.0978031411894804,0.6648
CDFS_24723,1.4107443449543666,1.1066982156262561,1.285
CDFS_6455,1.3683150716323915,0.9540165552732205,1.2113
CDFS_16152,0.7754848662548781,0.5028921393363781,1.5967
CDFS_28846,1.3803541573013334,0.8638383299718413,0.7252
CDFS_25501,1.4107443449543666,1.1066982156262561,1.6497
CDFS_19115,1.8680579014945948,1.4480323587151354,0.9488
CDFS_23050,0.9106839758739618,0.7336541497339475,0.3899
CDFS_28259,1.3806436088702476,1.3432175954360446,1.6747
CDFS_10969,1.3803541573013334,0.8638383299718413,0.6349
CDFS_19429,1.4107443449543702,1.1066982156262561,1.5033
CDFS_29283,1.3446772555937088,1.1025511621714301,1.593
CDFS_9289,1.7420600803080575,1.0994826629269348,0.7045
CDFS_28769,1.3803541573013263,0.8638383299718484,0.6763
CDFS_24009,2.2795329752112217,1.6573939965435756,0.6634
CDFS_19211,1.8850554781303188,1.4616904642754278,0.3221
CDFS_21261,1.3803541573013263,0.8638383299718484,0.5416
CDFS_23848,1.563169748742851,1.5019183806784397,1.3293
CDFS_20434,1.4107443449543666,1.1066982156262561,1.367
CDFS_24854,1.3803541573013334,0.8638383299718413,0.7151
CDFS_10980,1.38112644819158,1.0999145522472098,1.5386
CDFS_13149,1.7204283824877287,1.0695956460194225,0.7163
CDFS_17378,1.0959908487986674,0.7600444939642976,0.2378
CDFS_18009,1.7465192394070286,1.0874382669154699,0.5733
CDFS_25286,1.632862771319619,1.0570449956966534,0.6469
CDFS_26392,1.4107443449543702,1.1066982156262561,1.3781
CDFS_28112,1.4737327153640614,0.9719833578348158,0.7017
CDFS_28395,1.7637616723501104,1.0764716580500888,0.5192
CDFS_13237,1.4107443449543702,1.1066982156262561,0.7541
CDFS_16023,1.3803541573013334,0.8638383299718413,0.596
CDFS_9487,1.3803541573013334,0.8638383299718413,0.7421
CDFS_23478,1.9237687112408715,1.1920308065288303,0.5174
CDFS_16741,1.4209321641618722,0.9122348299137748,0.6193
CDFS_16651,1.4220343852553832,0.9122395647655779,0.6414
CDFS_8485,1.3795766958615587,0.8673469580660722,0.4788
CDFS_28694,1.4107443449543666,1.1066982156262561,1.3405
CDFS_20334,1.883826606482419,1.7025068145596194,0.8745
CDFS_16400,1.815656147706484,1.4393513754827048,0.8185
CDFS_18540,1.934588246489234,1.2051240145002424,0.725
CDFS_24978,1.8838266064824154,1.702506814559623,1.6482
CDFS_12092,1.3803541573013334,0.8638383299718413,0.7048
CDFS_26244,1.4221067831808796,0.911958136604774,0.6675
CDFS_16586,1.4736932153516271,0.9721114016385393,0.6918
CDFS_20093,1.2869911071673386,0.846421418629344,0.988
CDFS_20531,1.473732715364065,0.9719833578348123,0.5225
CDFS_12916,1.3803541573013334,0.8638383299718413,0.6365
CDFS_27883,1.8454446305122119,1.0965959722275258,0.4063
CDFS_15365,1.3803541573013334,0.8638383299718448,0.6745
CDFS_26590,1.3793960187140755,0.8641743659505963,0.6252
CDFS_28553,1.3803541573013334,0.8638383299718413,0.7485
CDFS_19116,1.6197692351087625,1.5384621221897667,1.6045
CDFS_23959,1.3803541573013334,0.8638383299718448,0.3825
CDFS_20646,1.834912145442992,1.0858872318270443,0.334
CDFS_30244,1.8838266064824154,1.702506814559623,1.8703
CDFS_30540,1.4582588781369274,0.9739073396669546,0.7045
CDFS_8953,1.6694157738136823,1.0622654503290292,0.7352
CDFS_29933,1.4107443449543666,1.1066982156262597,1.0998
CDFS_17166,1.8698824276508006,1.4480044460914137,0.7687
CDFS_12621,1.3411154893043182,1.1023198732797397,1.9343
CDFS_18117,1.4737327153640685,0.9719833578348123,0.7398
CDFS_19539,1.6694157738136823,1.0622654503290256,0.6222
CDFS_11309,1.3524976641159974,0.8519588962676004,1.0647
CDFS_28567,1.3803541573013334,0.8638383299718413,0.5185
CDFS_27114,1.380327273960507,0.8639598000222612,0.5547
CDFS_26303,1.6966272175016712,1.4104611213150413,0.9796
CDFS_28258,1.92728140985594,1.202179778037621,0.5313
CDFS_20300,1.3803541573013334,0.8638383299718413,0.4661
CDFS_29824,1.3803541573013298,0.8638383299718448,0.6806
CDFS_9367,1.4107443449543666,1.1066982156262561,0.9027
CDFS_21658,1.4050244326524677,1.1049583993389298,1.0377
CDFS_21405,1.89358992878741,1.4692888644997417,0.7459
CDFS_15228,1.6734809962221782,1.0694499894715932,0.5987
CDFS_17055,1.4734923927047348,0.9726986596098683,0.5749
CDFS_25034,1.4722994613868394,0.9721605578481736,0.7334
CDFS_13300,1.4182591746667725,0.9093237181724518,0.7385
CDFS_16589,1.4737327153640685,0.9719833578348052,1.0277
CDFS_11986,1.763738474422091,1.0764684726767975,0.734
CDFS_23962,1.8487874764587673,1.1031270345546602,0.6549
CDFS_19153,1.3687239280118533,0.861766213488675,0.5491
CDFS_14632,1.3803541573013334,0.8638383299718413,0.6015
CDFS_15204,1.8773262997354934,1.1349614116706377,0.5313
CDFS_11120,1.4736992146005363,0.9720919550602254,0.6518
CDFS_28537,1.9131713163615522,1.1957333462457989,0.716
CDFS_19490,1.8787261539751512,1.4569253891502427,0.3617
CDFS_27047,1.8347912101566024,1.0860691455873734,0.7308
CDFS_27383,1.9237506998299274,1.192051432607105,0.4096
CDFS_19511,1.3803541573013334,0.8638383299718448,0.5809
CDFS_15864,1.4737327153640685,0.9719833578348123,0.583
CDFS_23349,1.4737207482459702,0.9720221517181216,0.7094
CDFS_16386,1.3803541573013334,0.8638383299718448,0.2904
CDFS_25569,1.7109991262526378,1.4138615217793031,0.9541
CDFS_11844,1.9268464061212285,1.195960106435706,0.6602
CDFS_20598,1.9319265011834226,1.202985727053644,0.515
CDFS_11781,1.9237024467598047,1.192106690198841,0.6383
CDFS_11695,1.4737327153640614,0.9719833578348158,0.5962
CDFS_23445,2.2426964684564084,1.6539136325171455,0.6404
CDFS_17608,1.6645253261108373,1.4051229255536768,0.5718
COSMOS_12282,0.7058151952449272,0.6718141086901319,1.465
COSMOS_5117,0.842029602357659,0.5322678400301726,1.5058
COSMOS_14139,0.9131742119788164,0.5080981932584478,1.6105
COSMOS_8231,1.467953820512374,0.9890978209451831,0.8814
COSMOS_16175,0.7921384911712188,0.543094864733181,1.6151
COSMOS_4086,0.808256167014207,0.5292458231921735,1.6179
COSMOS_1010,1.3803541573013334,0.8638383299718413,0.4343
COSMOS_5470,1.3028456444815149,0.8537386581810189,0.4281
