Template,AGN_Type,Alpha,Redshift,u-g,g-r,Classification
CGCG_453-062,Type1,0.0,1.5,0.6106514148533435,0.6853572898959044,Correct Identification
CGCG_453-062,Type1,0.0,1.6,0.5662368424208388,0.6730423642192704,Correct Identification
CGCG_453-062,Type1,0.0,1.7,0.6013878560088735,0.6614869244288144,Correct Identification
CGCG_453-062,Type1,0.0,1.8,0.6591043949079562,0.6740157779224454,Correct Identification
CGCG_453-062,Type1,0.0,1.9,0.7392818705478135,0.6766894029478152,Correct Identification
CGCG_453-062,Type1,0.0,2.0,0.8282401531817634,0.6906407701163069,Correct Identification
CGCG_453-062,Type1,0.0,2.1,0.8964560336422807,0.6889037546848442,Correct Identification
CGCG_453-062,Type1,0.0,2.2,0.8808399330084065,0.6776294179944955,Correct Identification
CGCG_453-062,Type1,0.0,2.3,0.9153372610142974,0.6686155020617939,Correct Identification
CGCG_453-062,Type1,0.0,2.4,1.015906869582416,0.6800366336920121,Correct Identification
CGCG_453-062,Type1,0.0,2.5,1.1728978240041812,0.6740011321530943,Correct Identification
CGCG_453-062,Type1,0.0,2.6,1.4214255697105855,0.6653064144436058,Correct Identification
CGCG_453-062,Type1,0.0,2.7,1.749413252887365,0.6768237388071014,Correct Identification
CGCG_453-062,Type1,0.0,2.8,2.037009915096526,0.7091251690784901,Correct Identification
CGCG_453-062,Type1,0.0,2.9,2.5101200527435843,0.7390150675251803,Correct Identification
CGCG_453-062,Type1,0.0,3.0,3.077567386943681,0.7975342328190003,Correct Identification
CGCG_453-062,Type1,0.0,3.1,4.254164277264401,0.869262773684067,Correct Identification
CGCG_453-062,Type1,0.0,3.2,5.2858576495425105,0.9504350508549493,Correct Identification
CGCG_453-062,Type1,0.0,3.3,5.566585233761394,1.0358007748000126,Correct Identification
CGCG_453-062,Type1,0.0,3.4,5.60015132576838,1.1329008018522941,Correct Identification
CGCG_453-062,Type1,0.0,3.5,5.6235383004643325,1.1869540968444738,Correct Identification
CGCG_453-062,Type1,0.0,3.6,5.587798295892643,1.2699218884375831,Correct Identification
CGCG_453-062,Type1,0.0,3.7,5.515851390215154,1.3669131066922127,Correct Identification
CGCG_453-062,Type1,0.0,3.8,5.421029197095059,1.4908307386734272,Correct Identification
CGCG_453-062,Type1,0.0,3.9,5.312372121997932,1.6332381060055177,Correct Identification
CGCG_453-062,Type1,0.0,4.0,5.166068566001567,1.8092100134809534,Correct Identification
CGCG_453-062,Type1,0.1,0.0,1.186584648665253,0.7213914366093519,Correct Identification
CGCG_453-062,Type1,0.1,0.1,1.317988680314631,0.7785768405119136,Correct Identification
CGCG_453-062,Type1,0.1,0.2,1.3430730946671936,0.9576635377671856,Correct Identification
CGCG_453-062,Type1,0.1,0.3,1.3546352047440244,1.1365898807542791,Correct Identification
CGCG_453-062,Type1,0.1,0.4,1.2475205505026636,1.3036992024335703,Correct Identification
CGCG_453-062,Type1,0.1,0.5,1.0922597350787164,1.3782620606617009,Correct Identification
CGCG_453-062,Type1,0.1,0.6,0.8869478539219315,1.3589297419850723,Correct Identification
CGCG_453-062,Type1,0.1,0.7,0.6830984992932265,1.3323735604462215,Correct Identification
CGCG_453-062,Type1,0.1,0.8,0.5469533581389641,1.2725571314810828,Correct Identification
CGCG_453-062,Type1,0.1,0.9,0.4628435386843819,1.189524674106483,Correct Identification
CGCG_453-062,Type1,0.1,1.0,0.438425742295955,1.0688341198101838,Correct Identification
CGCG_453-062,Type1,0.1,1.1,0.4088739522086904,0.9432822623296886,Correct Identification
CGCG_453-062,Type1,0.1,1.2,0.41698596527375287,0.7963604018967345,Correct Identification
CGCG_453-062,Type1,0.1,1.3,0.41786150257355104,0.647376397447637,Correct Identification
CGCG_453-062,Type1,0.1,1.4,0.40379552239595284,0.5229626672458636,Correct Identification
CGCG_453-062,Type1,0.1,1.5,0.3685165339363543,0.467399429350138,Correct Identification
CGCG_453-062,Type1,0.1,1.6,0.341434404551606,0.4492066594351236,Correct Identification
CGCG_453-062,Type1,0.1,1.7,0.34633459055182314,0.4328580879311765,Correct Identification
CGCG_453-062,Type1,0.1,1.8,0.36004620779932495,0.43339092556769643,Correct Identification
CGCG_453-062,Type1,0.1,1.9,0.38097592585884144,0.42860321529826706,Correct Identification
CGCG_453-062,Type1,0.1,2.0,0.4018763901600195,0.42985920634416885,Correct Identification
CGCG_453-062,Type1,0.1,2.1,0.4133727087959542,0.4225542692285522,Correct Identification
CGCG_453-062,Type1,0.1,2.2,0.40260012604479556,0.41103810817543973,Correct Identification
CGCG_453-062,Type1,0.1,2.3,0.40586603749278183,0.39947313959516606,Correct Identification
CGCG_453-062,Type1,0.1,2.4,0.4212732067461751,0.39598524661568035,Correct Identification
CGCG_453-062,Type1,0.1,2.5,0.4493023704238155,0.3862783233119593,Correct Identification
CGCG_453-062,Type1,0.1,2.6,0.48823277243320007,0.3759637759280281,Correct Identification
CGCG_453-062,Type1,0.1,2.7,0.5253347883023096,0.37400687986485437,Missed Selection
CGCG_453-062,Type1,0.1,2.8,0.5452937312179067,0.3797553909724414,Missed Selection
CGCG_453-062,Type1,0.1,2.9,0.5690481924485162,0.3839812869388908,Missed Selection
CGCG_453-062,Type1,0.1,3.0,0.5760019774019263,0.39741910084024923,Missed Selection
CGCG_453-062,Type1,0.1,3.1,0.5792831633232147,0.4142358381592537,Missed Selection
CGCG_453-062,Type1,0.1,3.2,0.5669259512956195,0.43317319351982775,Missed Selection
CGCG_453-062,Type1,0.1,3.3,0.5502343952263082,0.45163789244961094,Missed Selection
CGCG_453-062,Type1,0.1,3.4,0.5310351810259313,0.47105798014318623,Missed Selection
CGCG_453-062,Type1,0.1,3.5,0.5223354492776835,0.48045479405026725,Missed Selection
CGCG_453-062,Type1,0.1,3.6,0.5049077040727532,0.49250296758585677,Correct Identification
CGCG_453-062,Type1,0.1,3.7,0.4811557480153752,0.5015684460510137,Correct Identification
CGCG_453-062,Type1,0.1,3.8,0.4579417691780314,0.5138518483603463,Correct Identification
CGCG_453-062,Type1,0.1,3.9,0.4345438812448812,0.5278142328681952,Correct Identification
CGCG_453-062,Type1,0.1,4.0,0.4125608067825972,0.542573021595878,Correct Identification
CGCG_453-062,Type1,0.2,0.0,1.1202527995928193,0.7039335802277549,Correct Identification
CGCG_453-062,Type1,0.2,0.1,1.2195846446792302,0.7551493146803416,Correct Identification
CGCG_453-062,Type1,0.2,0.2,1.209153433532343,0.9199840374166612,Correct Identification
CGCG_453-062,Type1,0.2,0.3,1.177260252780652,1.0789247650972555,Correct Identification
CGCG_453-062,Type1,0.2,0.4,1.048782205286205,1.2194388518770864,Correct Identification
CGCG_453-062,Type1,0.2,0.5,0.8945743970174327,1.2663684676819038,Correct Identification
CGCG_453-062,Type1,0.2,0.6,0.7175133218562166,1.2234628938475538,Correct Identification
CGCG_453-062,Type1,0.2,0.7,0.5500114389243222,1.1705352576481225,Correct Identification
CGCG_453-062,Type1,0.2,0.8,0.4387094513481067,1.0891476717050637,Correct Identification
CGCG_453-062,Type1,0.2,0.9,0.3720236022416934,0.9950022931164071,Correct Identification
CGCG_453-062,Type1,0.2,1.0,0.35170132082388506,0.8803668440057635,Correct Identification
CGCG_453-062,Type1,0.2,1.1,0.3281251391716893,0.7656963065180911,Correct Identification
CGCG_453-062,Type1,0.2,1.2,0.3314801927793276,0.641065241588624,Correct Identification
CGCG_453-062,Type1,0.2,1.3,0.33037592380467373,0.5203716626714652,Correct Identification
CGCG_453-062,Type1,0.2,1.4,0.3189524632264842,0.4226375108191789,Correct Identification
CGCG_453-062,Type1,0.2,1.5,0.2946493039575522,0.3788763641848405,Correct Identification
CGCG_453-062,Type1,0.2,1.6,0.27561764744930173,0.3627927180228596,Correct Identification
CGCG_453-062,Type1,0.2,1.7,0.2763196579831444,0.3487128025779498,Correct Identification
CGCG_453-062,Type1,0.2,1.8,0.28291659655350543,0.3477273364862796,Correct Identification
CGCG_453-062,Type1,0.2,1.9,0.2943102940611695,0.34291467944419196,Correct Identification
CGCG_453-062,Type1,0.2,2.0,0.3055320668382926,0.3421924322906875,Correct Identification
CGCG_453-062,Type1,0.2,2.1,0.31071523561350745,0.33582980180960575,Correct Identification
CGCG_453-062,Type1,0.2,2.2,0.3037901579621902,0.32706289494166896,Correct Identification
CGCG_453-062,Type1,0.2,2.3,0.30594978463506095,0.31786930585590767,Correct Identification
CGCG_453-062,Type1,0.2,2.4,0.31484829648537627,0.3136524963870997,Correct Identification
CGCG_453-062,Type1,0.2,2.5,0.3316403179692067,0.30585711676641125,Correct Identification
CGCG_453-062,Type1,0.2,2.6,0.35468761381913794,0.2979695918846801,Correct Identification
CGCG_453-062,Type1,0.2,2.7,0.3770319789480965,0.29564212436661563,Missed Selection
CGCG_453-062,Type1,0.2,2.8,0.3906650845917632,0.2978910356639908,Missed Selection
CGCG_453-062,Type1,0.2,2.9,0.40641935560067566,0.29926351756541436,Missed Selection
CGCG_453-062,Type1,0.2,3.0,0.41274602511621694,0.3065092893179582,Missed Selection
CGCG_453-062,Type1,0.2,3.1,0.4175302324304475,0.31592946377824305,Missed Selection
CGCG_453-062,Type1,0.2,3.2,0.41467520515679723,0.3270993540306044,Missed Selection
CGCG_453-062,Type1,0.2,3.3,0.40971103331086667,0.3379090203602857,Missed Selection
CGCG_453-062,Type1,0.2,3.4,0.4030109277146394,0.3493082689513507,Missed Selection
CGCG_453-062,Type1,0.2,3.5,0.4016101062912618,0.35535882848711964,Missed Selection
CGCG_453-062,Type1,0.2,3.6,0.39497756788164295,0.36289003797776687,Correct Identification
CGCG_453-062,Type1,0.2,3.7,0.38406991655291733,0.3687671062498019,Correct Identification
CGCG_453-062,Type1,0.2,3.8,0.3739825804284891,0.3768561777166042,Correct Identification
CGCG_453-062,Type1,0.2,3.9,0.36289456242526086,0.38658114052034875,Correct Identification
CGCG_453-062,Type1,0.2,4.0,0.35313596779198164,0.396385333168908,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,0.0,1.062353957678713,0.6875451042475085,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,0.1,1.1374838373052434,0.7334652714244783,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,0.2,1.1038983551189467,0.8858170448340985,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,0.3,1.0478492484831854,1.028009165036572,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,0.4,0.9133105723822474,1.1474977072625947,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,0.5,0.7673646480599849,1.174582212036949,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,0.6,0.612645559104962,1.1171654411295933,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,0.7,0.4710627511127754,1.0499821055590743,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,0.8,0.37759413957904187,0.9598095179145787,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,0.9,0.32282284676780293,0.8643783104718672,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,1.0,0.3059000016662168,0.7582345516843283,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,1.1,0.28650227955234087,0.6550470921029792,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,1.2,0.28828484559910095,0.547691179948977,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,1.3,0.28678437273758206,0.4466276561538436,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,1.4,0.27726926829542364,0.3664838851489094,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,1.5,0.25878022354786623,0.3307228329916043,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,1.6,0.24411864007748107,0.31681833244562796,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,1.7,0.2434936369626577,0.30483441048615134,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,1.8,0.2474181734002947,0.3036444602002035,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,1.9,0.25512011099836585,0.29933646209606124,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,2.0,0.26271656596335546,0.29805817457687667,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,2.1,0.26576777254744144,0.29268715428205994,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,2.2,0.26084406749587075,0.2857928635724676,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,2.3,0.26304590183163157,0.2783032989961072,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,2.4,0.27001681959331236,0.27433083542456416,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,2.5,0.28292621145708097,0.2679046536540852,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,2.6,0.3004639955163064,0.2615867872705131,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,2.7,0.3180815490905786,0.2595349547562691,Missed Selection
CGCG_453-062,Type1,0.30000000000000004,2.8,0.33024792932136293,0.26060248579871015,Missed Selection
CGCG_453-062,Type1,0.30000000000000004,2.9,0.3439774436148113,0.2611056429860952,Missed Selection
CGCG_453-062,Type1,0.30000000000000004,3.0,0.35108599276877683,0.26607511833783093,Missed Selection
CGCG_453-062,Type1,0.30000000000000004,3.1,0.35737613912402466,0.27273278014129687,Missed Selection
CGCG_453-062,Type1,0.30000000000000004,3.2,0.3586485019134429,0.28103558334005285,Missed Selection
CGCG_453-062,Type1,0.30000000000000004,3.3,0.35843082363027534,0.2890609650860405,Missed Selection
CGCG_453-062,Type1,0.30000000000000004,3.4,0.3566800522803426,0.29759796686585815,Missed Selection
CGCG_453-062,Type1,0.30000000000000004,3.5,0.35813179527694317,0.30262030566086295,Missed Selection
CGCG_453-062,Type1,0.30000000000000004,3.6,0.35566539768862526,0.3088534131427778,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,3.7,0.3496389885724973,0.31420773705477245,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,3.8,0.34445764354482833,0.3213723658565826,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,3.9,0.3378964087686569,0.33012813449760614,Correct Identification
CGCG_453-062,Type1,0.30000000000000004,4.0,0.3325635292556228,0.33867729158081517,Correct Identification
CGCG_453-062,Type1,0.4,0.0,1.0113072299633323,0.6721289640116623,Correct Identification
CGCG_453-062,Type1,0.4,0.1,1.0677577675645793,0.7133331851944043,Correct Identification
CGCG_453-062,Type1,0.4,0.2,1.0186230772599316,0.8546784774157494,Correct Identification
CGCG_453-062,Type1,0.4,0.3,0.9486166972127421,0.9826761507402964,Correct Identification
CGCG_453-062,Type1,0.4,0.4,0.8143369887170628,1.0852292895577698,Correct Identification
CGCG_453-062,Type1,0.4,0.5,0.6780818000691333,1.097673542269682,Correct Identification
CGCG_453-062,Type1,0.4,0.6,0.5410364211107002,1.0311498727993182,Correct Identification
CGCG_453-062,Type1,0.4,0.7,0.4186731044802343,0.9561710387826565,Correct Identification
CGCG_453-062,Type1,0.4,0.8,0.338272684635875,0.8630735681828412,Correct Identification
CGCG_453-062,Type1,0.4,0.9,0.29193589894777716,0.7699830620092882,Correct Identification
CGCG_453-062,Type1,0.4,1.0,0.27756153651835547,0.6721561315535389,Correct Identification
CGCG_453-062,Type1,0.4,1.1,0.26109636308691364,0.5791275539894016,Correct Identification
CGCG_453-062,Type1,0.4,1.2,0.26220453170445523,0.4851455833808842,Correct Identification
CGCG_453-062,Type1,0.4,1.3,0.26065740836708784,0.39834497246292955,Correct Identification
CGCG_453-062,Type1,0.4,1.4,0.2524730779816373,0.3305481225415221,Correct Identification
CGCG_453-062,Type1,0.4,1.5,0.23757651505665933,0.30042346899729466,Correct Identification
CGCG_453-062,Type1,0.4,1.6,0.22563969610868995,0.28825497293592406,Correct Identification
CGCG_453-062,Type1,0.4,1.7,0.22443601348663833,0.2778786117283154,Correct Identification
CGCG_453-062,Type1,0.4,1.8,0.22699746702126333,0.27675916091355646,Correct Identification
CGCG_453-062,Type1,0.4,1.9,0.23276801443719108,0.2729294985695603,Correct Identification
CGCG_453-062,Type1,0.4,2.0,0.2384989065016896,0.2714594943582327,Correct Identification
CGCG_453-062,Type1,0.4,2.1,0.2405224178150931,0.2668518044818988,Correct Identification
CGCG_453-062,Type1,0.4,2.2,0.23680841787735218,0.2612386703965086,Correct Identification
CGCG_453-062,Type1,0.4,2.3,0.23917016462936047,0.2549298735836878,Correct Identification
CGCG_453-062,Type1,0.4,2.4,0.24528705862715583,0.25128198916016586,Correct Identification
CGCG_453-062,Type1,0.4,2.5,0.2562619029659672,0.24579444397086192,Correct Identification
CGCG_453-062,Type1,0.4,2.6,0.27103491803986657,0.24051568208865248,Correct Identification
CGCG_453-062,Type1,0.4,2.7,0.2863776333218375,0.23875217178103725,Missed Selection
CGCG_453-062,Type1,0.4,2.8,0.2979938665862534,0.2392605267208623,Missed Selection
CGCG_453-062,Type1,0.4,2.9,0.31088652203449385,0.23938507547835997,Missed Selection
CGCG_453-062,Type1,0.4,3.0,0.31863604744163254,0.2431971181236534,Missed Selection
CGCG_453-062,Type1,0.4,3.1,0.3259238410866878,0.2484310167221544,Missed Selection
CGCG_453-062,Type1,0.4,3.2,0.3294869312539781,0.25526242666625976,Missed Selection
CGCG_453-062,Type1,0.4,3.3,0.33183664849291006,0.2618676009284009,Missed Selection
CGCG_453-062,Type1,0.4,3.4,0.3327387406670148,0.26895727889698406,Missed Selection
CGCG_453-062,Type1,0.4,3.5,0.3357108478446982,0.27350860769810126,Missed Selection
CGCG_453-062,Type1,0.4,3.6,0.33545313448662384,0.2791751934405724,Correct Identification
CGCG_453-062,Type1,0.4,3.7,0.3319977822715856,0.2844398895664568,Correct Identification
CGCG_453-062,Type1,0.4,3.8,0.3293826260554802,0.29129141552558124,Correct Identification
CGCG_453-062,Type1,0.4,3.9,0.32517350535946576,0.29969729403387646,Correct Identification
CGCG_453-062,Type1,0.4,4.0,0.32212571282497393,0.3077370626589193,Correct Identification
CGCG_453-062,Type1,0.5,0.0,0.965916471752255,0.6575996939437267,Correct Identification
CGCG_453-062,Type1,0.5,0.1,1.0076881104068605,0.6945890795816645,Correct Identification
CGCG_453-062,Type1,0.5,0.2,0.9479286775081128,0.826171508524439,Correct Identification
CGCG_453-062,Type1,0.5,0.3,0.8698045624451254,0.942021486858529,Correct Identification
CGCG_453-062,Type1,0.5,0.4,0.7385734008283578,1.0307208778033967,Correct Identification
CGCG_453-062,Type1,0.5,0.5,0.6117589690630005,1.0321421328288487,Correct Identification
CGCG_453-062,Type1,0.5,0.6,0.4889255679400719,0.959908747401208,Correct Identification
CGCG_453-062,Type1,0.5,0.7,0.38133023034703584,0.8808319946573846,Correct Identification
CGCG_453-062,Type1,0.5,0.8,0.31083496447813275,0.7877170244370717,Correct Identification
CGCG_453-062,Type1,0.5,0.9,0.2707339914739002,0.6983311986394121,Correct Identification
CGCG_453-062,Type1,0.5,1.0,0.2582917548383996,0.6080351318214703,Correct Identification
CGCG_453-062,Type1,0.5,1.1,0.2439707569480376,0.5236802818881294,Correct Identification
CGCG_453-062,Type1,0.5,1.2,0.24474449941008558,0.4402558043846305,Correct Identification
CGCG_453-062,Type1,0.5,1.3,0.2432464011694364,0.364247508414536,Correct Identification
CGCG_453-062,Type1,0.5,1.4,0.2360264123917588,0.3055643975378608,Correct Identification
CGCG_453-062,Type1,0.5,1.5,0.22356818847526228,0.2795939291206935,Correct Identification
CGCG_453-062,Type1,0.5,1.6,0.213489112635866,0.2687804657534585,Correct Identification
CGCG_453-062,Type1,0.5,1.7,0.211984298713368,0.259633034038913,Correct Identification
CGCG_453-062,Type1,0.5,1.8,0.21372878173471932,0.25864525584249876,Correct Identification
CGCG_453-062,Type1,0.5,1.9,0.21831838936395798,0.2552103122875522,Correct Identification
CGCG_453-062,Type1,0.5,2.0,0.22292007526672464,0.25367260798628877,Correct Identification
CGCG_453-062,Type1,0.5,2.1,0.2243496197795345,0.2496446085442976,Correct Identification
CGCG_453-062,Type1,0.5,2.2,0.22144316379425533,0.24495103514501082,Correct Identification
CGCG_453-062,Type1,0.5,2.3,0.2239580690704024,0.23949391544604026,Correct Identification
CGCG_453-062,Type1,0.5,2.4,0.2296112348410979,0.2361331513530267,Correct Identification
CGCG_453-062,Type1,0.5,2.5,0.23943468010198643,0.23131711254489673,Correct Identification
CGCG_453-062,Type1,0.5,2.6,0.25255217653396755,0.22676833256113227,Correct Identification
CGCG_453-062,Type1,0.5,2.7,0.26656842928546354,0.22524348401488226,Missed Selection
CGCG_453-062,Type1,0.5,2.8,0.2779245919182287,0.22543524723489838,Missed Selection
CGCG_453-062,Type1,0.5,2.9,0.2903810384939298,0.2253603448139394,Missed Selection
CGCG_453-062,Type1,0.5,3.0,0.2986061921778429,0.22847765201576564,Missed Selection
CGCG_453-062,Type1,0.5,3.1,0.3065803081786349,0.23284793910870505,Missed Selection
CGCG_453-062,Type1,0.5,3.2,0.31159820578272956,0.23878863997335387,Missed Selection
CGCG_453-062,Type1,0.5,3.3,0.3155564615522195,0.24453692768143398,Missed Selection
CGCG_453-062,Type1,0.5,3.4,0.3181122431448884,0.25075777957874124,Missed Selection
CGCG_453-062,Type1,0.5,3.5,0.3220290648621855,0.2550459325586445,Missed Selection
CGCG_453-062,Type1,0.5,3.6,0.32313968843319074,0.26040793126385253,Correct Identification
CGCG_453-062,Type1,0.5,3.7,0.3212714071672167,0.2656875751779353,Correct Identification
CGCG_453-062,Type1,0.5,3.8,0.32023420609447584,0.2724104979730164,Correct Identification
CGCG_453-062,Type1,0.5,3.9,0.3174660884820888,0.28065919873746026,Correct Identification
CGCG_453-062,Type1,0.5,4.0,0.3158133724415322,0.28843917159979426,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,0.0,0.925257120464881,0.6438817071689797,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,0.1,0.9553230636617336,0.6770916721421223,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,0.2,0.8882515922208292,0.7999673606914968,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,0.3,0.80554043716592,0.9053319066249479,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,0.4,0.6785773763232186,0.982549339902647,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,0.5,0.5604604567980047,0.9755401313878025,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,0.6,0.44926156891458646,0.899815472007873,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,0.7,0.3533505765975278,0.8188593063322855,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,0.8,0.29059499310162096,0.7272227505363915,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,0.9,0.2552764926856135,0.6419736148806798,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,1.0,0.24433594653454804,0.5583405296949735,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,1.1,0.23164320775082103,0.4813576052959725,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,1.2,0.23223553678835884,0.4064439531211299,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,1.3,0.23081191083305796,0.33887313511968387,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,1.4,0.2243184966489764,0.28718356867033634,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,1.5,0.21362319715374412,0.264392081089742,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,1.6,0.2048908150811819,0.25465007425518493,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,1.7,0.20321062098299336,0.24646139248068977,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,1.8,0.20441407783630794,0.24561056597332964,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,1.9,0.2082091305240894,0.24249562259440438,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,2.0,0.21205628569591184,0.24093935379531217,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,2.1,0.21310248970625167,0.23736034595478728,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,2.2,0.21077269136288024,0.2333556328235673,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,2.3,0.2134172492944444,0.22853802055196937,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,2.4,0.21878549270409664,0.2254159862453875,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,2.5,0.2278473371283809,0.22110111356528606,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,2.6,0.23986445395751588,0.21709103775361172,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,2.7,0.2530152283957463,0.21575804279664368,Missed Selection
CGCG_453-062,Type1,0.6000000000000001,2.8,0.26423027714098524,0.2157494432989573,Missed Selection
CGCG_453-062,Type1,0.6000000000000001,2.9,0.2764259920958665,0.2155561536941022,Missed Selection
CGCG_453-062,Type1,0.6000000000000001,3.0,0.28500908679567516,0.21821211933514917,Missed Selection
CGCG_453-062,Type1,0.6000000000000001,3.1,0.29347977769264944,0.22200419376923364,Missed Selection
CGCG_453-062,Type1,0.6000000000000001,3.2,0.2995030348969294,0.22734919472732784,Missed Selection
CGCG_453-062,Type1,0.6000000000000001,3.3,0.3045635573688017,0.23252558123079936,Missed Selection
CGCG_453-062,Type1,0.6000000000000001,3.4,0.308248877051863,0.23816850109527365,Missed Selection
CGCG_453-062,Type1,0.6000000000000001,3.5,0.31280965090971335,0.24229094071731794,Missed Selection
CGCG_453-062,Type1,0.6000000000000001,3.6,0.3148512020917451,0.2474671620812785,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,3.7,0.31406015307791435,0.2527892828107312,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,3.8,0.31409135301839797,0.2594543773310072,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,3.9,0.3122966210191116,0.2676229344916017,Correct Identification
CGCG_453-062,Type1,0.6000000000000001,4.0,0.31158418626082707,0.27525100356080046,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,0.0,0.8886014698171998,0.6309078897485207,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,0.1,0.9092188210999126,0.6607185240116955,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,0.2,0.8371299357613715,0.7757910396167098,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,0.3,0.7520491298922778,0.8720360882234353,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,0.4,0.6298215459076104,0.9396301322061689,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,0.5,0.5195582006126749,0.9260953187144594,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,0.6,0.4180414923357425,0.8483692275223866,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,0.7,0.3315982424897044,0.7669066080411966,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,0.8,0.2750464206655181,0.6775168072906901,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,0.9,0.24350626507845874,0.59642875060905,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,1.0,0.23376153866969318,0.5186575474824799,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,1.1,0.22234452586852171,0.44796928312305084,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,1.2,0.2228326465225443,0.38004791294054385,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,1.3,0.22148654377949484,0.31924912075763956,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,1.4,0.21555870810435707,0.2730917055216935,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,1.5,0.206197236931132,0.2528075923930011,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,1.6,0.19848549822193817,0.2439286067729789,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,1.7,0.19669484836858686,0.2365048561507841,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,1.8,0.19751491862158943,0.23578078123399848,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,1.9,0.20073967019829198,0.23292702172001967,Correct Identification
CGCG_453-062,Type1,0.7000000000000001,2.0,0.2040479607500103,0.23137326740186737,Correct Identification
