alpha,completeness
0.0,0.2578125
0.1,0.53125
0.2,0.65625
0.30000000000000004,0.7265625
0.4,0.78125
0.5,0.8125
0.6000000000000001,0.859375
0.7000000000000001,0.9765625
0.8,1.0
0.9,1.0
1.0,1.0
