,lambda (Angstroms),Total Flux (erg/s/cm^2/Angstrom)
0,1005.0,0.43920299682038605
1,1015.0,0.4122209359088007
2,1025.0,0.24609087499721533
3,1035.0,0.30762481408562997
4,1045.0,0.5055347531740446
5,1055.0,0.5352846922624592
6,1065.0,0.45637563135087383
7,1075.0,0.5203105704392884
8,1085.0,0.4231095095277031
9,1095.0,0.5288074486161177
10,1096.4782,0.5350899374321672
11,1105.0,0.5713046471724174
12,1115.0,0.5615041968922538
13,1125.0,0.5605747466120902
14,1135.0,0.6559202963319266
15,1145.0,0.5991818460517631
16,1155.0,0.6586783957715994
17,1165.0,0.7015439454914358
18,1175.0,0.5950974952112722
19,1185.0,0.6549630449311086
20,1195.0,0.345060594650945
21,1205.0,0.31511814437078145
22,1215.0,0.21107469409061785
23,1225.0,0.35816224381045425
24,1235.0,0.6793237935302906
25,1245.0,0.8166173432501271
26,1255.0,0.7672708929699634
27,1258.92541,0.6854455447665366
28,1265.0,0.5588246396752868
29,1275.0,0.899581098479501
30,1285.0,0.9860635572837151
31,1295.0,0.7741070160879291
32,1305.0,0.6948334748921433
33,1315.0,0.9295189336963573
34,1325.0,0.9195413925005714
35,1335.0,0.7559998513047855
36,1345.0,0.9947513101089996
37,1355.0,0.9557597689132137
38,1365.0,0.8312102277174278
39,1375.0,0.925455686521642
40,1385.0,0.943564145325856
41,1395.0,0.9208376041300701
42,1405.0,0.9263810629342841
43,1415.0,0.8641075217384984
44,1425.0,0.9154789805427124
45,1435.0,0.8679884393469265
46,1442.0,0.9391337605098764
47,1445.43977,0.9678642532759731
48,1447.0,0.9808959784076983
49,1455.0,0.9415362864634325
50,1465.0,0.8607826715331001
51,1475.0,0.8358370566027679
52,1485.0,0.8735354416724356
53,1495.0,0.9091988267421033
54,1505.0,0.8713172118117709
55,1512.0,0.7678334813605384
56,1517.0,0.8428606738953722
57,1525.0,0.7650629819511063
58,1535.0,0.667123367020774
59,1545.0,0.8027617520904416
