,lambda (Angstroms),Total Flux (erg/s/cm^2/Angstrom)
0,1005.0,1.6239533953462422
1,1015.0,1.6038456988599108
2,1025.0,1.5832934023735799
3,1035.0,1.5633225058872489
4,1045.0,1.5436081194009175
5,1055.0,1.5234686629145864
6,1065.0,1.503236376428255
7,1075.0,1.483475579941924
8,1085.0,1.4632799334555928
9,1095.0,1.4434360769692616
10,1096.4782,1.4406139778714522
11,1105.0,1.4274556641312304
12,1115.0,1.4113260060538029
13,1125.0,1.3945538679763754
14,1135.0,1.3783093898989482
15,1145.0,1.3611268418215212
16,1155.0,1.343976053744094
17,1165.0,1.3269376356666664
18,1175.0,1.309442397589239
19,1185.0,1.2931979195118117
20,1195.0,1.2764306614343843
21,1205.0,1.2596863733569577
22,1215.0,1.24300632527953
23,1225.0,1.2268348972021026
24,1235.0,1.2105000291246755
25,1245.0,1.194038141047248
26,1255.0,1.177661752969821
27,1258.92541,1.1713062205287594
28,1265.0,1.164347262726883
29,1275.0,1.1535827850040299
30,1285.0,1.1432506872811772
31,1295.0,1.1326962895583241
32,1305.0,1.1218707218354709
33,1315.0,1.1124253941126183
34,1325.0,1.1023375863897653
35,1335.0,1.0917220786669124
36,1345.0,1.0821179709440594
37,1355.0,1.0704667632212064
38,1365.0,1.0596265554983533
39,1375.0,1.0491942477755007
40,1385.0,1.0380829400526477
41,1395.0,1.0272841323297948
42,1405.0,1.015701224606942
43,1415.0,1.004980716884089
44,1425.0,0.9934834091612359
45,1435.0,0.981048001438383
46,1442.0,0.974899886032386
47,1445.43977,0.9708173235560023
48,1447.0,0.9695194553426625
49,1455.0,0.9642005220648007
50,1465.0,0.9545385804674734
51,1475.0,0.9470458388701464
52,1485.0,0.9393356972728192
53,1495.0,0.931691555675492
54,1505.0,0.9243918140781647
55,1512.0,0.9181931849600358
56,1517.0,0.9141145641613722
57,1525.0,0.9076108308835105
58,1535.0,0.8992435892861832
59,1545.0,0.8922101476888562
60,1555.0,0.883833106091529
61,1565.0,0.8739707644942016
62,1575.0,0.8689356228968746
63,1585.0,0.8620731812995475
64,1595.0,0.8555771397022203
65,1605.0,0.845294698104893
66,1615.0,0.8380657565075659
67,1625.0,0.8280031149102387
68,1635.0,0.8215315733129115
69,1645.0,0.8165989317155843
70,1655.0,0.8024810901182572
71,1659.58691,0.8019441732224375
72,1665.0,0.802641442232578
73,1672.0,0.7932195737252157
74,1677.0,0.8052475819342426
75,1685.0,0.8029214750686858
