,lambda (Angstroms),Total Flux (erg/s/cm^2/Angstrom)
0,1005.0,0.1251519060046188
1,1015.0,0.1183357134332807
2,1025.0,0.06429422086194259
3,1035.0,0.08495352829060447
4,1045.0,0.14656613571926633
5,1055.0,0.15080594314792825
6,1065.0,0.12382275057659013
7,1075.0,0.14266855800525202
8,1085.0,0.11276436543391391
9,1095.0,0.1447521728625758
10,1096.4782,0.1454817839166806
11,1105.0,0.14968581578722823
12,1115.0,0.14488308325483795
13,1125.0,0.13994235072244768
14,1135.0,0.16733761819005738
15,1145.0,0.15147888565766712
16,1155.0,0.1642011531252768
17,1165.0,0.17233442059288653
18,1175.0,0.13742068806049626
19,1185.0,0.16064295552810598
20,1195.0,0.08942982299571568
21,1205.0,0.07489189046332541
22,1215.0,0.05002035793093512
23,1225.0,0.09150472539854484
24,1235.0,0.16257129286615457
25,1245.0,0.19094156033376428
26,1255.0,0.17994882780137397
27,1258.92541,0.16261392969237673
28,1265.0,0.1357905239052405
29,1275.0,0.20776478939783097
30,1285.0,0.22549805489042143
31,1295.0,0.1759153203830119
32,1305.0,0.1597825858756024
33,1315.0,0.21200785136819286
34,1325.0,0.20755711686078335
35,1335.0,0.1720233823533738
36,1345.0,0.2227876478459643
37,1355.0,0.21339891333855476
38,1365.0,0.18551417883114524
39,1375.0,0.2039424443237357
40,1385.0,0.20693270981632617
41,1395.0,0.19684997530891665
42,1405.0,0.19824224080150712
43,1415.0,0.1883665062940976
44,1425.0,0.19817277178668807
45,1435.0,0.18892403727927856
46,1442.0,0.20331822312409187
47,1445.43977,0.2090111337974366
48,1447.0,0.2115933492132938
49,1455.0,0.20297052747345873
50,1465.0,0.1850997502986649
51,1475.0,0.18016197312387106
52,1485.0,0.1873241959490772
53,1495.0,0.19386241877428334
54,1505.0,0.18516964159948948
55,1512.0,0.16284779757713383
56,1517.0,0.17793690898973688
57,1525.0,0.1629170872499018
58,1535.0,0.14143031007510795
59,1545.0,0.16792453290031412
60,1555.0,0.15380775572552025
61,1565.0,0.1494269785507264
62,1575.0,0.1577722013759326
63,1585.0,0.16869042420113872
64,1595.0,0.17355764702634488
65,1605.0,0.165631869851551
66,1615.0,0.16639609267675717
67,1625.0,0.15304531550196335
68,1635.0,0.1619465383271695
69,1645.0,0.16507576115237563
70,1655.0,0.1459529839775818
71,1659.58691,0.1537999131224984
72,1665.0,0.16306096703098105
73,1672.0,0.13475810610651434
74,1677.0,0.16076691973189525
75,1685.0,0.17370322153250473
76,1695.0,0.16097884878326651
77,1705.0,0.15138347603402835
78,1715.0,0.14241510328479018
79,1725.0,0.14095573053555202
80,1735.0,0.15097135778631385
81,1745.0,0.14749498503707564
82,1755.0,0.16126761228783748
83,1765.0,0.14033623953859933
84,1775.0,0.14923886678936116
85,1785.0,0.15014449404012295
86,1795.0,0.16349812129088478
87,1805.0,0.1593277485416466
88,1815.0,0.14882837579240846
89,1825.0,0.14862200304317028
90,1835.0,0.1412526302939321
91,1845.0,0.12873625754469392
92,1855.0,0.12908588479545574
93,1865.0,0.1334685120462176
94,1875.0,0.14501413929697943
95,1885.0,0.13479276654774122
96,1895.0,0.13131739379850305
97,1905.0,0.13465702104926489
98,1905.46072,0.13453214875596198
99,1915.0,0.13194309511368785
100,1925.0,0.130549997569351
101,1935.0,0.1301309000250142
102,1945.0,0.13715280248067738
103,1955.0,0.13026570493634054
104,1967.0,0.14250318788313637
105,1976.0,0.14472630009323323
106,1984.0,0.13707462205776375
107,1995.0,0.13178731475899327
108,2005.0,0.13352321721465643
109,2015.0,0.1268461196703196
110,2025.0,0.1324070221259828
111,2035.0,0.12760592458164596
112,2045.0,0.13372382703730915
113,2055.0,0.12648872949297232
114,2065.0,0.1257916319486355
115,2074.0,0.13510874415873234
116,2078.0,0.1355249051409976
117,2085.0,0.14018243685996187
118,2095.0,0.13169633931562502
119,2105.0,0.12932924177128818
120,2115.0,0.13134514422695137
121,2125.0,0.13189904668261457
122,2135.0,0.11819794913827773
123,2145.0,0.1276518515939409
124,2155.0,0.13112775404960408
125,2165.0,0.12340665650526726
126,2175.0,0.12166555896093044
127,2185.0,0.12319346141659361
128,2187.7616199999998,0.12482527573655433
129,2195.0,0.1291050926696723
130,2205.0,0.12361276502608054
131,2215.0,0.11290543738248877
132,2225.0,0.11061310973889701
133,2235.0,0.12493878209530525
134,2245.0,0.11603945445171349
135,2255.0,0.10693112680812172
136,2265.0,0.10818579916452996
137,2275.0,0.1131934715209382
138,2285.0,0.12140114387734643
139,2295.0,0.11243281623375469
140,2305.0,0.1134084885901629
141,2315.0,0.10513316094657116
142,2325.0,0.07954443330297939
143,2335.0,0.09303720565938763
144,2345.0,0.08525007801579586
145,2355.0,0.1013158503722041
146,2365.0,0.08504492272861233
147,2375.0,0.09130519508502058
148,2385.0,0.07865056744142881
149,2395.0,0.08762303979783706
150,2405.0,0.08352181215424528
151,2415.0,0.08713948451065354
152,2425.0,0.10097955686706177
153,2435.0,0.09729572922347
154,2445.0,0.10703390157987824
155,2455.0,0.10613157393628649
156,2465.0,0.10196024629269472
157,2475.0,0.09542491864910295
158,2485.0,0.0917409910055112
159,2495.0,0.09111676336191943
160,2505.0,0.10732193571832767
161,2511.88643,0.08792771552098667
162,2513.0,0.08479131529949334
163,2518.0,0.08451269167651332
164,2525.0,0.0805484386043413
165,2535.0,0.08764109135838129
166,2545.0,0.08694484411242125
167,2555.0,0.10787529686646122
168,2565.0,0.09688794962050121
169,2575.0,0.10968400237454116
170,2585.0,0.10474435512858114
171,2595.0,0.10064170788262113
172,2605.0,0.09375616063666108
173,2615.0,0.09048701339070106
174,2625.0,0.10196076614474103
175,2635.0,0.125048118898781
176,2645.0,0.14938647165282098
177,2655.0,0.17998282440686095
178,2665.0,0.13366817716090093
179,2675.0,0.14576852991494088
180,2685.0,0.15682488266898087
181,2695.0,0.12991123542302083
182,2705.0,0.1473645881770608
183,2715.0,0.12212094093110078
184,2725.0,0.10988229368514076
185,2735.0,0.12587464643918073
186,2745.0,0.09319069919322069
187,2755.0,0.10487235194726068
188,2765.0,0.12010170470130065
189,2775.0,0.12719405745534063
190,2785.0,0.10153241020938059
191,2795.0,0.06749896296342056
192,2805.0,0.07566251571746054
193,2815.0,0.1197514684715005
194,2825.0,0.14478582122554048
195,2835.0,0.13581417397958045
196,2845.0,0.11314252673362042
197,2855.0,0.09290527948766039
198,2865.0,0.13539423224170036
199,2875.0,0.16251458499574034
200,2884.0315,0.1556681234355515
201,2885.0,0.15493399915267309
202,2895.0,0.1767699859066387
203,2910.0,0.22537996603758703
204,2930.0,0.20103893954551819
205,2950.0,0.1879659130534493
206,2970.0,0.19318188656138044
207,2990.0,0.1952678600693116
208,3010.0,0.19450183357724274
209,3030.0,0.20528080708517388
210,3050.0,0.21042678059310502
211,3070.0,0.22767275410103616
212,3090.0,0.2226667276089673
213,3110.0,0.2522917011168984
214,3130.0,0.23511467462482957
215,3150.0,0.23740864813276075
216,3170.0,0.2560456216406919
217,3190.0,0.22496159514862302
218,3210.0,0.24408456865655415
219,3230.0,0.2123045421644853
220,3250.0,0.28274851567241643
221,3270.0,0.32398748918034753
222,3290.0,0.31911946268827873
223,3310.0,0.2987444361962099
224,3311.31121,0.29928242392237653
225,3330.0,0.30694996123463386
226,3350.0,0.2964484548083295
227,3370.0,0.23052294838202503
228,3390.0,0.25569544195572064
229,3410.0,0.2613979355294162
230,3430.0,0.27321942910311176
231,3450.0,0.28406692267680733
232,3470.0,0.2926204162505029
233,3490.0,0.3264869098241984
234,3510.0,0.34769540339789407
235,3530.0,0.3133418969715896
236,3550.0,0.35757039054528517
237,3570.0,0.25012988411898074
238,3590.0,0.25492637769267634
239,3610.0,0.3156348712663719
240,3630.0,0.3335073648400675
241,3640.0,0.34727511162691527
242,3650.0,0.391710858413763
243,3670.0,0.4161203519874586
244,3690.0,0.36966584556115417
245,3710.0,0.39052733913484977
246,3730.0,0.27001283270854537
247,3750.0,0.3143793262822409
248,3770.0,0.3986628198559365
249,3790.0,0.42112331342963205
250,3801.8939600000003,0.4125213003869215
251,3810.0,0.4066588497707749
252,3830.0,0.2503304488644216
253,3850.0,0.3407330479580683
254,3870.0,0.348034647051715
255,3890.0,0.3764062461453618
256,3910.0,0.48565484523900854
257,3930.0,0.2720244443326552
258,3950.0,0.42313704342630193
259,3970.0,0.28175964251994867
260,3990.0,0.6006052416135954
261,4010.0,0.6654868407072421
262,4030.0,0.6559584398008889
263,4050.0,0.6303660388945356
264,4070.0,0.5915626379881823
265,4090.0,0.703176237081829
266,4110.0,0.6463608361754758
267,4130.0,0.6551224352691225
268,4150.0,0.6451770343627692
269,4170.0,0.6544256334564159
270,4190.0,0.6413512325500627
271,4210.0,0.6481658316437094
272,4230.0,0.612352430737356
273,4250.0,0.6548430298310028
274,4270.0,0.6156196289246495
275,4290.0,0.5810572280182963
276,4310.0,0.5094998271119431
277,4330.0,0.7003894262055897
278,4350.0,0.6923920252992365
279,4365.15832,0.7559035664138949
280,4370.0,0.7761897769583295
281,4390.0,0.6886350062689512
282,4410.0,0.726814235579573
283,4430.0,0.7810564648901949
284,4450.0,0.7894006942008167
285,4470.0,0.8436429235114385
286,4490.0,0.8638121528220604
287,4510.0,0.9868983821326823
288,4530.0,0.8554656114433041
289,4550.0,0.897190840753926
290,4570.0,0.9709040700645478
291,4590.0,0.9173592993751696
292,4610.0,0.9403075286857914
293,4630.0,0.9166637579964132
294,4650.0,0.9284859873070351
295,4670.0,0.971600216617657
296,4690.0,0.9549114459282788
297,4710.0,0.9215326752389007
298,4730.0,0.9542159045495224
299,4750.0,0.9848141338601443
300,4770.0,0.9681263631707662
301,4790.0,0.9716015924813881
302,4810.0,0.9716018217920099
