,id,z,U_0,U_10,U_20,U_30,U_40,U_50,U_60,U_70,U_80,U_90,U_100,V_0,V_10,V_20,V_30,V_40,V_50,V_60,V_70,V_80,V_90,V_100,J_0,J_10,J_20,J_30,J_40,J_50,J_60,J_70,J_80,J_90,J_100,IRAC3.6_0,IRAC3.6_10,IRAC3.6_20,IRAC3.6_30,IRAC3.6_40,IRAC3.6_50,IRAC3.6_60,IRAC3.6_70,IRAC3.6_80,IRAC3.6_90,IRAC3.6_100,IRAC4.5_0,IRAC4.5_10,IRAC4.5_20,IRAC4.5_30,IRAC4.5_40,IRAC4.5_50,IRAC4.5_60,IRAC4.5_70,IRAC4.5_80,IRAC4.5_90,IRAC4.5_100,IRAC5.8_0,IRAC5.8_10,IRAC5.8_20,IRAC5.8_30,IRAC5.8_40,IRAC5.8_50,IRAC5.8_60,IRAC5.8_70,IRAC5.8_80,IRAC5.8_90,IRAC5.8_100,IRAC8.0_0,IRAC8.0_10,IRAC8.0_20,IRAC8.0_30,IRAC8.0_40,IRAC8.0_50,IRAC8.0_60,IRAC8.0_70,IRAC8.0_80,IRAC8.0_90,IRAC8.0_100,u_0,u_10,u_20,u_30,u_40,u_50,u_60,u_70,u_80,u_90,u_100,g_0,g_10,g_20,g_30,g_40,g_50,g_60,g_70,g_80,g_90,g_100,r_0,r_10,r_20,r_30,r_40,r_50,r_60,r_70,r_80,r_90,r_100
0,Arp220,0.0,-19.32396535234919,-19.32499727081574,-19.32602820944512,-19.32705817009633,-19.3280871546231,-19.32911516487387,-19.330142202691853,-19.331168269915032,-19.33219336837618,-19.333217499902887,-19.33424066631758,-21.110089763380508,-21.11057623719558,-21.111062493139315,-21.111548531406793,-21.112034352192808,-21.1125199556919,-21.113005342098354,-21.11349051160618,-21.113975464409144,-21.114460200700744,-21.11494472067422,-22.223806168391423,-22.226307932435287,-22.228803945139582,-22.23129423288734,-22.23377882188046,-22.236257738141365,-22.238731007514666,-22.24119865566873,-22.243660708097313,-22.246117190121147,-22.248568126889467,0.04747974762612917,0.13955406707411055,0.23162838652209194,0.32370270597007333,0.4157770254180548,0.5078513448660361,0.5999256643140176,0.691999983761999,0.7840743032099804,0.8761486226579618,0.9682229421059432,0.03814306750146932,0.17856146531892186,0.31897986313637433,0.4593982609538269,0.5998166587712794,0.7402350565887319,0.8806534544061843,1.0210718522236368,1.1614902500410895,1.3019086478585422,1.4423270456759951,0.04332916606915597,0.22403574603115936,0.40474232599316284,0.5854489059551663,0.7661554859171696,0.946862065879173,1.1275686458411767,1.30827522580318,1.4889818057651834,1.6696883857271863,1.85039496568919,0.06049952150950861,0.17716960237031384,0.29383968323111914,0.41050976409192436,0.5271798449527296,0.6438499258135347,0.76052000667434,0.8771900875351454,0.9938601683959505,1.1105302492567561,1.2272003301175614,-19.35541798215011,-19.35644091971383,-19.35746289441347,-19.35848390805997,-19.35950396245915,-19.360523059411765,-19.361541200713486,-19.36255838815494,-19.36357462352174,-19.364589908594468,-19.365604245148734,-20.753632065209167,-20.75408122785423,-20.7545302047602,-20.754978996080627,-20.755427601968876,-20.755876022578114,-20.756324258061323,-20.7567723085713,-20.757220174260638,-20.75766785528176,-20.758115351786888,-21.340304734126615,-21.340889384366616,-21.34147371995196,-21.34205774122116,-21.342641448512182,-21.343224842162428,-21.343807922508788,-21.344390689887582,-21.344973144634608,-21.345555287085105,-21.34613711757379
1,BQSO1,0.0,-21.176396583703095,-21.176415794532325,-21.17643500502165,-21.176454215171077,-21.17647342498062,-21.176492634450295,-21.17651184358011,-21.17653105237008,-21.176550260820214,-21.176569468930527,-21.176588676701023,-21.108918112735804,-21.108968033946486,-21.109017952861933,-21.109067869482363,-21.109117783807992,-21.10916769583902,-21.109217605575665,-21.10926751301814,-21.109317418166647,-21.109367321021402,-21.10941722158262,-21.283483818995816,-21.284101639074642,-21.284719107793183,-21.285336225550857,-21.2859529927464,-21.28656940977786,-21.287185477042634,-21.28780119493741,-21.288416563858227,-21.289031584200437,-21.28964625635872,0.10417663114435637,0.11364326826195521,0.12310990537955405,0.1325765424971529,0.1420431796147517,0.15150981673235056,0.16097645384994938,0.17044309096754823,0.17990972808514705,0.1893763652027459,0.19884300232034471,0.08472806548309349,0.09978247356974021,0.11483688165638689,0.12989128974303363,0.14494569782968034,0.16000010591632705,0.1750545140029737,0.19010892208962038,0.20516333017626712,0.2202177382629138,0.2352721463495605,0.06866609455766708,0.08704218806033323,0.10541828156299937,0.1237943750656655,0.14217046856833165,0.1605465620709978,0.17892265557366396,0.1972987490763301,0.21567484257899627,0.2340509360816624,0.2524270295843285,0.049905380470870106,0.061896187026302125,0.07388699358173414,0.08587780013716619,0.09786860669259818,0.10985941324803024,0.12185021980346225,0.13384102635889422,0.14583183291432625,0.15782263946975833,0.1698134460251903,-21.1761758762528,-21.176195483477706,-21.17621509034853,-21.176234696865293,-21.176254303028,-21.176273908836663,-21.176293514291302,-21.176313119391924,-21.176332724138547,-21.176352328531177,-21.17637193256983,-21.103433214948414,-21.10346657548685,-21.103499935000272,-21.103533293488752,-21.103566650952345,-21.103600007391115,-21.103633362805127,-21.103666717194443,-21.103700070559128,-21.10373342289924,-21.103766774214847,-21.113441553064458,-21.11351541372499,-21.113589269361253,-21.113663119973936,-21.11373696556372,-21.11381080613129,-21.113884641677334,-21.113958472202526,-21.11403229770755,-21.114106118193092,-21.11417993365983
2,Ell13,0.0,-18.89701179908417,-18.89706347016846,-18.8971151387938,-18.897166804960424,-18.897218468668562,-18.89727012991845,-18.897321788710318,-18.897373445044405,-18.897425098920944,-18.897476750340168,-18.89752839930231,-21.104941674617702,-21.104958188052034,-21.10497470123521,-21.104991214167242,-21.105007726848125,-21.105024239277878,-21.105040751456507,-21.10505726338402,-21.10507377506042,-21.105090286485716,-21.105106797659914,-22.3174926717217,-22.317570275233845,-22.31764787319964,-22.317725465619873,-22.317803052495343,-22.31788063382684,-22.317958209615153,-22.318035779861077,-22.318113344565404,-22.31819090372892,-22.31826845735243,0.03272847131787268,0.03583851550595299,0.038948559694033276,0.0420586038821136,0.04516864807019392,0.04827869225827421,0.05138873644635451,0.05449878063443481,0.057608824822515135,0.06071886901059543,0.06382891319867576,0.012968808822146854,0.017921157884943587,0.02287350694774032,0.027825856010537057,0.03277820507333378,0.037730554136130516,0.04268290319892725,0.04763525226172399,0.05258760132452072,0.05753995038731745,0.06249229945011418,0.005509238549050433,0.011565183230974803,0.017621127912899177,0.02367707259482354,0.029733017276747917,0.03578896195867229,0.041844906640596674,0.04790085132252104,0.0539567960044454,0.060012740686369775,0.06606868536829413,0.0018384864495829389,0.005781411731957904,0.009724337014332871,0.01366726229670784,0.017610187579082802,0.02155311286145777,0.025496038143832743,0.0294389634262077,0.03338188870858267,0.03732481399095763,0.041267739273332604,-18.963294519404414,-18.96334412354141,-18.963393725412242,-18.963443325017113,-18.963492922356235,-18.96354251742981,-18.96359211023805,-18.963641700781157,-18.963691289059344,-18.96374087507281,-18.96379045882177,-20.592994575565232,-20.593012169770194,-20.593029763690048,-20.593047357324807,-20.593064950674478,-20.59308254373907,-20.593100136518586,-20.59311772901305,-20.593135321222455,-20.59315291314682,-20.59317050478615,-21.405785249952203,-21.405803846907432,-21.405822443544128,-21.405841039862302,-21.405859635861972,-21.40587823154314,-21.40589682690582,-21.405915421950024,-21.405934016675765,-21.405952611083045,-21.405971205171888
3,Ell2,0.0,-19.341636521449253,-19.341663118898715,-19.34168971569663,-19.341716311843037,-19.341742907337956,-19.341769502181425,-19.34179609637348,-19.341822689914142,-19.341849282803455,-19.341875875041442,-19.34190246662814,-21.10408032488904,-21.10409313697888,-21.104105948917535,-21.10411876070501,-21.104131572341306,-21.104144383826423,-21.104157195160372,-21.104170006343153,-21.10418281737477,-21.104195628255226,-21.104208438984525,-21.841787901678696,-21.8418811406448,-21.841974371604582,-21.842067594559413,-21.842160809510666,-21.842254016459716,-21.842347215407933,-21.8424404063567,-21.842533589307386,-21.84262676426136,-21.842719931219992,0.01948884394255126,0.021899880808746608,0.02431091767494195,0.02672195454113729,0.029132991407332633,0.03154402827352797,0.033955065139723316,0.03636610200591866,0.038777138872114,0.04118817573830934,0.043599212604504695,0.008204049509529392,0.012043318485331661,0.015882587461133926,0.019721856436936202,0.023561125412738467,0.027400394388540736,0.03123966336434301,0.03507893234014528,0.03891820131594754,0.04275747029174981,0.04659673926755207,0.003888359202211421,0.008583181849336543,0.013278004496461663,0.017972827143586785,0.022667649790711907,0.027362472437837033,0.032057295084962155,0.03675211773208728,0.04144694037921239,0.04614176302633751,0.050836585673462636,0.0015809948204296028,0.004637716089180351,0.0076944373579311,0.010751158626681847,0.013807879895432596,0.016864601164183344,0.01992132243293409,0.022978043701684842,0.026034764970435584,0.029091486239186334,0.03214820750793708,-19.385473018326415,-19.3854990851731,-19.385525151393978,-19.385551216989075,-19.385577281958422,-19.38560334630205,-19.385629410019988,-19.38565547311227,-19.385681535578918,-19.385707597419966,-19.38573365863545,-20.760837709152465,-20.76084939528659,-20.760861081294934,-20.760872767177503,-20.760884452934295,-20.760896138565318,-20.76090782407057,-20.76091950945006,-20.76093119470378,-20.760942879831738,-20.760954564833938,-21.29933038106501,-21.29934628342657,-21.299362185555214,-21.299378087450954,-21.299393989113796,-21.29940989054375,-21.299425791740813,-21.299441692705,-21.299457593436312,-21.299473493934762,-21.299489394200357
4,Ell5,0.0,-19.096593453221367,-19.096633114479854,-19.096672774289594,-19.09671243265069,-19.096752089563253,-19.096791745027385,-19.09683139904319,-19.096871051610776,-19.09691070273025,-19.09695035240172,-19.096990000625283,-21.10590712096201,-21.105922340471622,-21.105937559767888,-21.105952778850828,-21.105967997720438,-21.10598321637673,-21.105998434819703,-21.106013653049366,-21.10602887106573,-21.10604408886879,-21.10605930645856,-22.174810363405616,-22.174892003343956,-22.174973637143992,-22.17505526480665,-22.175136886332854,-22.17521850172352,-22.17530011097957,-22.175381714101935,-22.175463311091526,-22.175544901949273,-22.175626486676094,0.02820708010643509,0.031075982248832828,0.03394488439123057,0.036813786533628316,0.03968268867602606,0.042551590818423794,0.04542049296082155,0.04828939510321929,0.05115829724561703,0.05402719938801478,0.05689610153041251,0.011315016426842876,0.015883377510139532,0.020451738593436186,0.025020099676732837,0.02958846076002949,0.034156821843326135,0.03872518292662279,0.043293544009919444,0.0478619050932161,0.05243026617651275,0.056998627259809406,0.005030373639715868,0.010616761363338277,0.01620314908696069,0.021789536810583106,0.02737592453420551,0.03296231225782791,0.03854869998145033,0.04413508770507274,0.04972147542869515,0.05530786315231756,0.06089425087593996,0.0018349415591063238,0.005472146082847218,0.009109350606588114,0.012746555130329008,0.016383759654069904,0.020020964177810796,0.023658168701551692,0.027295373225292584,0.030932577749033484,0.03456978227277437,0.038206986796515276,-19.155031575698548,-19.155069926505067,-19.155108275956994,-19.15514662405442,-19.155184970797443,-19.15522331618616,-19.155261660220663,-19.15530000290105,-19.15533834422742,-19.15537668419986,-19.155415022818477,-20.650765217595346,-20.65078060661685,-20.650795995420232,-20.6508113840055,-20.65082677237266,-20.650842160521726,-20.6508575484527,-20.650872936165584,-20.650888323660386,-20.650903710937115,-20.65091909799577,-21.372876387828835,-21.37289407078004,-21.37291175344324,-21.37292943581847,-21.372947117905724,-21.372964799705017,-21.37298248121636,-21.37300016243975,-21.373017843375216,-21.373035524022757,-21.373053204382376
5,I19254,0.0,-18.976589787969182,-18.978358083970235,-18.980123504699115,-18.981886059491096,-18.98364575763607,-18.985402608378838,-18.987156620919382,-18.98890780441318,-18.990656167971483,-18.992401720661583,-18.994144471507127,-21.103671859480965,-21.10428092990013,-21.10488965883782,-21.105498046676736,-21.10610609379892,-21.106713800585794,-21.10732116741812,-21.107928194676045,-21.108534882739043,-21.10914123198599,-21.109747242795102,-22.785969381166954,-22.787821750389256,-22.789670964675356,-22.791517034753895,-22.793359971298877,-22.795199784930045,-22.797036486213255,-22.79887008566082,-22.80070059373189,-22.802528020832792,-22.80435237731742,0.6717595710988526,0.7863500043710749,0.9009404376432972,1.0155308709155193,1.1301213041877416,1.2447117374599637,1.3593021707321862,1.4738926040044082,1.5884830372766305,1.7030734705488526,1.817663903821075,0.7437224137855373,0.9262751123887535,1.1088278109919696,1.2913805095951858,1.473933208198402,1.656485906801618,1.839038605404835,2.021591304008051,2.2041440026112675,2.386696701214483,2.5692493998177,0.9606816810144598,1.1838640242618212,1.407046367509183,1.6302287107565445,1.8534110540039057,2.076593397251268,2.299775740498629,2.52295808374599,2.7461404269933514,2.9693227702407134,3.192505113488075,0.5355630990013779,0.6808811729317193,0.826199246862061,0.9715173207924024,1.116835394722744,1.2621534686530855,1.4074715425834268,1.5527896165137685,1.69810769044411,1.8434257643744516,1.9887438383047922,-19.02117089988715,-19.022902682934763,-19.024631708132773,-19.02635798425092,-19.028081520017185,-19.029802324118034,-19.03152040519871,-19.03323577186348,-19.034948432675883,-19.03665839615901,-19.038365670795734,-20.578793626411922,-20.57945036587156,-20.58010670832315,-20.580762654246406,-20.581418204120165,-20.5820733584224,-20.582728117630197,-20.583382482219807,-20.584036452666613,-20.58469002944513,-20.585343213029027,-21.443767127769537,-21.444428790140453,-21.44509004953091,-21.44575090643148,-21.446411361331833,-21.447071414720746,-21.447731067086103,-21.4483903189149,-21.449049170693254,-21.449707622906384,-21.45036567603864
6,I20551,0.0,-19.914553714028944,-19.914850356967857,-19.915146918880644,-19.915443399811565,-19.91573979980482,-19.916036118904593,-19.916332357155035,-19.916628514600244,-19.916924591284292,-19.91722058725122,-19.917516502545016,-21.111943532751543,-21.112183970642377,-21.11242435529967,-21.112664686746996,-21.112904965007896,-21.11314519010591,-21.113385362064566,-21.113625480907356,-21.113865546657774,-21.114105559339293,-21.114345518975377,-22.11326911251342,-22.11463114632583,-22.11599147363529,-22.117350098712635,-22.118707025812682,-22.120062259174315,-22.121415803020568,-22.122767661558708,-22.124117838980286,-22.125466339461255,-22.126813167162013,0.08182961267766978,0.12742418000366743,0.17301874732966502,0.21861331465566264,0.2642078819816603,0.3098024493076578,0.3553970166336555,0.40099158395965306,0.44658615128565077,0.49218071861164836,0.537775285937646,0.07954077945348745,0.15211179877723205,0.2246828181009766,0.2972538374247211,0.36982485674846566,0.4423958760722102,0.514966895395955,0.5875379147196994,0.6601089340434438,0.7326799533671885,0.805250972690933,0.14827584143705796,0.23703663524947544,0.32579742906189285,0.4145582228743103,0.503319016686728,0.5920798104991453,0.6808406043115628,0.7696013981239803,0.8583621919363976,0.9471229857488153,1.0358837795612326,0.08058351478074897,0.1383694754075785,0.19615543603440802,0.25394139666123755,0.3117273572880671,0.36951331791489656,0.42729927854172606,0.48508523916855556,0.5428711997953851,0.6006571604222146,0.6584431210490442,-19.928062051562396,-19.928360967634084,-19.928659801433277,-19.928958553005252,-19.92925722239525,-19.929555809648466,-19.929854314810072,-19.930152737925187,-19.93045107903891,-19.930749338196286,-19.931047515442337,-20.87645861378046,-20.8766572188529,-20.876855787602736,-20.877054320043257,-20.877252816187738,-20.877451276049452,-20.877649699641655,-20.877848086977604,-20.878046438070545,-20.87824475293372,-20.87844303158036,-21.269191989617582,-21.269501093206216,-21.269810108819676,-21.270119036508017,-21.27042787632127,-21.270736628309407,-21.27104529252236,-21.27135386901003,-21.271662357822265,-21.271970759008873,-21.272279072619614
7,I22491,0.0,-20.034366638696067,-20.035055577190803,-20.035744078806598,-20.036432144097184,-20.037119773615228,-20.037806967912367,-20.038493727539173,-20.039180053045186,-20.0398659449789,-20.04055140388777,-20.041236430318207,-21.111598596977935,-21.112222355348685,-21.112845755574323,-21.113468798065878,-21.114091483233686,-21.114713811487373,-21.115335783235864,-21.115957398887367,-21.116578658849416,-21.117199563528818,-21.117820113331696,-22.142025520148536,-22.145510693086884,-22.148984714535715,-22.15244765563021,-22.155899586827044,-22.15934057791301,-22.162770698013475,-22.166190015600723,-22.169598598502127,-22.17299651390825,-22.17638382838079,0.06538245718993216,0.18358935888804637,0.30179626058616055,0.42000316228427476,0.538210063982389,0.6564169656805031,0.7746238673786174,0.8928307690767316,1.0110376707748459,1.12924457247296,1.2474514741710743,0.04608475577358598,0.23442542296537539,0.4227660901571646,0.6111067573489539,0.7994474245407431,0.9877880917325325,1.1761287589243221,1.364469426116111,1.5528100933079008,1.74115076049969,1.9294914276914792,0.09173668036674038,0.32199493014965036,0.5522531799325604,0.7825114297154704,1.0127696794983807,1.2430279292812902,1.473286179064201,1.7035444288471113,1.9338026786300209,2.1640609284129306,2.394319178195841,0.13880118626568755,0.28873963737321845,0.4386780884807494,0.5886165395882803,0.7385549906958111,0.8884934418033419,1.0384318929108731,1.188370344018404,1.338308795125935,1.4882472462334657,1.6381856973409967,-20.040576352706886,-20.04127533223646,-20.04197386206374,-20.042671942766997,-20.043369574923396,-20.044066759108986,-20.044763495898717,-20.045459785866413,-20.046155629584817,-20.046851027625557,-20.047545980559164,-20.89050633876862,-20.891014797372765,-20.891523017973302,-20.892031000792926,-20.892538746054043,-20.89304625397874,-20.893553524788786,-20.894060558705636,-20.89456735595046,-20.89507391674409,-20.895580241307062,-21.26859398321195,-21.269395895263713,-21.27019721546973,-21.270997944702966,-21.271798083834458,-21.272597633733334,-21.27339659526679,-21.274194969300098,-21.274992756696648,-21.275789958317915,-21.276586575023476
8,M82,0.0,-19.4967575304816,-19.496977275255343,-19.497196975563405,-19.49741663142379,-19.497636242854465,-19.497855809873414,-19.49807533249858,-19.49829481074792,-19.498514244639374,-19.498733634190867,-19.49895297942031,-21.11243057352209,-21.112551751527256,-21.11267291600937,-21.112794066971446,-21.1129152044165,-21.113036328347548,-21.113157438767608,-21.113278535679694,-21.11339961908682,-21.113520688991994,-21.113641745398226,-22.284205010693338,-22.2847961592244,-22.285386986069188,-22.285977491577622,-22.286567676099047,-22.287157539982232,-22.28774708357539,-22.288336307226153,-22.2889252112816,-22.289513796088247,-22.290102061992027,0.05884064010434189,0.08182166786731111,0.10480269563028033,0.1277837233932495,0.15076475115621882,0.1737457789191879,0.19672680668215717,0.21970783444512643,0.24268886220809557,0.2656698899710648,0.288650917734034,0.036032201734746444,0.07262656002079262,0.10922091830683879,0.14581527659288498,0.1824096348789311,0.2190039931649773,0.2555983514510235,0.2921927097370696,0.3287870680231158,0.3653814263091619,0.40197578459520816,0.052697201548331275,0.09744635122270116,0.142195500897071,0.1869446505714409,0.2316938002458107,0.27644294992018065,0.3211920995945505,0.3659412492689203,0.4106903989432901,0.45543954861766006,0.5001886982920299,0.0655066300976179,0.09464142978352692,0.12377622946943596,0.15291102915534505,0.18204582884125406,0.2111806285271631,0.2403154282130722,0.2694502278989812,0.29858502758489025,0.3277198272707993,0.35685462695670833,-19.519083696408625,-19.51930336658633,-19.519522992328532,-19.519742573653215,-19.519962110578337,-19.520181603121852,-19.520401051301704,-19.520620455135816,-19.52083981464211,-19.521059129838495,-19.521278400742865,-20.778213216466717,-20.77832283063028,-20.77843243372849,-20.778542025763585,-20.778651606737803,-20.77876117665336,-20.778870735512506,-20.778980283317456,-20.779089820070453,-20.77919934577372,-20.779308860429488,-21.339432641943887,-21.339578711692422,-21.339724761792084,-21.33987079224815,-21.3400168030659,-21.34016279425062,-21.340308765807592,-21.340454717742084,-21.340600650059383,-21.34074656276475,-21.34089245586346
9,Mrk231,0.0,-19.906990723920845,-19.907363102696944,-19.907735353800767,-19.90810747731983,-19.90847947334156,-19.908851341953298,-19.90922308324228,-19.909594697295677,-19.90996618420055,-19.910337544043873,-19.91070877691254,-21.12494144563517,-21.125237609746954,-21.12553369309394,-21.125829695720167,-21.126125617669636,-21.12642145898632,-21.126717219714138,-21.127012899896997,-21.127308499578742,-21.127604018803197,-21.127899457614163,-22.54494567874412,-22.54608715790804,-22.547227438248186,-22.548366522280027,-22.549504412511098,-22.550641111441077,-22.551776621561793,-22.55291094535727,-22.554044085303744,-22.555176043869714,-22.55630682351596,0.6531413478113379,0.7099645602908488,0.7667877727703596,0.8236109852498705,0.8804341977293813,0.9372574102088921,0.9940806226884031,1.0509038351679139,1.1077270476474246,1.1645502601269355,1.2213734726064462,0.5992272780790815,0.6897225396663409,0.7802178012536004,0.8707130628408601,0.9612083244281195,1.0517035860153792,1.1421988476026386,1.2326941091898982,1.3231893707771576,1.4136846323644172,1.5041798939516768,0.5664392521883439,0.6770929072038524,0.7877465622193608,0.8984002172348696,1.0090538722503783,1.1197075272658867,1.2303611822813951,1.3410148372969042,1.4516684923124124,1.5623221473279207,1.6729758023434294,0.34064448800297364,0.412687979027413,0.4847314700518524,0.5567749610762919,0.6288184521007312,0.7008619431251707,0.7729054341496101,0.8449489251740496,0.9169924161984889,0.9890359072229283,1.0610793982473674,-19.920960023410906,-19.921335107004108,-19.92171006106389,-19.922084885679695,-19.92245958094087,-19.922834146936662,-19.92320858375623,-19.923582891488646,-19.923957070222876,-19.92433112004781,-19.92470504105224,-20.86915383000116,-20.869403083801913,-20.8696522803943,-20.869901419804563,-20.870150502058955,-20.87039952718369,-20.87064849520496,-20.870897406148956,-20.871146260041836,-20.87139505690976,-20.871643796778837,-21.285197221141935,-21.28557690931755,-21.285956464760453,-21.286335887563407,-21.28671517781909,-21.287094335620075,-21.287473361058836,-21.287852254227765,-21.28823101521914,-21.288609644125152,-21.28898814103789
