,id,z,U_0,U_10,U_20,U_30,U_40,U_50,U_60,U_70,U_80,U_90,U_100,V_0,V_10,V_20,V_30,V_40,V_50,V_60,V_70,V_80,V_90,V_100,J_0,J_10,J_20,J_30,J_40,J_50,J_60,J_70,J_80,J_90,J_100,IRAC3.6_0,IRAC3.6_10,IRAC3.6_20,IRAC3.6_30,IRAC3.6_40,IRAC3.6_50,IRAC3.6_60,IRAC3.6_70,IRAC3.6_80,IRAC3.6_90,IRAC3.6_100,IRAC4.5_0,IRAC4.5_10,IRAC4.5_20,IRAC4.5_30,IRAC4.5_40,IRAC4.5_50,IRAC4.5_60,IRAC4.5_70,IRAC4.5_80,IRAC4.5_90,IRAC4.5_100,IRAC5.8_0,IRAC5.8_10,IRAC5.8_20,IRAC5.8_30,IRAC5.8_40,IRAC5.8_50,IRAC5.8_60,IRAC5.8_70,IRAC5.8_80,IRAC5.8_90,IRAC5.8_100,IRAC8.0_0,IRAC8.0_10,IRAC8.0_20,IRAC8.0_30,IRAC8.0_40,IRAC8.0_50,IRAC8.0_60,IRAC8.0_70,IRAC8.0_80,IRAC8.0_90,IRAC8.0_100,u_0,u_10,u_20,u_30,u_40,u_50,u_60,u_70,u_80,u_90,u_100,g_0,g_10,g_20,g_30,g_40,g_50,g_60,g_70,g_80,g_90,g_100,r_0,r_10,r_20,r_30,r_40,r_50,r_60,r_70,r_80,r_90,r_100,field
0,COSMOS_10044,0.7659,-20.571279699585823,-20.571297481566305,-20.571315263255563,-20.571333044653603,-20.571350825760437,-20.571368606576076,-20.57138638710052,-20.571404167333792,-20.571421947275898,-20.571439726926847,-20.57145750628664,-21.07822458551287,-21.078251809738195,-21.078279033280907,-21.078306256141037,-21.07833347831862,-21.07836069981369,-21.078387920626284,-21.07841514075643,-21.07844236020417,-21.07846957896953,-21.078496797052555,-21.724201834849445,-21.72441704026612,-21.72463220303505,-21.724847323173147,-21.725062400697293,-21.72527743562437,-21.725492427971247,-21.725707377754787,-21.72592228499184,-21.726137149699237,-21.726351971893813,0.0878329272230419,0.0880903772425775,0.0883478272621133,0.0886052772816488,0.0888627273011847,0.0891201773207202,0.0893776273402559,0.0896350773597915,0.089892527379327,0.0901499773988626,0.0904074274183982,0.0395791260806123,0.0404200606714127,0.0412609952622132,0.0421019298530136,0.0429428644438141,0.0437837990346145,0.044624733625415,0.0454656682162154,0.0463066028070158,0.0471475373978162,0.0479884719886166,0.0209462152704426,0.023134232375549,0.0253222494806555,0.027510266585762,0.0296982836908686,0.031886300795975,0.0340743179010815,0.036262335006188,0.0384503521112944,0.0406383692164009,0.0428263863215073,0.0065250302139735,0.0110003998792876,0.0154757695446018,0.0199511392099159,0.0244265088752301,0.0289018785405443,0.0333772482058584,0.0378526178711726,0.0423279875364866,0.0468033572018008,0.0512787268671149,22.597460652767595,22.59745164240004,22.59744263210726,22.59743362188925,22.59742461174601,22.59741560167755,22.597406591683857,22.59739758176493,22.59738857192077,22.59737956215139,22.59737055245676,22.580228647809207,22.58021258746368,22.58019652735572,22.58018046748531,22.580164407852443,22.58014834845713,22.58013228929935,22.580116230379097,22.580100171696365,22.580084113251147,22.580068055043437,22.196827604692825,22.196809620784315,22.19679163717369,22.196773653860923,22.196755670846013,22.196737688128955,22.196719705709736,22.19670172358834,22.19668374176476,22.196665760239,22.196647779011023,COSMOS
1,COSMOS_10115,3.3686,-18.528297239228383,-18.52831166826593,-18.52832609711173,-18.52834052576578,-18.528354954228085,-18.52836938249865,-18.52838381057748,-18.528398238464582,-18.52841266615997,-18.52842709366363,-18.528441520975576,-18.95915491059464,-18.959178604496135,-18.95920229788058,-18.95922599074799,-18.959249683098385,-18.95927337493179,-18.959297066248222,-18.95932075704772,-18.959344447330288,-18.95936813709596,-18.959391826344746,-18.59389367423263,-18.59436912716692,-18.59484437198754,-18.5953194088766,-18.59579423801597,-18.59626885958728,-18.59674327377192,-18.59721748075106,-18.59769148070561,-18.598165273816257,-18.59863886026344,0.0101301105839204,0.010131008951964,0.0101319073200077,0.0101328056880514,0.0101337040560951,0.0101346024241388,0.0101355007921825,0.0101363991602261,0.0101372975282698,0.0101381958963135,0.0101390942643571,0.0064088951709417,0.0064101868214667,0.0064114784719917,0.0064127701225168,0.0064140617730419,0.0064153534235669,0.006416645074092,0.006417936724617,0.0064192283751421,0.0064205200256671,0.0064218116761922,0.0039704302495967,0.0039727674999923,0.0039751047503879,0.0039774420007835,0.0039797792511791,0.0039821165015747,0.0039844537519703,0.0039867910023659,0.0039891282527615,0.0039914655031571,0.0039938027535527,0.0019487062393539,0.001957248596914,0.001965790954474,0.0019743333120341,0.0019828756695942,0.0019914180271542,0.0019999603847143,0.0020085027422743,0.0020170450998344,0.0020255874573944,0.0020341298149545,31.96984227509813,31.96971124708981,31.9695802348922,31.96944923850148,31.96931825791385,31.969187293125508,31.96905634413262,31.96892541093139,31.96879449351801,31.968663591888664,31.968532706039557,27.92706699906194,27.927063552426347,27.927060105801687,27.92705665918796,27.927053212585182,27.92704976599335,27.92704631941245,27.927042872842502,27.927039426283493,27.927035979735415,27.92703253319829,27.379858233529177,27.37985559419608,27.379852954869392,27.379850315549117,27.37984767623525,27.37984503692782,27.3798423976268,27.37983975833219,27.379837119044,27.379834479762224,27.379831840486865,COSMOS
2,COSMOS_10203,1.3255,-19.708684903560435,-19.708701021257408,-19.70871713871512,-19.708733255933574,-19.70874937291278,-19.708765489652745,-19.708781606153472,-19.708797722414975,-19.70881383843726,-19.708829954220327,-19.70884606976419,-20.53302408131356,-20.53304250227928,-20.53306092293247,-20.53307934327314,-20.5330977633013,-20.533116183016965,-20.533134602420134,-20.533153021510834,-20.53317144028906,-20.53318985875483,-20.53320827690815,-20.803670002582,-20.803876088731297,-20.804082135770315,-20.804288143713897,-20.804494112576887,-20.80470004237409,-20.80490593312035,-20.805111784830448,-20.8053175975192,-20.805523371201385,-20.8057291058918,0.0423662214495403,0.042390063317282,0.0424139051850237,0.0424377470527655,0.0424615889205072,0.0424854307882489,0.0425092726559906,0.0425331145237324,0.0425569563914741,0.0425807982592158,0.0426046401269575,0.0250245165366372,0.0250907574589437,0.0251569983812501,0.0252232393035566,0.0252894802258631,0.0253557211481696,0.025421962070476,0.0254882029927825,0.025554443915089,0.0256206848373954,0.0256869257597019,0.0109923973902619,0.0112176356024291,0.0114428738145963,0.0116681120267635,0.0118933502389307,0.0121185884510979,0.012343826663265,0.0125690648754322,0.0127943030875994,0.0130195412997666,0.0132447795119338,0.0038963032592395,0.0046949073415705,0.0054935114239014,0.0062921155062323,0.0070907195885633,0.0078893236708942,0.0086879277532251,0.009486531835556,0.010285135917887,0.0110837400002179,0.0118823440825488,24.805687541188863,24.80568263465737,24.80567772814804,24.805672821660888,24.805667915195908,24.805663008753104,24.805658102332465,24.805653195934006,24.805648289557716,24.805643383203595,24.805638476871646,24.584878114138007,24.584870450952128,24.58486278782033,24.584855124742624,24.584847461719,24.584839798749464,24.58483213583401,24.58482447297264,24.58481681016535,24.58480914741214,24.58480148471301,24.479957879128943,24.479944474473253,24.47993106998306,24.479917665658355,24.47990426149914,24.479890857505403,24.47987745367714,24.47986405001436,24.47985064651704,24.479837243185187,24.4798238400188,COSMOS
3,COSMOS_10257,4.7496,-19.104466096098204,-19.10447939721417,-19.104492698167192,-19.104505998957265,-19.104519299584403,-19.104532600048604,-19.10454590034988,-19.10455920048822,-19.10457250046364,-19.10458580027614,-19.10459909992573,-19.718442130625306,-19.71846058311001,-19.71847903528112,-19.718497487138634,-19.718515938682568,-19.718534389912936,-19.718552840829744,-19.718571291433,-19.718589741722724,-19.71860819169892,-19.7186266413616,-19.575600071173028,-19.575902175797385,-19.57620419638492,-19.576506132982384,-19.576807985636464,-19.577109754393835,-19.57741143930111,-19.57771304040488,-19.57801455775169,-19.57831599138804,-19.57861734136041,0.0347162382795834,0.034717157310021,0.0347180763404583,0.0347189953708957,0.034719914401333,0.0347208334317703,0.0347217524622078,0.034722671492645,0.0347235905230826,0.0347245095535199,0.034725428583957,0.0196250723151136,0.0196261168277411,0.0196271613403685,0.019628205852996,0.0196292503656234,0.0196302948782508,0.0196313393908783,0.0196323839035056,0.0196334284161332,0.0196344729287606,0.0196355174413879,0.0126237813049088,0.0126252356090034,0.0126266899130979,0.0126281442171924,0.0126295985212868,0.0126310528253813,0.0126325071294758,0.0126339614335703,0.0126354157376648,0.0126368700417593,0.0126383243458537,0.0067444384234653,0.00674782062546,0.0067512028274547,0.0067545850294493,0.006757967231444,0.0067613494334386,0.0067647316354333,0.006768113837428,0.0067714960394227,0.0067748782414173,0.006778260443412,38.79076828639417,38.7631432740868,38.73620373604084,38.70991647622377,38.68425065312115,38.659177562202295,38.63467044294255,38.61070430714868,38.5872557858263,38.56430299223698,38.54182539913329,33.51623839486786,33.515766964731526,33.51529573920283,33.514824718104244,33.51435390125847,33.51388328848844,33.513412879617306,33.51294267446848,33.51247267286557,33.512002874632444,33.51153327959317,28.98669522983252,28.98668672781806,28.986678225870183,28.98666972398889,28.98666122217416,28.986652720426004,28.986644218744416,28.98663571712941,28.98662721558096,28.986618714099087,28.986610212683782,COSMOS
4,COSMOS_10309,3.3632,-19.86338074844556,-19.863395366576967,-19.863409984511563,-19.863424602249356,-19.863439219790337,-19.863453837134525,-19.86346845428192,-19.863483071232533,-19.863497687986364,-19.863512304543416,-19.8635269209037,-20.483320147843603,-20.483340316319605,-20.48336048442097,-20.483380652147712,-20.48340081949984,-20.48342098647737,-20.48344115308032,-20.48346131930869,-20.48348148516251,-20.483501650641788,-20.48352181574653,-20.792515365508123,-20.79273283288241,-20.79295025670783,-20.793167637001808,-20.79338497378178,-20.79360226706516,-20.79381951686936,-20.79403672321177,-20.794253886109782,-20.794471005580768,-20.794688081642093,0.0677306377930167,0.0677337577046646,0.0677368776163125,0.0677399975279603,0.0677431174396081,0.067746237351256,0.0677493572629038,0.0677524771745517,0.0677555970861995,0.0677587169978474,0.0677618369094952,0.0461867123238275,0.0461912033102944,0.0461956942967613,0.0462001852832282,0.0462046762696951,0.0462091672561621,0.046213658242629,0.0462181492290959,0.0462226402155628,0.0462271312020297,0.0462316221884966,0.0299789274600104,0.0299870656960998,0.0299952039321892,0.0300033421682786,0.030011480404368,0.0300196186404574,0.0300277568765468,0.0300358951126362,0.0300440333487256,0.030052171584815,0.0300603098209044,0.0151866743634687,0.0152164861558489,0.0152462979482291,0.0152761097406094,0.0153059215329896,0.0153357333253698,0.0153655451177501,0.0153953569101303,0.0154251687025105,0.0154549804948908,0.015484792287271,31.69215629897191,31.691803182538223,31.69145018091206,31.69109729401877,31.690744521783827,31.69039186413272,31.690039320991048,31.689686892284463,31.68933457793871,31.68898237787959,31.68863029203298,27.296150924104488,27.29614422554196,27.29613752702076,27.29613082854089,27.296124130102346,27.29611743170512,27.296110733349224,27.29610403503465,27.29609733676141,27.296090638529485,27.29608394033888,26.48769564489408,26.48769160206941,26.48768755925979,26.487683516465225,26.48767947368572,26.487675430921257,26.48767138817185,26.4876673454375,26.487663302718204,26.48765926001396,26.48765521732477,COSMOS
5,COSMOS_10374,0.7108,-20.04801796279487,-20.04803450714924,-20.0480510512515,-20.04806759510168,-20.04808413869977,-20.0481006820458,-20.048117225139748,-20.048133767981646,-20.048150310571486,-20.04816685290929,-20.04818339499505,-20.67863426514828,-20.678656867901285,-20.678679470183774,-20.67870207199574,-20.67872467333721,-20.678747274208217,-20.67876987460877,-20.67879247453888,-20.678815073998575,-20.67883767298789,-20.678860271506814,-21.22871794837789,-21.228913915893006,-21.229109848043784,-21.22930574484299,-21.22950160630338,-21.2296974324377,-21.229893223258685,-21.230088978779087,-21.23028469901161,-21.23048038396899,-21.230676033663936,0.0453634559592886,0.0455413480843164,0.0457192402093442,0.045897132334372,0.0460750244593998,0.0462529165844275,0.0464308087094553,0.0466087008344831,0.0467865929595109,0.0469644850845386,0.0471423772095664,0.018934242112737,0.0195119979859689,0.0200897538592007,0.0206675097324326,0.0212452656056645,0.0218230214788963,0.0224007773521282,0.0229785332253601,0.023556289098592,0.0241340449718238,0.0247118008450557,0.0104735540299667,0.0119027494756136,0.0133319449212605,0.0147611403669074,0.0161903358125544,0.0176195312582013,0.0190487267038482,0.0204779221494951,0.0219071175951421,0.023336313040789,0.0247655084864359,0.0035575101419271,0.0063215739552575,0.009085637768588,0.0118497015819184,0.0146137653952488,0.0173778292085792,0.0201418930219096,0.0229059568352401,0.0256700206485705,0.0284340844619009,0.0311981482752313,22.98816739748748,22.988158840716757,22.98815028401346,22.98814172737761,22.988133170809185,22.9881246143082,22.98811605787464,22.988107501508512,22.988098945209813,22.988090388978545,22.988081832814707,22.872444863198893,22.872429908432025,22.872414953871136,22.872399999516222,22.87238504536728,22.8723700914243,22.872355137687283,22.87234018415621,22.872325230831105,22.872310277711925,22.872295324798685,22.430600246014123,22.430584667065094,22.43056908833961,22.43055350983765,22.43053793155921,22.430522353504298,22.43050677567289,22.430491198064978,22.430475620680568,22.430460043519645,22.43044446658221,COSMOS
6,COSMOS_10400,2.7646,-18.5365034176182,-18.536519818760567,-18.53653621965519,-18.536552620302068,-18.536569020701208,-18.536585420852617,-18.536601820756307,-18.536618220412283,-18.536634619820543,-18.536651018981114,-18.536667417893987,-19.632731565978304,-19.632746158480213,-19.632760750786,-19.632775342895663,-19.632789934809225,-19.632804526526677,-19.63281911804802,-19.632833709373266,-19.632848300502424,-19.632862891435494,-19.63287748217248,-19.78631366924548,-19.7864955582712,-19.78667741683089,-19.786859244934742,-19.78704104259297,-19.787222809815766,-19.78740454661331,-19.787586252995787,-19.78776792897338,-19.787949574556265,-19.7881311897546,0.0246891935705235,0.0246906617472176,0.0246921299239117,0.0246935981006058,0.0246950662773,0.024696534453994,0.0246980026306882,0.0246994708073823,0.0247009389840764,0.0247024071607705,0.0247038753374646,0.0165265084570917,0.0165288805033696,0.0165312525496475,0.0165336245959254,0.0165359966422034,0.0165383686884813,0.0165407407347592,0.0165431127810372,0.0165454848273151,0.0165478568735931,0.016550228919871,0.0103330265184999,0.0103381124021498,0.0103431982857998,0.0103482841694498,0.0103533700530998,0.0103584559367497,0.0103635418203997,0.0103686277040497,0.0103737135876997,0.0103787994713497,0.0103838853549997,0.0046888015216468,0.0047124023596237,0.0047360031976005,0.0047596040355774,0.0047832048735543,0.0048068057115312,0.004830406549508,0.0048540073874849,0.0048776082254618,0.0049012090634387,0.0049248099014155,29.78930040913919,29.789271678511945,29.789242948644944,29.789214219538145,29.78918549119151,29.78915676360501,29.78912803677859,29.789099310712217,29.789070585405845,29.78904186085944,29.789013137072963,27.92212204520251,27.92211631204701,27.922110578921785,27.922104845826823,27.92209911276214,27.92209337972773,27.922087646723597,27.92208191374973,27.922076180806133,27.922070447892807,27.92206471500976,27.48083140401819,27.48082452001317,27.4808176360518,27.48081075213407,27.480803868259983,27.48079698442955,27.48079010064276,27.48078321689961,27.480776333200104,27.480769449544244,27.480762565932025,COSMOS
7,COSMOS_10407,1.0613,-19.56338296232296,-19.56340277472924,-19.563422586774,-19.56344239845724,-19.563462209778983,-19.56348202073923,-19.56350183133801,-19.56352164157532,-19.563541451451187,-19.563561260965617,-19.56358107011862,-20.202937350263795,-20.202964195436103,-20.20299103994467,-20.20301788378953,-20.20304472697072,-20.203071569488277,-20.20309841134221,-20.203125252532573,-20.2031520930594,-20.20317893292272,-20.20320577212255,-21.05055993122488,-21.05073667581781,-21.050913391643554,-21.05109007871149,-21.051266737030964,-21.051443366611338,-21.05161996746196,-21.051796539592168,-21.051973083011305,-21.05214959772871,-21.052326083753712,0.0585053323609644,0.058552272266609,0.0585992121722536,0.0586461520778982,0.0586930919835428,0.0587400318891875,0.058786971794832,0.0588339117004767,0.0588808516061213,0.0589277915117659,0.0589747314174105,0.0294796424555824,0.0296263328003076,0.0297730231450329,0.0299197134897581,0.0300664038344834,0.0302130941792086,0.0303597845239339,0.0305064748686591,0.0306531652133843,0.0307998555581096,0.0309465459028348,0.0135269838308459,0.0139971930894132,0.0144674023479806,0.0149376116065479,0.0154078208651153,0.0158780301236826,0.01634823938225,0.0168184486408173,0.0172886578993847,0.017758867157952,0.0182290764165194,0.0050485110092506,0.0063450256239625,0.0076415402386744,0.0089380548533863,0.0102345694680982,0.0115310840828101,0.012827598697522,0.0141241133122338,0.0154206279269457,0.0167171425416576,0.0180136571563695,24.15848805277022,24.15848160509048,24.158475157449026,24.158468709845863,24.15846226228099,24.158455814754408,24.15844936726611,24.1584429198161,24.15843647240437,24.15843002503093,24.158423577695785,24.1920200521566,24.192008686906547,24.191997321775453,24.19198595676333,24.191974591870164,24.19196322709596,24.19195186244072,24.19194049790443,24.191929133487093,24.191917769188706,24.19190640500927,24.11367128874213,24.11365239936065,24.11363351030779,24.11361462158355,24.113595733187918,24.11357684512087,24.11355795738241,24.11353906997252,24.113520182891182,24.1135012961384,24.113482409714152,COSMOS
8,COSMOS_10491,3.9173,-18.60659859065734,-18.60661283033164,-18.606627069819197,-18.60664130911999,-18.60665554823405,-18.60666978716136,-18.606684025901945,-18.6066982644558,-18.606712502822923,-18.606726741003328,-18.606740978997024,-19.2192833332272,-19.21930311099196,-19.219322888396466,-19.219342665440717,-19.219362442124726,-19.219382218448512,-19.219401994412088,-19.219421770015455,-19.219441545258647,-19.21946132014166,-19.21948109466452,-19.289057419422207,-19.28932367247817,-19.289589860257404,-19.28985598279191,-19.29012204011365,-19.2903880322546,-19.290653959246672,-19.290919821121776,-19.2911856179118,-19.29145134964859,-19.291717016363997,0.0223595129611051,0.0223603150602719,0.0223611171594387,0.0223619192586055,0.0223627213577723,0.0223635234569391,0.0223643255561058,0.0223651276552726,0.0223659297544394,0.0223667318536062,0.022367533952773,0.0130695564813953,0.0130705458134657,0.0130715351455361,0.0130725244776065,0.0130735138096769,0.0130745031417473,0.0130754924738177,0.0130764818058881,0.0130774711379585,0.0130784604700289,0.0130794498020993,0.0084094067817756,0.0084109979032016,0.0084125890246276,0.0084141801460537,0.0084157712674797,0.0084173623889057,0.0084189535103317,0.0084205446317578,0.0084221357531838,0.0084237268746098,0.0084253179960359,0.0044047612579819,0.0044095406742646,0.0044143200905473,0.0044190995068299,0.0044238789231126,0.0044286583393952,0.0044334377556779,0.0044382171719605,0.0044429965882432,0.0044477760045258,0.0044525554208085,35.38222541628277,35.380402817817135,35.37858327377572,35.376766773938044,35.37495330813488,35.37314286624783,35.371335438209066,35.36953101400091,35.3677295836556,35.36593113725486,35.364135664929655,29.601966749799967,29.601953643111507,29.60194053658127,29.60192743020924,29.601914323995427,29.60190121793982,29.601888112042417,29.60187500630321,29.6018619007222,29.601848795299382,29.60183569003475,28.12100086035513,28.12099727568797,28.120993691032638,28.120990106389133,28.120986521757462,28.12098293713764,28.120979352529645,28.120975767933487,28.12097218334916,28.12096859877667,28.12096501421601,COSMOS
9,COSMOS_10613,3.0787,-19.83447067997021,-19.83448629639493,-19.83450191259504,-19.83451752857054,-19.83453314432144,-19.834548759847756,-19.83456437514948,-19.834579990226626,-19.834595605079198,-19.8346112197072,-19.834626834110644,-20.317429114679165,-20.317453557324097,-20.317477999418774,-20.317502440963224,-20.317526881957463,-20.31755132240153,-20.317575762295448,-20.31760020163923,-20.317624640432918,-20.31764907867651,-20.31767351637006,-20.54026471681783,-20.54055025770189,-20.540835723510487,-20.54112111428307,-20.541406430059087,-20.541691670877945,-20.541976836779003,-20.542261927801626,-20.54254694398511,-20.542831885368745,-20.543116751991786,0.0527938865386665,0.0527976400241336,0.0528013935096007,0.0528051469950679,0.052808900480535,0.0528126539660021,0.0528164074514692,0.0528201609369363,0.0528239144224034,0.0528276679078705,0.0528314213933377,0.0351667342538821,0.0351724419073785,0.0351781495608748,0.0351838572143712,0.0351895648678675,0.0351952725213638,0.0352009801748602,0.0352066878283565,0.0352123954818529,0.0352181031353492,0.0352238107888456,0.0223871429835737,0.0223982893628905,0.0224094357422073,0.0224205821215241,0.022431728500841,0.0224428748801578,0.0224540212594746,0.0224651676387914,0.0224763140181082,0.0224874603974251,0.0224986067767419,0.0105917086039405,0.010637579330447,0.0106834500569536,0.0107293207834601,0.0107751915099667,0.0108210622364732,0.0108669329629798,0.0109128036894863,0.0109586744159929,0.0110045451424994,0.011050415869006,28.94159048589723,28.94155509555566,28.941519706367632,28.94148431833306,28.94144893145188,28.941413545724,28.941378161149363,28.941342777727883,28.94130739545949,28.9412720143441,28.94123663438165,26.410331588213893,26.410327983514662,26.41032437882741,26.41032077415212,26.410317169488795,26.41031356483744,26.41030996019805,26.41030635557063,26.41030275095518,26.41029914635169,26.41029554176017,25.96244218080949,25.96243866129183,25.96243514178558,25.962431622290744,25.96242810280731,25.962424583335284,25.962421063874668,25.96241754442546,25.96241402498766,25.96241050556127,25.962406986146288,COSMOS
