id,zpk,uv,vj
745,0.6649,1.5985874110140657,0.9782672985780678
1065,0.668,1.8335294283547832,1.0273295158104254
1380,0.968,1.593927986295217,1.0046319088760356
1402,0.7842,1.375021421685215,0.9247110156580334
1435,1.1452,0.5983365918421981,0.2540249786205564
1460,0.6905,1.4749414314201132,1.0197908615930018
1563,0.9321,1.3769950759171188,1.2595700918543073
1571,0.8614,1.7230828801047444,0.924275464050595
1572,1.661,0.4085200358950729,-0.008907915727561999
1593,1.7818,0.46685565532828477,0.06924644215640186
1883,0.9595,1.19367202077256,1.2265489924758057
2014,0.9779,1.350083731023691,1.3333525618401012
3240,0.6601,0.559716770413953,0.21566598679598314
3371,1.1673,0.5193989285191627,0.3315023036644682
3610,0.7527,0.65160602564427,0.14018659113684606
3781,1.2095,1.7459874599745753,0.7520080341563542
3835,1.1957,1.085971703527015,1.2322723111790843
3844,0.9689,1.8550353651382423,1.1454458864547448
3851,1.8514,0.6072751117498036,-0.18122863699247915
3852,1.885,1.09064522729172,1.384535664931743
3936,0.9066,1.6359298166121725,1.2918373980356854
4164,1.0915,1.2648601077405317,1.3703185099634005
4408,1.1474,1.4722808334419248,0.89363550045233
4620,1.8099,0.5314090954670938,0.07627222306511072
5194,0.364,1.590900750480408,1.8097849416186378
5876,0.7992,1.6817319698603832,0.7701956941474286
6526,1.0569,1.1171930920545208,1.2179075843489997
6894,1.8213,0.4890605324431796,0.006439965591713559
7035,1.0938,0.5367222823612856,0.42768826231249335
7179,1.0841,0.44585328011318026,0.2432942138105041
7262,0.5277,1.6127466598279199,2.0308663093781902
7300,0.4858,1.177566344812707,1.2936357831372298
7328,0.5435,1.4458364616362687,1.688553450271705
7468,0.7611,0.8806157768470229,0.4036391898896845
7516,0.7562,1.8152735045345487,1.6009250955714727
7820,1.5239,1.56138753600451,1.6651189168137925
8192,0.791,0.8258423427884978,0.40878394677172025
8680,0.9682,1.274302621581004,1.4634390916093274
8697,1.1454,1.9820351199786401,1.678896614805577
9794,1.0658,1.6531397191990322,1.0114015197361041
11856,0.9181,0.5604748016574028,0.1570766149837759
11955,0.8484,1.6031136485567856,1.1547418038892694
12303,0.2252,1.6269088436872465,1.205786721109071
13287,0.7532,1.6172804873528577,0.8125197724739266
13778,1.2998,0.7398567448396172,0.2617033543194758
14404,0.7261,1.8604656120470153,1.7374801225071757
14475,1.5354,1.3493014844517326,1.3479866466463015
14555,0.2231,1.4816923725972444,1.0591236087980462
14728,0.3547,1.5970948212250917,1.1295491095262271
14777,0.432,0.5882130274544153,0.5107234602551038
14978,0.743,1.392094037352912,0.6028048779683104
15095,0.7159,1.8078899440495064,1.670307099467223
15662,0.9773,0.6581807748423927,0.7833730779938115
15895,1.5721,0.6508395837533669,0.10255152563819436
16519,0.2341,1.5100319759415228,0.9223910813002512
16715,0.2392,1.5990744944466435,1.013408751883155
17237,0.9768,0.7511783320341827,0.5193064987095823
17719,1.7473,1.3543174185620757,0.5876412836310472
20058,1.7688,0.24170658313823168,0.7657109318067192
20190,0.3316,1.3111762301042802,1.4371119239393053
