recno,id,xpos,ypos,RAJ2000,DEJ2000,SE,isoArea,FKsap,e_FKsap,apcorr,KsR,FKsapD,e_FKsapD,apcorrD,FKsD,e_FKsD,FKsauto,R50,amaj,bmin,Rad,FKsall,e_FKsall,w_FKsall,FB,e_FB,w_FB,FI,e_FI,w_FI,FR,e_FR,w_FR,FU,e_FU,w_FU,FV,e_FV,w_FV,FZ,e_FZ,w_FZ,FHs,e_FHs,w_FHs,FHl,e_FHl,w_FHl,FJ1,e_FJ1,w_FJ1,FJ2,e_FJ2,w_FJ2,FJ3,e_FJ3,w_FJ3,FKs,e_FKs,w_FKs,FKsHI,e_FKsHI,w_FKsHI,NB118,e_NB118,w_NB118,NB209,e_NB209,w_NB209,F098M,e_F098M,w_F098M,F105W,e_F105W,w_F105W,F125W,e_F125W,w_F125W,F140W,e_F140W,w_F140W,F160W,e_F160W,w_F160W,F814W,e_F814W,w_F814W,IA484,e_IA484,w_IA484,IA527,e_IA527,w_IA527,IA574,e_IA574,w_IA574,IA598,e_IA598,w_IA598,IA624,e_IA624,w_IA624,IA651,e_IA651,w_IA651,IA679,e_IA679,w_IA679,IA738,e_IA738,w_IA738,IA767,e_IA767,w_IA767,IA797,e_IA797,w_IA797,IA856,e_IA856,w_IA856,FVWFI,e_FVWFI,w_FVWFI,FRcWFI,e_FRcWFI,w_FRcWFI,FU38,e_FU38,w_FU38,FKT,e_FKT,w_FKT,F3.6,e_F3.6,w_F3.6,F4.5,e_F4.5,w_F4.5,F5.8,e_F5.8,w_F5.8,F8.0,e_F8.0,w_F8.0,wminOpt,wmin1,wminFS,wminNIR,wmin2,wminIR,wmin,Star,Nghb,Use,SNR,Use2,zspec,Simbad,U,eU,V,eV,J,eJ,zpk,lssfr,lmass,field,mag_U,mag_V,mag_J,e_mag_U,e_mag_V,e_mag_J,GalaxyType
15181,15181,5120.605,4090.014,53.0510521,-27.8047581,3,116.0,2.55293,0.07023,1.078372,2.330722,2.29272,0.03608,1.774505,4.06844,0.06403,5.51773,2.687,4.05,2.627,7.6,5.95671,0.18924,1.41,0.157221,0.04957,1.08,0.574869,0.08402,1.02,0.456041,0.0228,1.85,0.138632,0.01429,1.49,0.430103,0.0433,1.06,1.15078,0.1103,0.99,3.60481,0.31167,0.99,3.77983,0.32105,0.99,1.01657,0.16908,0.98,1.80534,0.16351,0.98,2.33474,0.19406,0.98,6.71469,0.40633,1.0,5.97473,0.12377,16.74,1.82962,0.29009,1.01,4.71887,0.59127,0.99,,,0.0,1.41633,0.06767,1.03,2.35595,0.05232,1.36,2.57172,0.13862,2.04,3.41786,0.06414,1.37,0.769668,0.05005,2.39,0.378525,0.05599,1.0,0.458769,0.05843,1.0,0.36079,0.14943,1.0,0.464697,0.05739,1.0,0.450373,0.06648,1.0,0.447808,0.05148,1.0,0.427197,0.06616,1.0,0.547223,0.07085,1.0,0.198885,0.18093,1.0,0.828549,0.20424,1.0,0.82888,0.27104,1.0,0.445087,0.05351,0.96,0.450629,0.0493,0.93,0.482999,0.15703,1.08,5.93538,0.32516,0.96,12.87002,0.06078,1.77,15.6764,0.09035,0.99,18.4867,0.59678,1.85,12.8673,0.66844,1.74,0.93,2.39,0.98,0.96,0.0,58480.0,1.41,0,0,1,63.54005,b'1',,b'Simbad',0.508527,0.0197878,1.31605,0.0130708,4.88224,0.0644464,1.9892,-8.8,9.94,CDFS_,25.734214958673572,24.70181902621323,23.27845218862146,29.259006219508187,29.709244576390475,27.977003343712898,2.0
15280,15280,3046.39,4101.104,53.1487579,-27.8043118,0,76.0,1.59024,0.05307,1.129042,2.178583,1.63048,0.02726,1.774505,2.8933,0.04838,3.06849,2.213,2.543,2.354,5.701,3.46827,0.10185,2.47,1.96808,0.04696,1.06,2.68778,0.0827,0.92,1.89093,0.09455,0.56,2.03986,0.01371,1.38,1.94255,0.04102,1.04,3.00471,0.1027,1.0,2.5868,0.26893,1.16,3.1995,0.28513,1.11,2.67392,0.14615,1.12,2.78849,0.13954,1.16,4.03313,0.16842,1.13,3.51031,0.3589,1.13,3.4134,0.09397,25.09,2.54058,0.25193,1.17,3.29406,0.51504,1.14,,,0.0,2.95339,0.06135,1.1,3.20728,0.05201,1.2,3.4229,0.17928,1.08,2.99457,0.06368,1.2,2.80815,0.05851,1.55,2.06007,0.05211,1.0,2.11871,0.0542,1.0,2.14521,0.13818,1.0,1.85987,0.05294,1.0,2.007,0.06169,1.0,1.96685,0.04865,1.0,1.84509,0.06132,1.0,2.50457,0.06662,1.0,2.71464,0.16772,1.0,2.36443,0.19097,1.0,2.87904,0.25138,1.0,1.90592,0.0483,1.03,2.08638,0.04571,0.96,1.98612,0.14855,1.05,3.99251,0.30156,0.94,3.28748,0.0457,2.09,2.1192,0.0498,2.57,0.533251,0.51506,2.01,1.34674,0.60863,1.97,0.56,1.55,1.11,0.94,0.0,152120.0,2.47,0,0,1,59.80694,b'1',,b'Simbad',0.854715,0.0226924,1.07037,0.00526463,1.39563,0.00435694,0.9103,-8.53,8.58,CDFS_,25.170446685579908,24.926165179193433,24.638074259183306,29.110298924276613,30.69658036442739,30.90204605187529,1.0
16077,16077,3349.667,4263.336,53.1344719,-27.797554,2,72.0,1.46952,0.05755,1.114099,2.165422,1.58127,0.02957,1.774505,2.80597,0.05247,2.85625,2.142,3.141,2.186,6.105,3.18564,0.11948,2.1,0.393582,0.04924,0.95,1.39116,0.08109,0.94,0.763609,0.03818,1.06,0.390118,0.01558,1.05,0.644204,0.04128,1.01,1.74033,0.09998,1.04,3.06665,0.31579,0.83,2.4489,0.31971,0.87,1.70366,0.16388,0.88,2.69652,0.15201,0.96,2.18582,0.18723,0.91,2.6448,0.38176,0.98,3.25846,0.09352,24.66,2.26283,0.26688,1.03,3.88841,0.53341,1.05,,,0.0,2.10189,0.06111,1.1,2.36906,0.04862,1.36,2.58701,0.15347,1.45,2.57678,0.05801,1.43,1.51005,0.06196,1.36,0.477406,0.05204,1.0,0.487361,0.05414,1.0,0.37664,0.13785,1.0,0.66768,0.0528,1.0,0.614881,0.06151,1.0,0.7682,0.04845,1.0,0.963159,0.06114,1.0,1.38336,0.06631,1.0,1.46069,0.16712,1.0,1.43091,0.18965,1.0,2.25024,0.25105,1.0,0.530582,0.04824,1.01,0.776578,0.04519,0.96,0.490996,0.14713,1.05,3.52033,0.30844,0.89,2.9153,0.04136,2.54,1.9974,0.04958,2.74,1.66549,0.533,2.08,0.677039,0.60211,2.05,0.94,1.36,0.83,0.89,0.0,162600.0,2.1,0,0,1,53.48123,b'1',,b'Simbad',0.288418,0.011437,0.655704,0.0159754,1.21903,0.0225108,0.8028,-9.46,8.92,CDFS_,26.349944097600552,25.45823041748222,24.78496401594966,29.854219697229034,29.491370647381196,29.119022676380112,1.0
16903,16903,4945.418,4461.533,53.0593147,-27.7892818,3,324.0,16.08217,0.06902,1.054323,3.099759,11.24708,0.03534,1.774505,19.958,0.06271,47.28232,4.303,5.655,2.908,9.449,49.90568,0.24255,1.47,1.3515,0.06841,1.01,8.49177,0.11079,1.04,4.58167,0.22908,2.2,0.988338,0.01916,1.46,3.45342,0.05892,1.01,12.5717,0.14371,1.03,37.09834,0.55526,0.55,41.34555,0.60498,0.49,19.1747,0.2905,0.58,22.2077,0.26884,0.64,26.9396,0.3271,0.61,53.11,0.72728,0.55,50.22337,0.16634,16.41,22.195,0.48466,0.64,43.8196,0.92857,0.71,,,0.0,18.1241,0.08818,1.07,24.5768,0.06464,1.58,29.19108,0.20254,1.7,33.8371,0.07967,1.57,9.36799,0.05366,3.67,1.85074,0.07451,1.0,2.22571,0.07788,1.0,2.86436,0.19933,1.0,3.47163,0.07638,1.0,3.83788,0.08842,1.0,4.98896,0.06863,1.0,5.60682,0.08792,1.0,7.73963,0.09439,1.0,9.0549,0.24091,1.0,9.72946,0.27202,1.0,10.5432,0.36037,1.0,2.33686,0.07087,0.96,4.8537,0.06302,1.0,0.935258,0.19094,1.28,48.9218,0.43042,0.97,76.9165,0.08411,1.24,77.1867,0.1248,0.83,77.3596,0.93613,1.52,67.7057,1.04156,1.4,0.96,3.67,0.49,0.97,0.0,49257.0,1.46,0,0,1,318.2622,b'1',0.726,b'Simbad',1.4112,0.102388,5.05793,0.238905,18.0765,0.262505,0.6716,-10.3,9.91,CDFS_,24.62602858053064,23.240067963588217,21.857214136232464,27.474377350567707,26.55443690220875,26.452156050152404,2.0
16957,16957,1693.991,4431.725,53.2124519,-27.7905083,0,108.0,3.45507,0.0672,1.119212,2.173654,3.33494,0.03453,1.774505,5.91786,0.06127,6.71019,2.348,2.752,2.372,5.953,7.51839,0.13549,1.54,0.148276,0.05018,0.94,0.668884,0.08582,0.85,0.361432,0.04617,0.32,0.131805,0.01461,1.22,0.252487,0.04148,1.0,1.33359,0.10129,1.01,5.54019,0.26718,1.17,4.87711,0.28153,1.15,2.20463,0.1423,1.17,2.63677,0.13892,1.17,3.22651,0.16643,1.16,7.34377,0.35544,1.16,7.3318,0.1179,15.97,2.43132,0.25354,1.15,6.99816,0.51387,1.14,,,0.0,2.14032,0.06184,1.09,2.93634,0.05438,1.1,,,0.0,4.7986,0.06714,1.09,0.79455,0.10108,0.52,0.0605307,0.05211,1.0,0.161364,0.05419,1.0,0.66349,0.13849,1.0,0.215445,0.05289,1.0,0.353511,0.06131,1.0,0.335105,0.04859,1.0,0.409883,0.0608,1.0,0.553235,0.06664,1.0,0.558012,0.16678,1.0,0.627808,0.19131,1.0,0.993517,0.25015,1.0,0.18445,0.0481,1.03,0.372118,0.04362,1.04,0.244876,0.14716,1.07,7.80684,0.28382,1.05,11.84893,0.06136,1.01,11.3129,0.05919,1.82,6.75195,0.60918,1.51,6.31471,0.70437,1.45,0.32,0.52,1.15,1.05,0.0,83143.0,1.54,0,0,1,96.59057,b'1',,b'Simbad',0.294518,0.0214216,1.06734,0.0384863,3.49935,0.0757018,1.2613,-9.56,9.89,CDFS_,26.32722039343341,24.92924303624936,23.64003154457378,29.172870236045643,28.53673459786902,27.802234484843822,2.0
17005,17005,1917.88,4473.077,53.2019043,-27.7887917,0,310.0,16.71133,0.07074,1.075571,2.449294,15.35861,0.03634,1.774505,27.25394,0.06449,38.05509,2.782,3.655,3.04,7.767,40.97598,0.195,1.4,1.37141,0.05522,0.97,10.5072,0.11152,0.64,6.08876,0.30444,0.34,0.949918,0.01652,1.21,4.78512,0.05186,0.81,14.4546,0.12762,0.81,32.03853,0.30209,1.17,34.8053,0.31763,1.15,19.2306,0.16141,1.16,20.4324,0.15738,1.16,23.6553,0.18867,1.15,41.1739,0.40098,1.15,40.45874,0.14148,13.74,20.8084,0.28323,1.17,36.7694,0.57651,1.15,,,0.0,18.2748,0.06846,1.12,22.878,0.05349,1.44,27.4413,0.2046,1.05,30.8391,0.06697,1.38,11.5595,0.08867,0.85,2.13176,0.05861,1.0,2.66739,0.06101,1.0,4.22817,0.15577,1.0,4.86341,0.05959,1.0,6.16877,0.06903,1.0,6.83467,0.05465,1.0,8.06667,0.06846,1.0,9.76728,0.07502,1.0,10.9477,0.18811,1.0,11.461,0.21574,1.0,13.6669,0.28151,1.0,2.9138,0.05428,1.03,6.90845,0.04849,1.07,0.838105,0.16663,1.06,43.40939,0.32084,1.04,30.76715,0.05621,1.35,23.0296,0.05583,2.31,18.5057,0.5764,1.84,18.6038,0.65423,1.83,0.34,0.85,1.15,1.04,0.0,110960.0,1.39,0,0,1,422.6163,b'1',0.532,b'Simbad',1.22357,0.0415724,4.58411,0.0708002,13.956,0.0727971,0.5235,-9.74,9.73,CDFS_,24.78092794942553,23.346862424035002,22.138097598059815,28.452987256712003,27.874913788728485,27.84471480305956,2.0
17055,17055,5413.311,4452.082,53.0372772,-27.7896633,2,125.0,3.82132,0.0743,1.107338,2.254253,3.66454,0.03817,1.774505,6.50274,0.06773,7.77922,2.463,2.85,2.583,6.322,8.62371,0.16063,1.26,0.387542,0.0474,1.11,2.81036,0.06817,1.45,1.79699,0.08985,2.02,0.245694,0.01431,1.4,1.2879,0.03583,1.45,3.83809,0.08905,1.43,5.74258,0.45602,0.43,7.31172,0.50092,0.38,4.77369,0.29016,0.31,4.81898,0.26818,0.34,5.63322,0.32709,0.32,8.33985,0.64394,0.37,8.54604,0.12147,16.32,2.32952,0.54265,0.27,6.62445,1.00587,0.32,,,0.0,4.62881,0.06413,1.08,5.66544,0.05381,1.2,5.91623,0.18138,1.1,6.95808,0.06214,1.36,3.14047,0.036,4.33,0.494317,0.05407,1.0,0.69267,0.05639,1.0,0.77867,0.14481,1.0,1.18542,0.05538,1.0,1.57396,0.06417,1.0,1.9752,0.04991,1.0,2.1401,0.0642,1.0,2.77229,0.06868,1.0,3.12706,0.1752,1.0,3.01493,0.19779,1.0,3.15374,0.2624,1.0,0.793086,0.05095,0.98,1.86187,0.0466,0.97,0.231668,0.13814,1.3,8.57342,0.31262,0.99,6.7061,0.0964,0.78,4.98817,0.1137,0.8,3.12168,0.79504,1.19,2.01315,0.9315,1.09,0.97,4.33,0.31,0.99,0.0,47426.0,1.26,0,0,1,96.00447,b'1',,b'Simbad',0.347072,0.0196062,1.25415,0.023237,2.90253,0.0234185,0.5749,-9.91,9.12,CDFS_,26.148951053951645,24.75412629377838,23.84305820695183,29.26901642875127,29.084549855027213,29.076102314425732,0.0
17142,17142,3140.646,4465.477,53.1443138,-27.7891293,3,118.0,3.13528,0.05275,1.101349,2.293993,3.00157,0.0271,1.774505,5.3263,0.04809,6.53045,2.519,3.185,2.47,6.535,7.20022,0.11858,2.5,0.146017,0.05114,0.99,0.306527,0.08657,0.93,0.233622,0.02649,1.07,0.120911,0.01521,1.24,0.0690288,0.04339,1.03,0.944011,0.10809,1.0,4.515,0.28373,1.16,4.92568,0.2958,1.14,1.50683,0.15178,1.15,1.83254,0.147,1.16,2.53675,0.17701,1.14,6.62005,0.3757,1.15,7.13295,0.09908,24.97,2.51826,0.26874,1.14,5.98978,0.54232,1.14,,,0.0,1.67489,0.01163,33.88,2.54527,0.01328,20.4,3.48008,0.08522,5.32,4.24115,0.01303,31.6,0.589094,0.05312,2.07,-0.00291515,0.05505,1.0,0.0760544,0.05729,1.0,0.12817,0.14578,1.0,0.248656,0.05586,1.0,0.345561,0.06503,1.0,0.233784,0.05128,1.0,0.279397,0.06467,1.0,0.405471,0.07021,1.0,0.373938,0.17704,1.0,0.242792,0.20121,1.0,0.921951,0.26542,1.0,0.0664804,0.0511,1.01,0.148486,0.04688,1.0,0.154545,0.15303,1.09,7.41252,0.32102,0.92,13.24722,0.04804,2.15,13.8079,0.05113,2.82,8.70322,0.52768,1.99,10.0327,0.63323,1.93,0.93,2.07,1.14,0.92,0.0,155410.0,2.5,0,0,1,110.7656,b'1',,b'Simbad',0.226052,0.00962157,0.91593,0.0236001,3.74791,0.072071,1.2962,-9.93,10.05,CDFS_,26.614479115456973,25.09534429010818,23.565527116347432,30.041885140408652,29.067715392007344,27.85559862993295,2.0
17166,17166,4523.324,4482.839,53.0791931,-27.7884007,2,116.0,2.72929,0.06066,1.097975,2.380163,2.5101,0.03117,1.774505,4.45418,0.0553,5.91649,2.673,3.255,2.516,6.668,6.5033,0.13967,1.89,0.173778,0.05365,0.97,1.46982,0.08565,1.02,0.646712,0.03234,2.17,0.0751403,0.01463,1.46,0.412824,0.04546,0.99,2.09902,0.11247,0.99,5.33048,0.3204,0.97,6.00375,0.33182,0.96,3.10543,0.16852,1.01,3.60929,0.16259,1.03,3.96576,0.19583,1.01,6.64365,0.42185,0.96,6.60922,0.09666,28.34,4.18535,0.29478,1.02,6.62473,0.59781,1.01,,,0.0,2.87242,0.06915,1.03,3.78651,0.05377,1.35,4.5041,0.16099,1.59,4.78717,0.06538,1.37,1.76382,0.04777,2.72,0.159435,0.0574,1.0,0.295759,0.06004,1.0,0.58663,0.15308,1.0,0.457635,0.05875,1.0,0.427405,0.06794,1.0,0.599114,0.05291,1.0,0.621072,0.06739,1.0,1.13762,0.07266,1.0,1.23895,0.185,1.0,1.45974,0.20886,1.0,1.85351,0.2774,1.0,0.184129,0.05458,0.95,0.701946,0.04983,0.94,-0.129839,0.15533,1.13,7.27285,0.3706,0.76,7.46357,0.06383,1.64,4.84807,0.09906,0.95,3.51041,0.58965,1.68,1.01802,0.72298,1.51,0.94,2.72,0.96,0.76,0.0,56436.0,1.89,0,0,1,80.53946,b'1',,b'Simbad',0.201034,0.0183354,0.909235,0.0314063,2.4854,0.0562771,0.7687,-11.09,9.43,CDFS_,26.74182621510974,25.103309637343735,24.01150926499971,29.341774027880227,28.75745806287462,28.124170725430083,0.0
17210,17210,4409.897,4483.504,53.0845375,-27.7883759,0,96.0,3.22885,0.05429,1.129525,2.162372,3.42811,0.02789,1.774505,6.08319,0.04949,6.18133,2.137,2.588,2.303,5.688,6.98965,0.10393,2.36,0.135817,0.03257,2.17,2.10183,0.06564,1.43,0.890911,0.04455,2.11,0.0734006,0.01327,1.46,0.550595,0.03446,1.42,2.93213,0.08442,1.45,5.94921,0.28242,1.03,6.13593,0.29119,1.03,4.08985,0.15229,1.02,4.42599,0.14625,1.05,4.94769,0.17631,1.03,6.9044,0.37712,0.99,6.99167,0.08344,31.22,4.28974,0.26913,1.01,6.29273,0.54044,1.02,,,0.0,3.67692,0.06141,1.08,4.64013,0.04978,1.3,5.23205,0.13334,1.91,5.74036,0.06072,1.31,2.24979,0.04285,2.79,0.108099,0.05219,1.0,0.378377,0.05457,1.0,0.40654,0.13903,1.0,0.606707,0.05337,1.0,0.740243,0.06173,1.0,0.862376,0.04814,1.0,1.06026,0.06121,1.0,1.73349,0.06606,1.0,2.02181,0.16805,1.0,2.38868,0.18972,1.0,2.95423,0.25218,1.0,0.421408,0.05035,0.92,0.954036,0.04652,0.89,0.161713,0.14489,1.07,7.15309,0.2945,0.99,6.80105,0.05528,1.77,4.13766,0.08833,0.97,2.219,0.57018,1.7,0.47373,0.68393,1.59,0.89,2.79,1.02,0.99,0.0,57703.0,2.36,0,0,1,122.9128,b'1',,b'Simbad',0.272833,0.0127077,1.1875,0.0159754,2.54881,0.0225108,0.7463,-11.41,9.25,CDFS_,26.410257753925123,24.81341595425774,23.98415634407207,29.739832616081078,29.491370647381196,29.119022676380112,0.0
17488,17488,1971.21,4517.731,53.1993942,-27.7869339,0,39.0,0.78861,0.07343,1.216306,2.108675,0.90347,0.03772,1.774505,1.60321,0.06694,1.36719,1.843,1.999,1.727,4.329,1.66475,0.10501,1.29,0.0837841,0.04745,0.97,0.222577,0.0819,0.88,0.162867,0.0439,0.34,0.0584747,0.01417,1.22,0.112591,0.04018,1.0,0.351403,0.09561,1.07,1.08369,0.26137,1.16,1.166,0.2734,1.15,0.690233,0.1384,1.17,0.642624,0.1355,1.16,0.983129,0.16251,1.15,2.23267,0.34677,1.14,1.58942,0.1308,11.87,0.728297,0.24596,1.15,-0.0940059,0.49634,1.15,,,0.0,0.66038,0.05889,1.12,0.857267,0.04736,1.36,1.25409,0.177,1.04,1.1694,0.0576,1.38,0.216832,0.06927,1.03,0.0875129,0.05045,1.0,0.117334,0.05252,1.0,0.03987,0.13405,1.0,0.0467393,0.0513,1.0,0.100088,0.05943,1.0,0.106333,0.04702,1.0,-0.0461043,0.05894,1.0,0.186144,0.06457,1.0,0.110693,0.162,1.0,0.342412,0.18573,1.0,-0.125864,0.24231,1.0,0.0516279,0.04606,1.06,0.132158,0.04172,1.07,-0.0653687,0.14145,1.09,1.98917,0.27488,1.05,1.98055,0.04984,1.48,1.5364,0.04883,2.5,0.521548,0.53216,1.85,0.123343,0.59325,1.87,0.34,1.03,1.15,1.05,0.0,122000.0,1.29,0,0,1,23.94947,b'1',,b'Simbad',0.0639794,0.00944003,0.267951,0.0270493,0.696907,0.00472001,1.0788,-10.47,9.21,CDFS_,27.984899592636303,26.429861544548018,25.39206293309649,30.062566563827456,28.9196099234426,30.815142703128647,0.0
17762,17762,4351.498,4595.663,53.0872879,-27.7837029,3,118.0,2.9783,0.05636,1.087407,2.156687,3.21601,0.02895,1.774505,5.70682,0.05138,5.90696,2.161,3.402,2.751,7.128,6.43034,0.14051,2.19,0.143655,0.04071,1.38,1.34737,0.06911,1.28,0.63541,0.03177,2.16,0.0701235,0.01313,1.48,0.415151,0.03677,1.24,1.7903,0.08759,1.34,4.73686,0.29987,0.91,4.90638,0.30915,0.91,2.52706,0.1556,0.97,3.13127,0.14897,1.01,3.70541,0.17855,1.0,6.45755,0.38789,0.93,6.34819,0.08711,28.37,2.55319,0.26711,1.02,6.15247,0.54168,1.01,,,0.0,2.61746,0.06042,1.11,3.4073,0.04837,1.37,4.11702,0.17827,1.06,4.40922,0.05875,1.39,1.71119,0.04725,2.28,0.128076,0.05209,1.0,0.197351,0.05448,1.0,0.62494,0.13871,1.0,0.319117,0.05322,1.0,0.429068,0.06156,1.0,0.648436,0.04808,1.0,0.712898,0.06105,1.0,1.18839,0.06595,1.0,1.33975,0.16773,1.0,1.6743,0.1894,1.0,1.70131,0.25168,1.0,0.302468,0.05012,0.92,0.647571,0.04557,0.92,0.135616,0.14102,1.12,6.40769,0.29224,1.0,6.38652,0.06257,1.52,4.49417,0.08945,0.92,2.56598,0.60023,1.56,3.18259,0.71153,1.43,0.92,2.28,0.91,1.0,0.0,54556.0,2.19,0,0,1,111.0774,b'1',,b'Simbad',0.172598,0.0145231,0.764356,0.0179724,2.26396,0.0375786,0.7157,-10.35,9.21,CDFS_,26.90741060257746,25.291760802430822,24.112828126497334,29.59485168064691,29.363484810405133,28.56264850920504,0.0
18538,18538,5228.779,4710.258,53.0459747,-27.7789116,0,57.0,0.85648,0.06974,1.148097,2.185782,0.75677,0.03583,1.774505,1.3429,0.06358,1.6306,2.475,2.41,2.117,5.285,1.87415,0.123,1.43,-0.00375063,0.04753,1.04,0.168696,0.07706,1.07,0.029914,0.01643,2.3,-0.00338824,0.01287,1.62,-0.0161542,0.04168,1.01,0.280476,0.10049,1.05,1.87026,0.31426,0.85,1.76056,0.30516,0.96,0.3939,0.16892,0.85,0.710432,0.16998,0.79,0.841166,0.19463,0.85,1.62494,0.4213,0.81,1.84398,0.11704,16.49,0.362474,0.35296,0.6,0.927128,0.6642,0.69,,,0.0,0.537623,0.06354,1.04,0.96132,0.04965,1.33,0.92375,0.18006,1.06,1.27414,0.06218,1.28,0.17948,0.03874,3.51,0.000827186,0.05243,1.0,-0.0107874,0.05481,1.0,0.03713,0.14062,1.0,0.0439709,0.05372,1.0,0.00465995,0.06225,1.0,0.108341,0.04843,1.0,0.0351697,0.0621,1.0,0.112006,0.06665,1.0,0.031684,0.17015,1.0,0.251391,0.19212,1.0,-0.0644436,0.25411,1.0,0.0265899,0.04877,1.0,0.118885,0.04347,1.04,0.0496226,0.13904,1.2,1.78888,0.30002,1.01,2.91342,0.07533,0.8,3.06002,0.0863,0.92,2.0527,0.70787,1.09,-1.13639,0.83885,1.07,1.0,3.51,0.79,1.01,0.0,54389.0,1.43,0,0,1,21.12132,b'1',,b'Simbad',0.0875388,0.0148862,0.394379,0.0299539,0.949475,0.0361263,1.5056,,9.38,CDFS_,27.644498527702005,26.01021554636391,25.056291164744962,29.568040376111796,28.808866561048816,28.60544128981561,0.0
18695,18695,4964.748,4775.755,53.0584106,-27.7761879,3,262.0,13.07948,0.06532,1.078653,2.518985,11.0402,0.03356,1.774505,19.59089,0.05955,30.54458,3.006,3.873,2.736,7.585,32.98325,0.17557,1.63,0.626832,0.05488,1.04,4.56401,0.0892,1.06,2.12685,0.10634,2.26,0.426076,0.01663,1.28,1.57996,0.04814,1.0,7.18845,0.1151,1.06,21.05844,0.38299,0.76,24.28573,0.36897,0.87,10.1941,0.20261,0.78,12.0115,0.20837,0.7,14.7476,0.24252,0.73,33.6762,0.51885,0.71,33.16205,0.13029,17.65,1.45636,0.4412,0.51,29.4935,0.84218,0.57,,,0.0,9.74381,0.07409,1.01,14.0256,0.05984,1.22,16.67983,0.20744,1.07,19.4012,0.07283,1.24,5.32377,0.04352,3.68,0.771743,0.06053,1.0,1.1719,0.06337,1.0,1.41468,0.16222,1.0,1.65359,0.06203,1.0,1.8653,0.0718,1.0,2.02649,0.05586,1.0,2.6519,0.0714,1.0,4.24838,0.07686,1.0,4.7442,0.19622,1.0,5.10527,0.22163,1.0,6.43715,0.29293,1.0,1.23527,0.05645,0.99,2.30479,0.05026,1.03,0.673788,0.15589,1.26,33.11685,0.34077,1.03,44.80227,0.07731,0.73,32.6282,0.09366,0.84,33.7928,0.77238,1.12,24.4355,0.88653,1.06,0.99,3.68,0.7,1.03,0.0,49525.0,1.63,0,0,1,328.9709,b'1',0.837,b'Simbad',0.872702,0.0286832,3.24777,0.0684402,12.9347,0.14033,0.7898,-10.3,9.89,CDFS_,25.147835071862822,23.72103683532875,22.22060909901828,28.85593099715347,27.91172182502016,27.132123686974822,2.0
18999,18999,2017.072,4823.626,53.1972237,-27.774189,0,238.0,19.41704,0.06742,1.106281,2.104518,21.22032,0.03464,1.774505,37.65558,0.06147,36.93775,2.05,2.837,2.626,6.36,40.90847,0.1468,1.53,0.440883,0.04821,0.94,5.38252,0.08258,0.86,2.85797,0.1429,0.37,0.28495,0.0178,0.77,2.04704,0.03991,1.01,8.72672,0.09804,1.01,27.28682,0.26114,1.16,30.04693,0.2725,1.15,12.7304,0.13941,1.15,14.1923,0.1358,1.15,17.8446,0.16256,1.15,40.3449,0.34506,1.15,39.79581,0.1176,14.58,14.585,0.24233,1.18,35.8504,0.49536,1.15,,,0.0,12.1527,0.05876,1.12,16.4688,0.04753,1.34,20.97755,0.17226,1.09,25.4766,0.05758,1.37,6.24984,0.06207,1.27,0.733129,0.05041,1.0,1.10414,0.0525,1.0,1.61767,0.13377,1.0,2.21229,0.05124,1.0,2.7869,0.05937,1.0,3.19686,0.04683,1.0,3.8064,0.05884,1.0,4.83028,0.06444,1.0,5.59746,0.16193,1.0,6.2083,0.18519,1.0,7.93199,0.24194,1.0,1.1488,0.04517,1.09,3.21617,0.04177,1.05,0.110856,0.13959,1.11,41.7144,0.27328,1.06,36.35618,0.0515,1.55,29.0584,0.0542,2.55,26.2856,0.57254,1.8,30.9117,0.65373,1.73,0.37,1.27,1.15,1.06,0.0,127940.0,1.53,0,0,1,612.6106,b'1',,b'Simbad',0.449066,0.025597,2.44358,0.0845972,12.6415,0.200782,0.5017,-9.64,9.78,CDFS_,25.869224563252576,24.029933595252494,22.245503477501106,28.979527328887613,27.681610027528716,26.743188060130695,2.0
