ID,fracAGN
CDFS_15219,0.0
CDFS_15223,0.0
CDFS_15228,0.1
CDFS_15238,0.0
CDFS_15246,0.0
CDFS_15252,0.01
CDFS_15253,0.1
CDFS_15255,0.2
CDFS_15261,0.0
CDFS_15266,0.5
CDFS_15272,0.4
CDFS_15273,0.1
CDFS_15275,0.0
CDFS_15289,0.8
CDFS_15301,0.0
CDFS_15307,0.2
CDFS_15310,0.3
CDFS_15311,0.0
CDFS_15320,0.0
CDFS_15342,0.01
CDFS_15345,0.0
CDFS_15352,0.0
CDFS_15353,0.2
CDFS_15356,0.01
CDFS_15358,0.1
CDFS_15359,0.4
CDFS_15360,0.1
CDFS_15363,0.3
CDFS_15364,0.3
CDFS_15365,0.0
CDFS_15368,0.6
CDFS_15372,0.0
CDFS_15375,0.1
CDFS_15376,0.01
CDFS_15378,0.2
CDFS_15381,0.2
CDFS_15385,0.1
CDFS_15386,0.1
CDFS_15389,0.01
CDFS_15392,0.0
CDFS_15394,0.9
CDFS_15395,0.0
CDFS_15396,0.2
CDFS_15398,0.4
CDFS_15399,0.1
CDFS_15409,0.0
CDFS_15415,0.0
CDFS_15417,0.0
CDFS_15431,0.0
CDFS_15437,0.2
CDFS_15440,0.01
CDFS_15452,0.3
CDFS_15459,0.0
CDFS_15461,0.01
CDFS_15464,0.2
CDFS_15466,0.0
CDFS_15467,0.1
CDFS_15478,0.0
CDFS_15479,0.01
CDFS_15493,0.2
CDFS_15495,0.5
CDFS_15496,0.0
CDFS_15497,0.0
CDFS_15502,0.0
CDFS_15519,0.0
CDFS_15522,0.0
CDFS_15523,0.01
CDFS_15534,0.5
CDFS_15549,0.2
CDFS_15550,0.0
CDFS_15557,0.5
CDFS_15559,0.5
CDFS_15576,0.1
CDFS_15577,0.01
CDFS_15579,0.0
CDFS_15581,0.0
CDFS_15583,0.01
CDFS_15600,0.01
CDFS_15601,0.2
CDFS_15602,0.0
CDFS_15605,0.2
CDFS_15610,0.0
CDFS_15616,0.0
CDFS_15623,0.0
CDFS_15624,0.0
CDFS_15630,0.0
CDFS_15631,0.1
CDFS_15637,0.01
CDFS_15644,0.0
CDFS_15645,0.0
CDFS_15647,0.1
CDFS_15648,0.0
CDFS_15652,0.6
CDFS_15661,0.1
CDFS_15677,0.0
CDFS_15681,0.0
CDFS_15688,0.0
CDFS_15691,0.8
CDFS_15694,0.0
CDFS_15699,0.2
CDFS_15704,0.0
CDFS_15712,0.01
CDFS_15715,0.3
CDFS_15721,0.3
CDFS_15736,0.01
CDFS_15744,0.0
CDFS_15745,0.2
CDFS_15765,0.0
CDFS_15766,0.1
CDFS_15790,0.1
CDFS_15791,0.0
CDFS_15794,0.0
CDFS_15795,0.1
CDFS_15796,0.0
CDFS_15798,0.4
CDFS_15801,0.0
CDFS_15809,0.3
CDFS_15811,0.5
CDFS_15822,0.0
CDFS_15825,0.01
CDFS_15827,0.0
CDFS_15829,0.0
CDFS_15832,0.0
CDFS_15833,0.1
CDFS_15838,0.0
CDFS_15842,0.0
CDFS_15845,0.8
CDFS_15846,0.0
CDFS_15854,0.2
CDFS_15857,0.1
CDFS_15858,0.0
CDFS_15863,0.0
CDFS_15864,0.0
CDFS_15865,0.0
CDFS_15866,0.2
CDFS_15879,0.0
CDFS_15882,0.0
CDFS_15883,0.0
CDFS_15888,0.5
CDFS_15909,0.1
CDFS_15913,0.0
CDFS_15921,0.2
CDFS_15925,0.0
CDFS_15930,0.0
CDFS_15946,0.0
CDFS_15948,0.1
CDFS_15950,0.0
CDFS_15959,0.9
CDFS_15960,0.0
CDFS_15965,0.0
CDFS_15966,0.0
CDFS_15968,0.01
CDFS_15969,0.1
CDFS_15970,0.0
CDFS_15979,0.3
CDFS_15984,0.0
CDFS_15985,0.0
CDFS_15990,0.01
CDFS_16003,0.0
CDFS_16010,0.3
CDFS_16012,0.1
CDFS_16013,0.01
CDFS_16020,0.0
CDFS_16028,0.0
CDFS_16035,0.2
CDFS_16036,0.7
CDFS_16039,0.0
CDFS_16041,0.0
CDFS_16045,0.0
CDFS_16054,0.0
CDFS_16082,0.0
CDFS_16084,0.0
CDFS_16089,0.0
CDFS_16094,0.8
CDFS_16097,0.0
CDFS_16102,0.0
CDFS_16103,0.0
CDFS_16104,0.0
CDFS_16107,0.0
CDFS_16115,0.2
CDFS_16122,0.0
CDFS_16134,0.0
CDFS_16140,0.0
CDFS_16142,0.2
CDFS_16145,0.0
CDFS_16150,0.3
CDFS_16158,0.01
CDFS_16159,0.0
CDFS_16162,0.9
CDFS_16169,0.0
CDFS_16178,0.2
CDFS_16180,0.8
CDFS_16186,0.0
CDFS_16191,0.0
CDFS_16196,0.0
CDFS_16211,0.01
CDFS_16212,0.5
CDFS_16217,0.0
CDFS_16227,0.0
CDFS_16231,0.1
CDFS_16233,0.0
CDFS_16245,0.1
CDFS_16249,0.0
CDFS_16251,0.0
CDFS_16254,0.4
CDFS_16256,0.0
CDFS_16263,0.01
CDFS_16264,0.1
CDFS_16269,0.0
CDFS_16274,0.4
CDFS_16276,0.3
CDFS_16277,0.0
CDFS_16280,0.0
CDFS_16293,0.0
CDFS_16300,0.2
CDFS_16310,0.0
CDFS_16311,0.2
CDFS_16314,0.0
CDFS_16321,0.0
CDFS_16330,0.0
CDFS_16332,0.3
CDFS_16334,0.1
CDFS_16342,0.0
CDFS_16351,0.2
CDFS_16355,0.1
CDFS_16357,0.2
CDFS_16361,0.0
CDFS_16365,0.01
CDFS_16374,0.0
CDFS_16379,0.0
CDFS_16395,0.1
CDFS_16397,0.0
CDFS_16399,0.0
CDFS_16406,0.0
CDFS_16408,0.0
CDFS_16412,0.0
CDFS_16420,0.01
CDFS_16423,0.2
CDFS_16426,0.1
CDFS_16434,0.1
CDFS_16435,0.01
CDFS_16444,0.0
CDFS_16445,0.01
CDFS_16449,0.4
CDFS_16454,0.1
CDFS_16456,0.0
CDFS_16459,0.1
CDFS_16467,0.2
CDFS_16472,0.0
CDFS_16473,0.0
CDFS_16474,0.1
CDFS_16480,0.0
CDFS_16481,0.0
CDFS_16488,0.0
CDFS_16517,0.0
CDFS_16522,0.1
CDFS_16526,0.3
CDFS_16529,0.01
CDFS_16530,0.0
CDFS_16534,0.01
CDFS_16537,0.0
CDFS_16540,0.0
CDFS_16541,0.0
CDFS_16547,0.01
CDFS_16548,0.4
CDFS_16552,0.4
CDFS_16553,0.0
CDFS_16556,0.0
CDFS_16559,0.5
CDFS_16561,0.0
CDFS_16570,0.0
CDFS_16582,0.0
CDFS_16586,0.1
CDFS_16600,0.1
CDFS_16607,0.2
CDFS_16608,0.1
CDFS_16610,0.01
CDFS_16612,0.0
CDFS_16622,0.1
CDFS_16624,0.1
CDFS_16640,0.0
CDFS_16646,0.01
CDFS_16657,0.4
CDFS_16667,0.0
CDFS_16673,0.6
CDFS_16676,0.6
CDFS_16689,0.0
CDFS_16691,0.0
CDFS_16694,0.0
CDFS_16696,0.2
CDFS_16702,0.3
CDFS_16722,0.0
CDFS_16723,0.0
CDFS_16724,0.6
CDFS_16733,0.01
CDFS_16735,0.0
CDFS_16737,0.5
CDFS_16745,0.0
CDFS_16760,0.0
CDFS_16764,0.0
CDFS_16772,0.8
CDFS_16776,0.2
CDFS_16779,0.0
CDFS_16781,0.01
CDFS_16784,0.01
CDFS_16789,0.8
CDFS_16791,0.1
CDFS_16794,0.0
CDFS_16819,0.2
CDFS_16823,0.1
CDFS_16828,0.0
CDFS_16831,0.3
CDFS_16847,0.0
CDFS_16853,0.01
CDFS_16860,0.01
CDFS_16868,0.2
CDFS_16871,0.1
CDFS_16875,0.1
CDFS_16882,0.1
CDFS_16891,0.5
CDFS_16894,0.0
CDFS_16908,0.0
CDFS_16910,0.1
CDFS_16911,0.1
CDFS_16914,0.1
CDFS_16917,0.1
CDFS_16921,0.0
CDFS_16931,0.1
CDFS_16934,0.0
CDFS_16936,0.0
CDFS_16937,0.0
CDFS_16940,0.0
CDFS_16950,0.0
CDFS_16953,0.1
CDFS_16956,0.1
CDFS_16957,0.0
CDFS_16962,0.1
CDFS_16971,0.0
CDFS_16974,0.0
CDFS_16975,0.6
CDFS_16982,0.01
CDFS_16987,0.1
CDFS_16988,0.0
CDFS_16992,0.0
CDFS_16998,0.6
CDFS_16999,0.0
CDFS_17003,0.0
CDFS_17007,0.1
CDFS_17024,0.1
CDFS_17026,0.0
CDFS_17030,0.01
CDFS_17036,0.1
CDFS_17037,0.0
CDFS_17042,0.3
CDFS_17049,0.01
CDFS_17053,0.3
CDFS_17055,0.01
CDFS_17063,0.0
CDFS_17067,0.0
CDFS_17069,0.01
CDFS_17071,0.9
CDFS_17074,0.4
CDFS_17083,0.01
CDFS_17092,0.1
CDFS_17100,0.0
CDFS_17113,0.0
CDFS_17114,0.0
CDFS_17116,0.0
CDFS_17122,0.1
CDFS_17132,0.1
CDFS_17133,0.6
CDFS_17137,0.1
CDFS_17154,0.0
CDFS_17155,0.0
CDFS_17156,0.0
CDFS_17164,0.01
CDFS_17168,0.5
CDFS_17174,0.0
CDFS_17187,0.2
CDFS_17188,0.01
CDFS_17191,0.1
CDFS_17196,0.1
CDFS_17200,0.0
CDFS_17201,0.01
CDFS_17203,0.2
CDFS_17204,0.01
CDFS_17205,0.2
CDFS_17210,0.0
CDFS_17213,0.2
CDFS_17215,0.0
CDFS_17222,0.1
CDFS_17227,0.01
CDFS_17237,0.1
CDFS_17242,0.4
CDFS_17243,0.2
CDFS_17255,0.0
CDFS_17273,0.4
CDFS_17282,0.0
CDFS_17292,0.2
CDFS_17297,0.7
CDFS_17300,0.0
CDFS_17304,0.0
CDFS_17311,0.01
CDFS_17312,0.3
CDFS_17318,0.0
CDFS_17324,0.01
CDFS_17327,0.0
CDFS_17331,0.0
CDFS_17338,0.1
CDFS_17340,0.0
CDFS_17341,0.1
CDFS_17344,0.1
CDFS_17349,0.1
CDFS_17355,0.0
CDFS_17356,0.0
CDFS_17357,0.1
CDFS_17362,0.0
CDFS_17363,0.1
CDFS_17367,0.5
CDFS_17369,0.1
CDFS_17378,0.0
CDFS_17383,0.2
CDFS_17396,0.0
CDFS_17408,0.2
CDFS_17412,0.0
CDFS_17413,0.0
CDFS_17416,0.0
CDFS_17417,0.3
CDFS_17422,0.1
CDFS_17430,0.0
CDFS_17432,0.1
CDFS_17435,0.7
CDFS_17442,0.0
CDFS_17454,0.0
CDFS_17456,0.1
CDFS_17458,0.1
CDFS_17460,0.3
CDFS_17484,0.0
CDFS_17495,0.1
CDFS_17502,0.2
CDFS_17505,0.0
CDFS_17508,0.0
CDFS_17515,0.2
CDFS_17519,0.3
CDFS_17524,0.0
CDFS_17526,0.2
CDFS_17527,0.8
CDFS_17528,0.6
CDFS_17543,0.0
CDFS_17550,0.0
CDFS_17554,0.0
CDFS_17555,0.0
CDFS_17560,0.0
CDFS_17562,0.01
CDFS_17566,0.0
CDFS_17568,0.4
CDFS_17569,0.2
CDFS_17570,0.6
CDFS_17576,0.0
CDFS_17597,0.1
CDFS_17606,0.0
CDFS_17641,0.0
CDFS_17645,0.1
CDFS_17661,0.1
CDFS_17670,0.1
CDFS_17671,0.01
CDFS_17675,0.0
CDFS_17676,0.4
CDFS_17685,0.0
CDFS_17689,0.0
CDFS_17691,0.1
CDFS_17692,0.1
CDFS_17695,0.1
CDFS_17697,0.3
CDFS_17706,0.0
CDFS_17708,0.0
CDFS_17714,0.2
CDFS_17715,0.2
CDFS_17716,0.3
CDFS_17727,0.0
CDFS_17735,0.6
CDFS_17756,0.01
CDFS_17758,0.1
CDFS_17763,0.3
CDFS_17770,0.0
CDFS_17771,0.0
CDFS_17778,0.01
CDFS_17781,0.0
CDFS_17782,0.1
CDFS_17791,0.6
CDFS_17801,0.6
CDFS_17802,0.0
CDFS_17811,0.1
CDFS_17814,0.1
CDFS_17817,0.01
CDFS_17823,0.1
CDFS_17827,0.1
CDFS_17834,0.1
CDFS_17839,0.0
CDFS_17857,0.0
CDFS_17860,0.8
CDFS_17861,0.5
CDFS_17863,0.0
CDFS_17864,0.7
CDFS_17903,0.1
CDFS_17875,0.2
CDFS_17878,0.0
CDFS_17882,0.1
CDFS_17887,0.1
CDFS_17891,0.0
CDFS_17896,0.0
CDFS_17899,0.0
CDFS_17902,0.0
CDFS_17906,0.0
CDFS_17908,0.5
CDFS_17912,0.0
CDFS_17926,0.0
CDFS_17933,0.9
CDFS_17935,0.3
CDFS_17945,0.0
CDFS_17949,0.1
CDFS_17950,0.3
CDFS_17956,0.0
CDFS_17962,0.4
CDFS_17967,0.0
CDFS_17972,0.0
CDFS_17977,0.2
CDFS_17982,0.01
CDFS_17988,0.4
CDFS_17989,0.01
CDFS_18004,0.6
CDFS_18009,0.3
CDFS_18023,0.0
CDFS_18026,0.1
CDFS_18028,0.0
CDFS_18035,0.2
CDFS_18042,0.1
CDFS_18044,0.4
CDFS_18048,0.0
CDFS_18054,0.3
CDFS_18062,0.2
CDFS_18063,0.01
CDFS_18073,0.01
CDFS_18075,0.0
CDFS_18076,0.1
CDFS_18092,0.2
CDFS_18094,0.6
CDFS_18096,0.0
CDFS_18098,0.4
CDFS_18115,0.0
CDFS_18117,0.0
CDFS_18123,0.3
CDFS_18124,0.3
CDFS_18132,0.0
CDFS_18136,0.8
CDFS_18138,0.01
CDFS_18139,0.0
CDFS_18140,0.3
CDFS_18146,0.0
CDFS_18156,0.0
CDFS_18167,0.0
CDFS_18181,0.1
CDFS_18183,0.0
CDFS_18189,0.1
CDFS_18190,0.01
CDFS_18192,0.3
CDFS_18194,0.0
CDFS_18201,0.01
CDFS_18206,0.6
CDFS_18210,0.01
CDFS_18214,0.01
CDFS_18222,0.2
CDFS_18223,0.1
CDFS_18225,0.0
CDFS_18234,0.4
CDFS_18247,0.8
CDFS_18253,0.01
CDFS_18259,0.1
CDFS_18261,0.01
CDFS_18264,0.01
CDFS_18269,0.01
CDFS_18285,0.6
CDFS_18287,0.01
CDFS_18293,0.1
CDFS_18297,0.0
CDFS_18302,0.3
CDFS_18305,0.0
CDFS_18316,0.5
CDFS_18318,0.01
CDFS_18320,0.2
CDFS_18324,0.2
CDFS_18326,0.01
CDFS_18329,0.6
CDFS_18335,0.1
CDFS_18353,0.0
CDFS_18357,0.3
CDFS_18358,0.4
CDFS_18366,0.0
CDFS_18367,0.0
CDFS_18371,0.5
CDFS_18380,0.4
CDFS_18384,0.1
CDFS_18387,0.7
CDFS_18391,0.0
CDFS_18397,0.3
CDFS_18402,0.6
CDFS_18420,0.0
CDFS_18425,0.0
CDFS_18432,0.8
CDFS_18442,0.0
CDFS_18447,0.0
CDFS_18455,0.6
CDFS_18458,0.0
CDFS_18463,0.0
CDFS_18468,0.0
CDFS_18473,0.0
CDFS_18476,0.1
CDFS_18478,0.4
CDFS_18482,0.01
CDFS_18489,0.0
CDFS_18501,0.1
CDFS_18505,0.4
CDFS_18510,0.1
CDFS_18523,0.0
CDFS_18530,0.1
CDFS_18538,0.0
CDFS_18540,0.01
CDFS_18547,0.01
CDFS_18550,0.0
CDFS_18563,0.0
CDFS_18571,0.4
CDFS_18574,0.01
CDFS_18577,0.0
CDFS_18578,0.4
CDFS_18588,0.0
CDFS_18607,0.1
CDFS_18617,0.01
CDFS_18618,0.0
CDFS_18621,0.0
CDFS_18625,0.01
CDFS_18634,0.0
CDFS_18666,0.0
CDFS_18672,0.5
CDFS_18689,0.0
CDFS_18695,0.01
CDFS_18696,0.0
CDFS_18701,0.8
CDFS_18705,0.0
CDFS_18707,0.0
CDFS_18711,0.6
CDFS_18713,0.5
CDFS_18731,0.0
CDFS_18746,0.5
CDFS_18747,0.5
CDFS_18760,0.3
CDFS_18763,0.0
CDFS_18778,0.1
CDFS_18784,0.5
CDFS_18791,0.2
CDFS_18796,0.4
CDFS_18797,0.3
CDFS_18798,0.01
CDFS_18800,0.5
CDFS_18810,0.4
CDFS_18817,0.0
CDFS_18828,0.4
CDFS_18840,0.1
CDFS_18855,0.0
CDFS_18859,0.2
CDFS_18866,0.4
CDFS_18868,0.1
CDFS_18872,0.1
CDFS_18873,0.2
CDFS_18877,0.4
CDFS_18885,0.1
CDFS_18887,0.6
CDFS_18892,0.0
CDFS_18900,0.0
CDFS_18902,0.0
CDFS_18904,0.0
CDFS_18907,0.4
CDFS_18910,0.0
CDFS_18912,0.01
CDFS_18913,0.2
CDFS_18925,0.0
CDFS_18927,0.0
CDFS_18930,0.3
CDFS_18933,0.0
CDFS_18940,0.0
CDFS_18941,0.0
CDFS_18944,0.0
CDFS_18956,0.2
CDFS_18961,0.0
CDFS_18963,0.01
CDFS_18964,0.1
CDFS_18965,0.3
CDFS_18975,0.3
CDFS_18977,0.2
CDFS_18985,0.0
CDFS_18996,0.2
CDFS_19000,0.1
CDFS_19007,0.3
CDFS_19022,0.0
CDFS_19030,0.9
CDFS_19033,0.7
CDFS_19040,0.01
CDFS_19043,0.4
CDFS_19045,0.5
CDFS_19047,0.0
CDFS_19055,0.0
CDFS_19066,0.1
CDFS_19067,0.01
CDFS_19074,0.01
CDFS_19076,0.0
CDFS_19077,0.0
CDFS_19081,0.0
CDFS_19085,0.1
CDFS_19089,0.0
CDFS_19096,0.0
CDFS_19108,0.4
CDFS_19114,0.0
CDFS_19124,0.3
CDFS_19127,0.0
CDFS_19138,0.0
CDFS_19148,0.01
CDFS_19149,0.4
CDFS_19156,0.0
CDFS_19161,0.0
CDFS_19166,0.1
CDFS_19173,0.0
CDFS_19179,0.3
CDFS_19181,0.01
CDFS_19183,0.5
CDFS_19195,0.0
CDFS_19204,0.1
CDFS_19210,0.0
CDFS_19221,0.0
CDFS_19230,0.0
CDFS_19236,0.2
CDFS_19241,0.0
CDFS_19243,0.4
CDFS_19253,0.1
CDFS_19259,0.0
CDFS_19260,0.1
CDFS_19261,0.0
CDFS_19264,0.3
CDFS_19271,0.2
CDFS_19272,0.0
CDFS_19277,0.0
CDFS_19281,0.0
CDFS_19282,0.1
CDFS_19283,0.0
CDFS_19284,0.0
CDFS_19294,0.01
CDFS_19296,0.01
CDFS_19300,0.7
CDFS_19302,0.0
CDFS_19311,0.0
CDFS_19315,0.0
CDFS_19316,0.2
CDFS_19322,0.01
CDFS_19323,0.0
CDFS_19326,0.0
CDFS_19331,0.0
CDFS_19334,0.0
CDFS_19341,0.0
CDFS_19343,0.0
CDFS_19347,0.0
CDFS_19362,0.0
CDFS_19366,0.0
CDFS_19374,0.0
CDFS_19376,0.1
CDFS_19381,0.1
CDFS_19390,0.01
CDFS_19396,0.1
CDFS_19400,0.0
CDFS_19401,0.1
CDFS_19402,0.3
CDFS_19408,0.01
CDFS_19419,0.4
CDFS_19422,0.0
CDFS_19428,0.01
CDFS_19434,0.4
CDFS_19441,0.2
CDFS_19451,0.01
CDFS_19456,0.01
CDFS_19458,0.0
CDFS_19462,0.0
CDFS_19470,0.0
CDFS_19477,0.0
CDFS_19480,0.0
CDFS_19482,0.0
CDFS_19490,0.0
CDFS_19496,0.2
CDFS_19503,0.1
CDFS_19504,0.1
CDFS_19505,0.2
CDFS_19515,0.0
CDFS_19517,0.01
CDFS_19518,0.0
CDFS_19523,0.2
CDFS_19532,0.1
CDFS_19555,0.01
CDFS_19578,0.0
CDFS_19582,0.3
CDFS_19591,0.1
CDFS_19593,0.0
CDFS_19598,0.0
CDFS_19601,0.0
CDFS_19607,0.1
CDFS_19620,0.4
CDFS_19625,0.7
CDFS_19629,0.1
CDFS_19636,0.01
CDFS_19641,0.3
CDFS_19645,0.1
CDFS_19651,0.5
CDFS_19666,0.0
CDFS_19669,0.1
CDFS_19670,0.01
CDFS_19677,0.0
CDFS_19688,0.0
CDFS_19690,0.0
CDFS_19701,0.0
CDFS_19716,0.4
CDFS_19720,0.0
CDFS_19721,0.0
CDFS_19723,0.3
CDFS_19725,0.4
CDFS_19729,0.3
CDFS_19734,0.01
CDFS_19735,0.0
CDFS_19738,0.01
CDFS_19739,0.5
CDFS_19745,0.6
CDFS_19747,0.0
CDFS_19755,0.2
CDFS_19758,0.0
CDFS_19761,0.01
CDFS_19769,0.6
CDFS_19773,0.2
CDFS_19777,0.2
CDFS_19784,0.01
CDFS_19786,0.0
CDFS_19802,0.2
CDFS_19807,0.0
CDFS_19813,0.01
CDFS_19823,0.1
CDFS_19826,0.01
CDFS_19828,0.0
CDFS_19837,0.0
CDFS_19838,0.2
CDFS_19849,0.1
CDFS_19859,0.1
CDFS_19869,0.4
CDFS_19870,0.0
CDFS_19875,0.0
CDFS_19881,0.6
CDFS_19885,0.0
CDFS_19888,0.9
CDFS_19896,0.0
CDFS_19902,0.2
CDFS_19912,0.3
CDFS_19913,0.0
CDFS_19914,0.0
CDFS_19917,0.0
CDFS_19922,0.01
CDFS_19931,0.0
CDFS_19934,0.01
CDFS_19935,0.2
CDFS_19943,0.01
CDFS_19944,0.4
CDFS_19945,0.1
CDFS_19959,0.5
CDFS_19966,0.0
CDFS_19980,0.0
CDFS_19981,0.0
CDFS_19989,0.0
CDFS_19992,0.3
CDFS_20002,0.0
CDFS_20024,0.1
CDFS_20025,0.0
CDFS_20028,0.2
CDFS_20030,0.0
CDFS_20035,0.2
CDFS_20043,0.1
CDFS_20044,0.0
CDFS_20048,0.4
CDFS_20055,0.1
CDFS_20057,0.0
CDFS_20061,0.3
CDFS_20063,0.1
CDFS_20079,0.0
CDFS_20081,0.0
CDFS_20091,0.01
CDFS_20097,0.0
CDFS_20111,0.0
CDFS_20134,0.0
CDFS_20135,0.0
CDFS_20152,0.1
CDFS_20154,0.4
CDFS_20155,0.0
CDFS_20161,0.2
CDFS_20162,0.1
CDFS_20173,0.0
CDFS_20208,0.0
CDFS_20222,0.1
CDFS_20229,0.01
CDFS_20231,0.3
CDFS_20239,0.2
CDFS_20242,0.0
CDFS_20244,0.4
CDFS_20260,0.1
CDFS_20265,0.01
CDFS_20274,0.0
CDFS_20291,0.0
CDFS_20298,0.3
CDFS_20305,0.0
CDFS_20317,0.2
CDFS_20319,0.1
CDFS_20325,0.2
CDFS_20327,0.7
CDFS_20329,0.2
CDFS_20331,0.1
CDFS_20370,0.0
CDFS_20344,0.2
CDFS_20346,0.01
CDFS_20350,0.0
CDFS_20352,0.7
CDFS_20353,0.2
CDFS_20354,0.0
CDFS_20366,0.0
CDFS_20369,0.3
CDFS_20375,0.0
CDFS_20376,0.0
CDFS_20380,0.0
CDFS_20400,0.01
CDFS_20410,0.0
CDFS_20426,0.01
CDFS_20427,0.01
CDFS_20431,0.0
CDFS_20434,0.0
CDFS_20443,0.0
CDFS_20448,0.0
CDFS_20453,0.01
CDFS_20458,0.3
CDFS_20462,0.0
CDFS_20473,0.4
CDFS_20474,0.1
CDFS_20481,0.2
CDFS_20482,0.0
CDFS_20485,0.1
CDFS_20487,0.1
CDFS_20491,0.01
CDFS_20493,0.0
CDFS_20497,0.0
CDFS_20499,0.1
CDFS_20505,0.0
CDFS_20525,0.1
CDFS_20530,0.5
CDFS_20531,0.0
CDFS_20535,0.1
CDFS_20558,0.4
CDFS_20567,0.2
CDFS_20569,0.0
CDFS_20575,0.1
CDFS_20576,0.5
CDFS_20579,0.0
CDFS_20580,0.3
CDFS_20582,0.0
CDFS_20598,0.2
CDFS_20600,0.1
CDFS_20604,0.0
CDFS_20607,0.0
CDFS_20611,0.3
CDFS_20619,0.0
CDFS_20621,0.0
CDFS_20623,0.0
CDFS_20625,0.0
CDFS_20635,0.1
CDFS_20653,0.3
CDFS_20660,0.3
CDFS_20663,0.2
CDFS_20675,0.0
CDFS_20680,0.0
CDFS_20686,0.5
CDFS_20692,0.0
CDFS_20693,0.01
CDFS_20696,0.0
CDFS_20707,0.3
CDFS_20710,0.0
CDFS_20719,0.0
CDFS_20724,0.0
CDFS_20728,0.1
CDFS_20737,0.0
CDFS_20749,0.8
CDFS_20759,0.1
CDFS_20760,0.0
CDFS_20768,0.1
CDFS_20769,0.6
CDFS_20771,0.4
CDFS_20786,0.0
CDFS_20788,0.2
CDFS_20789,0.1
CDFS_20793,0.2
CDFS_20794,0.3
CDFS_20808,0.1
CDFS_20816,0.0
CDFS_20820,0.2
CDFS_20824,0.01
CDFS_20828,0.0
CDFS_20830,0.0
CDFS_20834,0.4
CDFS_20835,0.0
CDFS_20837,0.01
CDFS_20842,0.0
CDFS_20874,0.2
CDFS_20875,0.0
CDFS_20878,0.0
CDFS_20881,0.0
CDFS_20882,0.0
CDFS_20886,0.1
CDFS_20891,0.5
CDFS_20906,0.01
CDFS_20921,0.0
CDFS_20922,0.6
CDFS_20924,0.2
CDFS_20938,0.2
CDFS_20941,0.0
CDFS_20946,0.1
CDFS_20958,0.01
CDFS_20961,0.1
CDFS_20969,0.0
CDFS_20976,0.3
CDFS_20977,0.0
CDFS_20979,0.01
CDFS_20982,0.0
CDFS_20989,0.01
CDFS_20991,0.0
CDFS_20992,0.1
CDFS_21017,0.0
CDFS_21021,0.0
CDFS_21024,0.9
CDFS_21030,0.01
CDFS_21031,0.3
CDFS_21035,0.0
CDFS_21037,0.0
CDFS_21043,0.01
CDFS_21044,0.01
CDFS_21052,0.01
CDFS_21057,0.0
CDFS_21068,0.01
CDFS_21075,0.1
CDFS_21080,0.0
CDFS_21081,0.0
CDFS_21086,0.2
CDFS_21118,0.0
CDFS_21122,0.1
CDFS_21123,0.01
CDFS_21132,0.0
CDFS_21141,0.1
CDFS_21142,0.2
CDFS_21144,0.1
CDFS_21156,0.9
CDFS_21170,0.0
CDFS_21172,0.2
CDFS_21174,0.01
CDFS_21175,0.0
CDFS_21177,0.0
CDFS_21178,0.0
CDFS_21184,0.0
CDFS_21187,0.0
CDFS_21188,0.0
CDFS_21201,0.1
CDFS_21205,0.0
CDFS_21207,0.0
CDFS_21208,0.0
CDFS_21226,0.0
CDFS_21235,0.4
CDFS_21236,0.3
CDFS_21238,0.01
CDFS_21246,0.6
CDFS_21249,0.0
CDFS_21251,0.1
CDFS_21255,0.2
CDFS_21261,0.0
CDFS_21264,0.1
CDFS_21266,0.0
CDFS_21268,0.0
CDFS_21276,0.01
CDFS_21301,0.0
CDFS_21304,0.0
CDFS_21305,0.0
CDFS_21332,0.01
CDFS_21333,0.0
CDFS_21337,0.3
CDFS_21341,0.0
CDFS_21343,0.01
CDFS_21347,0.0
CDFS_21365,0.7
CDFS_21367,0.0
CDFS_21368,0.01
CDFS_21372,0.1
CDFS_21373,0.0
CDFS_21377,0.01
CDFS_21381,0.01
CDFS_21382,0.0
CDFS_21388,0.1
CDFS_21389,0.1
CDFS_21396,0.0
CDFS_21400,0.4
CDFS_21403,0.6
CDFS_21405,0.0
CDFS_21408,0.3
CDFS_21411,0.0
CDFS_21416,0.0
CDFS_21418,0.0
CDFS_21426,0.01
CDFS_21429,0.1
CDFS_21436,0.0
CDFS_21439,0.01
CDFS_21455,0.0
CDFS_21457,0.2
CDFS_21466,0.1
CDFS_21474,0.0
CDFS_21477,0.0
CDFS_21482,0.0
CDFS_21485,0.0
CDFS_21488,0.2
CDFS_21493,0.0
CDFS_21502,0.01
CDFS_21523,0.0
CDFS_21536,0.01
CDFS_21547,0.1
CDFS_21551,0.2
CDFS_21555,0.01
CDFS_21559,0.1
CDFS_21561,0.0
CDFS_21565,0.1
CDFS_21566,0.0
CDFS_21568,0.4
CDFS_21571,0.1
CDFS_21577,0.3
CDFS_21583,0.01
CDFS_21596,0.0
CDFS_21601,0.0
CDFS_21616,0.0
CDFS_21625,0.0
CDFS_21629,0.0
CDFS_21631,0.4
CDFS_21634,0.0
CDFS_21640,0.1
CDFS_21642,0.1
CDFS_21651,0.0
CDFS_21655,0.1
CDFS_21657,0.0
CDFS_21658,0.2
CDFS_21659,0.0
CDFS_21665,0.01
CDFS_21673,0.01
CDFS_21682,0.0
CDFS_21686,0.0
CDFS_21691,0.1
CDFS_21697,0.1
CDFS_21707,0.2
