ID,UV_Full,VJ_Full,UV_Decomposed,VJ_Decomposed,zpk,UG_Full,GR_Full,UG_Decomposed,GR_Decomposed
CDFS_28704,0.8330341748342676,0.5417629874357317,0.8383365857363856,0.5428661107370374,0.5128,0.1117877810522856,0.6450899035494899,0.11256126527129595,0.6502244129693224
CDFS_28706,0.6841430223925045,0.6764381074641932,0.683983663059962,0.6706923256782602,2.4271,0.7765600248184086,0.31450898878902933,0.7765659117605566,0.31435142807674765
CDFS_28708,0.7832777888778253,0.5066729790074476,0.7832777888778253,0.5066729790074476,0.961,-0.0013951473250841673,0.13037638666575901,-0.0013951473250841673,0.13037638666575901
CDFS_28721,0.4502340621251335,0.541825506006802,0.4501441824147321,0.5403697208066092,1.1046,-0.07083808885569454,-0.07873108589161859,-0.0708707184768258,-0.07884811043287243
CDFS_28726,1.8349121454429849,1.0858872318270585,1.8349121454429849,1.0858872318270585,0.5208,0.8397922040372947,1.3735518433255436,0.8397922040372947,1.3735518433255436
CDFS_28732,0.7577935786576973,0.8885368350267555,0.9610301992540968,0.9788690782268787,0.7466,0.14381304868898326,0.29343547718920604,0.15675590664699257,0.388999497135444
CDFS_28736,0.035516414230698956,0.01262829395939491,0.035516414230698956,0.01262829395939491,2.1449,0.03562727379919295,-0.031146898197050632,0.03562727379919295,-0.031146898197050632
CDFS_28739,1.4736980190606346,0.9720958304246778,1.4737327153640507,0.97198335783483,0.6579,0.202054310468057,0.874074395957436,0.20200870820920613,0.8741130961634269
CDFS_28756,0.4767565918654242,0.27823434448816897,0.4767565918654242,0.27823434448816897,1.4702,-0.005541747942643838,-0.08716615209097256,-0.005541747942643838,-0.08716615209097256
CDFS_28757,0.6489362248628652,0.3456786381430845,0.6489362248628652,0.3456786381430845,1.6005,-0.01567142123906251,-0.032683994752360945,-0.01567142123906251,-0.032683994752360945
CDFS_28764,1.1062164013897302,0.9090467396477777,1.1062975179279277,0.908283691589503,1.534,0.2866399260749972,0.21765145120691898,0.2865908195691844,0.21755966142369232
CDFS_28765,0.7425039824902058,0.43856072784099354,0.7425039824902058,0.43856072784099354,1.0675,0.004246492071843022,0.08279008318311298,0.004246492071843022,0.08279008318311298
CDFS_28767,0.6813857618478352,0.43451210190231393,0.7022743751034426,0.4094491192274319,0.9195,0.029824259687345034,0.15907698088118138,-0.0076922851320375685,0.12654208987643756
CDFS_28775,0.6891869033142939,0.3750857161166863,0.6891869033142939,0.3750857161166863,0.7385,-0.03850121780487825,0.29443260853453523,-0.03850121780487825,0.29443260853453523
CDFS_28777,0.8306611831390995,0.8096378252396335,1.0814994257358137,0.8914131328926231,1.2679,0.17607530964640716,0.15222800895328703,0.3054179087275344,0.23581142994316906
CDFS_28788,0.34926309559017454,0.39825016341659136,0.509883964432376,0.22575358537446277,3.4772,4.787971407746241,1.10976320876712,,
CDFS_28790,0.2912476916809794,0.47212582540261394,0.5148112630715929,0.6089443579099338,3.4854,3.8161413999954448,1.0706635076894742,,
CDFS_28795,1.006090435069126,0.6309442685991229,1.0088359492431636,0.619572189318859,1.048,0.028811369096260364,0.19252522404408978,0.021289879457668803,0.18080217879591487
CDFS_28804,0.7425039824902058,0.43856072784099354,0.7425039824902058,0.43856072784099354,0.7423,-0.010275040363111998,0.3174750727140463,-0.010275040363111998,0.3174750727140463
CDFS_28815,0.20548527608772815,0.30182859833837483,0.42650345444167215,0.19303741703103583,3.7404,4.968699793903696,1.2843296806080673,,
CDFS_28826,0.8316115903352568,0.707496284939694,0.8316115903352568,0.707496284939694,1.5908,0.267898485108816,0.21599111570387208,0.267898485108816,0.21599111570387208
CDFS_28827,0.702274375103471,0.4094491192274319,0.702274375103471,0.4094491192274319,0.8275,-0.015252857727020341,0.19795477937969963,-0.015252857727020341,0.19795477937969963
CDFS_28829,1.6167385889470722,1.537875943628606,1.6197692351087625,1.5384621221897703,1.5154,0.625418946019991,0.5187844428500625,0.6237673400592882,0.514387195416603
CDFS_28834,1.264319610277198,0.841937677282715,1.3803541573013405,0.8638383299718271,0.8932,0.016750694568344215,0.40865308197857075,0.009924282231182247,0.49639678444272306
CDFS_28836,0.9131742119788129,0.5080981932584621,0.9131742119788129,0.5080981932584621,0.7351,-0.019948343602834484,0.41171704880710536,-0.019948343602834484,0.41171704880710536
CDFS_28839,1.4733773894148214,0.9731348121838295,1.473732715364065,0.9719833578348158,0.9716,0.058016835370310105,0.47199320367559494,0.05777433907184104,0.47185442701629654
CDFS_28840,0.2668154621586325,0.24952342049961374,0.38002440579705876,0.17604594079324443,2.5136,0.6577180223809762,0.08941994984370183,0.710234631412618,0.0071767866231766675
CDFS_28842,0.37417457462399284,0.3716180052161775,0.509883964432376,0.22575358537446277,3.491,5.183727910219048,1.0828112154954397,,
CDFS_28846,1.3803541573013405,0.8638383299718271,1.3803541573013405,0.8638383299718271,0.7252,0.08206117907376154,0.706896455687172,0.08206117907376154,0.706896455687172
CDFS_28848,0.9106986802810297,0.7331064093711745,0.9106986802810297,0.7331064093711745,1.0348,0.21710375226400913,0.26270993030911427,0.21710375226400913,0.26270993030911427
CDFS_28860,0.8353311720236434,0.5507224997573843,0.8353311720236434,0.5507224997573843,0.8497,-0.0063363654054455765,0.2246472084489426,-0.0063363654054455765,0.2246472084489426
CDFS_28870,1.1098926493476426,0.9526706753979113,1.1465123358699856,0.9356157478145519,0.7485,0.28601737450789244,0.5771818309560643,0.2115560336327036,0.5386317645986196
CDFS_28873,1.8698824276507935,1.4480044460914314,1.8698824276507935,1.4480044460914314,1.0415,0.277242179761231,0.6445042242599044,0.277242179761231,0.6445042242599044
CDFS_28887,0.8146102177504417,0.5418637704281082,0.9131742119788271,0.5080981932584478,1.2217,0.12262909584261195,0.14767190922229645,0.028096297646300172,0.032885212862140634
CDFS_28888,0.7425039824902058,0.43856072784099354,0.7425039824902058,0.43856072784099354,1.1821,0.05284365699297666,0.04540679409201687,0.05284365699297666,0.04540679409201687
CDFS_28895,0.6839836630599478,0.670692325678246,0.6839836630599478,0.670692325678246,2.3041,0.6697636601088419,0.2825565227134632,0.6697636601088419,0.2825565227134632
CDFS_28896,0.9786239112840747,0.6201234132630304,1.0017731726821637,0.6181822285977461,0.823,0.0416635230723017,0.35910356031818935,0.018590229524747315,0.3532663546143624
CDFS_28898,0.5148112630715929,0.608944357909948,0.5148112630715929,0.608944357909948,2.0543,0.4713652240214401,0.2408195582364101,0.4713652240214401,0.2408195582364101
CDFS_28909,1.0060647070060185,0.6310504097407801,1.0088359492431493,0.619572189318859,1.048,0.02888298198543282,0.19263584659327648,0.021289879457668803,0.18080217879591487
CDFS_28920,0.6641517577605214,0.39973791659556923,0.6720919671826238,0.3874978357155072,0.7469,-0.0018005036247075168,0.28676079966263046,-0.019022738168203546,0.2801771806028768
CDFS_28923,1.0053626593095402,0.8696193707004483,1.0760755343851542,0.8877266633368777,1.0052,0.2711339121702139,0.3381563061141435,0.22207478872343245,0.30853005717014526
CDFS_28932,0.3849523522292486,0.516561227328566,0.8273436744116225,0.7061235627935076,3.8724,5.308034067804726,1.4648052280545727,,
CDFS_28933,1.6418127061447763,1.879492894538501,1.763195562045297,1.9189673318357023,1.9579,1.274790070576131,0.8711859557960224,1.3498535017509852,0.9029445222899284
CDFS_28935,0.5650974177609385,0.607398740657942,0.8477490923813491,0.7126979504009654,2.7405,1.1438234922214576,0.38604195964029486,5.889278684520363,0.5794859923311861
CDFS_28956,0.3070633473493558,0.5204098533618691,0.384455895582164,0.5836452827890497,1.8563,0.262891257494303,0.18956937856623313,0.281307400391114,0.20914914558289865
CDFS_28962,0.8543921367668474,0.7266280997435075,0.9106986802810155,0.7331064093711745,2.2933,0.7903673164425555,0.3780228888356305,0.7596248649205961,0.33446302269884143
CDFS_28983,0.41425841675874153,0.11196499197879461,0.4140961304897388,0.10809646809603635,1.263,0.007046622607802533,-0.06845123302952061,0.007006374915206948,-0.06863229656541137
CDFS_28988,0.6841480438218497,0.6766186507528147,0.6839836630599336,0.6706923256782744,2.986,2.4729725350197924,0.5320195894322524,2.4745010084992174,0.5319524204741839
CDFS_29004,0.9131742119788129,0.5080981932584336,0.9131742119788129,0.5080981932584336,0.5763,0.09525115760955316,0.6417492084278678,0.09525115760955316,0.6417492084278678
