ID,U_Full,V_Full,J_Full,U_Decomposed,V_Decomposed,J_Decomposed,zpk
CDFS_10131,-103.13907997146646,-103.40603706176799,-103.65546688871888,-102.42066661571232,-102.8006910215094,-102.97673696230262,2.6124
CDFS_10136,-101.82348409651664,-102.46942280819945,-102.79346649936271,-101.82348409651664,-102.46942280819945,-102.79346649936271,0.7886
CDFS_10138,-100.50960726683343,-101.46560452889403,-102.02334810603439,-100.50960726683343,-101.46560452889403,-102.02334810603439,0.9077
CDFS_10139,-100.93664613592937,-101.94548208517253,-102.5650542744914,-100.93664613592937,-101.94548208517253,-102.5650542744914,0.9162
CDFS_10141,-104.42492312073009,-105.46494395149962,-106.08415773316368,-104.42491825603355,-105.46494005159731,-106.08413841288744,0.6087
CDFS_10142,-99.53989871079148,-100.4530729227703,-100.96117111602874,-99.53989871079148,-100.4530729227703,-100.96117111602874,0.6036
CDFS_10153,-100.5774600538493,-101.15834492632713,-101.43437023178907,-100.5774600538493,-101.15834492632713,-101.43437023178907,0.3638
CDFS_10162,-101.51123186144565,-101.9253279919354,-102.03342446003143,-101.51123186144565,-101.9253279919354,-102.03342446003143,1.1021
CDFS_10163,-101.54939788947523,-102.46256471766606,-102.97100978577762,-101.54931715682069,-102.4624913687995,-102.97058956205795,0.4192
CDFS_10169,-100.4735367999765,-101.2160407824667,-101.6546015103077,-100.4735367999765,-101.2160407824667,-101.6546015103077,0.5036
CDFS_10173,-99.8083485964551,-100.80553486950373,-101.49921548230928,-99.80603075847921,-100.80358615980799,-101.48977120973242,0.6236
CDFS_10209,-101.07474342153259,-101.92865163745387,-102.42695742957922,-100.96230128253018,-101.87547549450899,-102.38357368776744,1.611
CDFS_10212,-102.36681289644432,-102.8276380895719,-103.2426585407692,-102.35699819700741,-102.78350165144911,-102.97653906848012,2.7152
CDFS_10216,-103.32589592192525,-103.83448458335269,-104.44052930948884,-103.29407663060488,-103.80888789367646,-104.41783225158642,2.0541
CDFS_10220,-103.85761629096152,-105.22784510361441,-106.79107029614251,-103.13126439009353,-105.01509099657596,-106.71759781113558,1.2884
CDFS_10223,-104.06746154775065,-104.81189996739022,-105.24927068523247,-104.06746154775065,-104.81189996739022,-105.24927068523247,0.7319
CDFS_10236,-102.46652166331778,-102.76598477345273,-102.82815754713818,-102.46652166331778,-102.76598477345273,-102.82815754713818,1.5792
CDFS_10246,-103.80561791059257,-104.19074002343386,-104.49428021581133,-103.28930080980216,-103.73616681380224,-103.93725570235084,3.4918
CDFS_10252,-103.79116761954299,-104.74479646308046,-105.60758132474433,-103.67897603141385,-104.58967471169488,-105.32278112106607,2.7405
CDFS_10256,-101.17050299121908,-101.58459912170882,-101.69269558980487,-101.17050299121908,-101.58459912170882,-101.69269558980487,0.9426
CDFS_10259,-102.3786209743573,-102.77448823046322,-102.95728940859365,-102.3786209743573,-102.77448823046322,-102.95728940859365,1.9197
CDFS_10263,-102.7327335290375,-102.91547137294243,-102.92948303266553,-102.7327335290375,-102.91547137294243,-102.92948303266553,0.5225
CDFS_10283,-102.58802002078934,-102.79007307659896,-102.84587018940498,-102.58802002078934,-102.79007307659896,-102.84587018940498,2.0657
CDFS_10286,-103.03659568363395,-103.84899341664784,-104.3475020808138,-103.03659568363395,-103.84899341664784,-104.3475020808138,0.6806
CDFS_10291,-100.40538828169254,-101.10752945572071,-101.85777041981703,-100.39833466623733,-101.0823183292973,-101.75301065497555,0.863
CDFS_10293,-102.81934395993203,-103.5216199742807,-103.93116142641918,-102.81932809453906,-103.52160246964252,-103.93105158886996,1.0978
CDFS_10295,-102.51255432860832,-102.89513516126067,-103.12296463564549,-102.50725963543107,-102.88728404122813,-103.06332998202137,2.7784
CDFS_10303,-98.55023264081952,-99.46340685279834,-99.97150504605679,-98.55023264081952,-99.46340685279834,-99.97150504605679,0.1984
CDFS_10311,-102.1758837281725,-102.82481995303536,-103.17049859117844,-102.1758837281725,-102.82481995303536,-103.17049859117844,1.0496
CDFS_10315,-104.97142938578249,-105.40214422787791,-105.97785304805493,-104.97142938578249,-105.40214422787791,-105.97785304805493,2.3107
CDFS_10317,-103.67501906346043,-105.05624361818853,-106.15618101860356,-103.63210255807438,-105.04284690302875,-106.149545118655,1.6222
CDFS_10322,-103.02703810010696,-103.07539930120333,-103.18862606555781,-102.57943435737182,-102.61651606943337,-102.62905177380873,2.8198
CDFS_10324,-103.3231638717656,-103.67311917336698,-103.9440654614146,-102.64237246429508,-103.15225642872745,-103.37801001410193,3.5187
CDFS_10327,-102.19434867015718,-102.82717744693866,-103.16102874580884,-102.19434867015718,-102.82717744693866,-103.16102874580884,1.5581
CDFS_10328,-101.22739345733143,-102.14056766931024,-102.64866586256869,-101.22739345733143,-102.14056766931024,-102.64866586256869,0.9468
CDFS_10330,-104.87404207609902,-105.62687427967487,-106.34082182807686,-104.2959619292519,-105.20666060953295,-105.9397670189041,3.1115
CDFS_10336,-102.88090800670477,-103.10305207557208,-103.28809874798678,-102.52313378881712,-102.77857644022612,-102.90376187599452,3.3734
CDFS_10339,-103.45564016278982,-104.92937287815387,-105.90135623598869,-103.45564016278982,-104.92937287815387,-105.90135623598869,0.841
CDFS_10340,-104.10435538901655,-104.82291824876215,-105.2824799281116,-103.98832127342338,-104.73082525591359,-105.16938598375455,1.9852
CDFS_10342,-102.75366527471617,-103.50762244471584,-104.20930094267817,-102.42542122442273,-103.26179277105734,-103.97082156525912,2.4931
CDFS_10355,-102.17246682941712,-102.74760090078382,-103.19030140767451,-101.42968504692931,-102.3428592589081,-102.85095745216657,1.3867
CDFS_10356,-102.0224435956087,-102.44967010110351,-102.76442785430034,-101.50792720289367,-102.01781116732604,-102.24356475270054,2.2044
CDFS_10360,-100.4481400970663,-101.45697604630946,-102.07654823562834,-100.4481400970663,-101.45697604630946,-102.07654823562834,1.6192
CDFS_10371,-103.86830501436528,-104.59926991492084,-105.04794552814914,-103.81360596069598,-104.55610994318619,-104.99467067102715,1.6208
CDFS_10374,-101.77668582483471,-102.42262453651756,-102.7466682276808,-101.77668582483471,-102.42262453651756,-102.7466682276808,0.7526
CDFS_10394,-101.66175019493188,-102.07584632542162,-102.18394279351767,-101.66175019493188,-102.07584632542162,-102.18394279351767,1.2343
CDFS_10401,-103.21719898632922,-103.7894529460796,-104.23399718518274,-103.0487226008431,-103.55860656527548,-103.78436015064995,3.7612
CDFS_10409,-100.08311762398021,-101.5052244071611,-102.41718254376586,-100.08311762398021,-101.5052244071611,-102.41718254376586,0.6246
CDFS_10412,-102.37360109590773,-102.66486419784549,-102.90858097724693,-102.37329382404306,-102.6582649034796,-102.71391421148464,1.5184
CDFS_10417,-101.0823169320313,-101.9954911440101,-102.50358933726856,-101.0823169320313,-101.9954911440101,-102.50358933726856,0.5249
CDFS_10432,-99.69067864124705,-100.76675417563222,-101.65448083896908,-99.69067864124705,-100.76675417563222,-101.65448083896908,0.4816
CDFS_10437,-102.73627097776699,-103.24615494219935,-103.47190852757385,-102.73627097776699,-103.24615494219935,-103.47190852757385,1.3007
CDFS_10441,-104.27806275421992,-105.17671992804114,-105.9066214744675,-104.25068634639003,-105.16138502667106,-105.89449143604222,2.7019
CDFS_10451,-101.20906141042119,-102.58941556772251,-103.45325389769437,-101.20906141042119,-102.58941556772251,-103.45325389769437,0.5546
CDFS_10453,-104.31831806638104,-104.5829945968096,-104.70937413685576,-104.31831806638104,-104.5829945968096,-104.70937413685576,1.9446
CDFS_10462,-104.19927935537052,-104.59853639450509,-104.86407772371993,-103.75421754531266,-104.21121315943836,-104.37179147744197,3.7612
CDFS_10468,-99.92273216244695,-101.30308631974827,-102.16692464972013,-99.92273216244695,-101.30308631974827,-102.16692464972013,0.7311
CDFS_10475,-99.07093613721402,-99.98160173856385,-100.71593996307655,-99.07056602366802,-99.98126470394907,-100.71437111332023,0.5197
CDFS_10477,-100.35526894177833,-102.18972143350946,-103.27630003311381,-100.35451687600033,-102.18942902144333,-103.27531625327039,0.3901
CDFS_10478,-103.51178177842209,-104.56272138031466,-105.31069482408988,-103.51177687450081,-104.56271745585528,-105.31067679436539,0.7485
CDFS_10488,-103.50567892016602,-105.09658067254998,-106.62937911558821,-103.39281400675202,-105.01258324186077,-106.55104536405055,1.5372
CDFS_10502,-100.06097687877725,-100.70630960320347,-101.0908436629665,-99.91609270302497,-100.60527960633927,-100.98036532245595,0.4872
CDFS_10503,-103.0540746422475,-103.68698538846111,-104.0239660324674,-103.05360931605131,-103.68643809283282,-104.02028939170296,1.5937
CDFS_10511,-102.98160067661897,-104.39216894185378,-105.49941430181136,-102.98118678125063,-104.391931126205,-105.49862934183125,0.7394
CDFS_10520,-99.38189385247667,-100.76205387899343,-101.62676913452943,-99.38141932811419,-100.76177348541552,-101.62561181538736,0.5964
CDFS_10521,-105.01774914140582,-106.16410533427305,-107.1009475731274,-105.01716457741497,-106.16367691328497,-107.09929266109953,1.9994
CDFS_10524,-103.18222383945985,-104.13822110152046,-104.69596467866083,-103.18222383945985,-104.13822110152046,-104.69596467866083,0.5692
CDFS_10532,-99.64665680764712,-100.55983101962593,-101.06792921288438,-99.64665680764712,-100.55983101962593,-101.06792921288438,0.2063
CDFS_10535,-102.8887666618605,-103.72100192480572,-104.27310474989376,-102.88876230325728,-103.72099765538582,-104.27308119654016,0.5197
CDFS_10538,-104.04807458336555,-104.73013239706391,-105.12755917481377,-104.03775595579403,-104.72392771831039,-105.12167193521698,1.3651
CDFS_10553,-104.19936423820629,-104.87146917469352,-105.25955822291002,-104.19926775312544,-104.87135972030806,-105.25885755602357,1.5242
CDFS_10559,-103.37547146450191,-103.88962633213468,-104.4997608221138,-103.35480127879897,-103.86961254187055,-104.4785568997805,2.4673
CDFS_10580,-101.96706204182692,-102.51417318839813,-102.88547740177887,-101.96609959069342,-102.51294801051381,-102.87748964498512,1.866
CDFS_10589,-102.98951731030341,-104.47612041006884,-105.45387739470206,-102.98949077260183,-104.47610625808643,-105.45382595048834,0.5692
CDFS_10591,-102.58122722310918,-103.25331919029182,-103.6408170260073,-102.58122722310918,-103.25331919029182,-103.6408170260073,1.69
CDFS_10593,-101.98629285863377,-102.16903070253869,-102.1830423622618,-101.98629285863377,-102.16903070253869,-102.1830423622618,1.3594
CDFS_10594,-101.53356271022695,-102.00239859362566,-102.63706570059925,-101.53356271022695,-102.00239859362566,-102.63706570059925,1.2842
CDFS_10596,-101.94332964772867,-102.56207832215479,-102.88565560063006,-101.94331784181075,-102.56206425477785,-102.88556005863221,0.688
CDFS_10599,-104.05824579505001,-104.34704510300222,-104.87332487081771,-103.58852735547431,-103.97943512048138,-104.586823378456,2.9466
CDFS_10603,-101.08109453921763,-102.13203512057211,-102.87999445908221,-101.08109453921763,-102.13203512057211,-102.87999445908221,0.6825
CDFS_10608,-102.37165077850362,-102.6308239405809,-102.92736878697926,-102.32565507812778,-102.50839292203268,-102.5224045817558,2.3296
CDFS_10610,-102.19007266437114,-102.93257664686135,-103.37113737470231,-102.19007266437114,-102.93257664686135,-103.37113737470231,1.492
CDFS_10612,-103.35121271404235,-103.96995912700945,-104.2934549308638,-103.35121271404235,-103.96995912700945,-104.2934549308638,1.2316
CDFS_10615,-101.11472655321693,-102.02790076519575,-102.53599895845419,-101.11472655321693,-102.02790076519575,-102.53599895845419,0.6232
CDFS_10619,-100.19351836149156,-101.10562903083151,-101.63956857009303,-100.15268649205507,-101.06586070403388,-101.57395889729231,0.722
CDFS_10629,-101.74935843506653,-102.2592423994989,-102.4849959848734,-101.74935843506653,-102.2592423994989,-102.4849959848734,1.2695
CDFS_10639,-104.58533704254748,-105.24318281603983,-105.90116935649063,-104.58533704254748,-105.24318281603983,-105.90116935649063,1.8479
CDFS_10641,-100.25837700541075,-101.25673495989096,-101.91923168836968,-100.15787112823958,-101.16670707748273,-101.78627926680159,0.9137
CDFS_10642,-101.1635973491953,-101.67348131362769,-101.89923489900215,-101.1635973491953,-101.67348131362769,-101.89923489900215,1.0407
CDFS_10644,-102.99997430519079,-103.63280429105258,-103.9667018162727,-102.99996744315666,-103.63279621993817,-103.96664751880833,0.3528
CDFS_10647,-103.16387942510627,-103.9087591421343,-104.34640035086824,-103.16377419125945,-103.90864755778591,-104.34571914834207,0.5428
CDFS_10652,-102.35236944763886,-104.22609207827732,-105.6983702679677,-102.33381369043599,-104.2036961180868,-105.65170056417821,0.3777
CDFS_10668,-103.35463339065413,-104.2577729473279,-105.09453660146491,-102.98969788741175,-103.90039656769277,-104.63350297706396,3.3377
CDFS_10675,-100.59141559100028,-101.60025154024346,-102.21982372956232,-100.59141559100028,-101.60025154024346,-102.21982372956232,0.5536
CDFS_10680,-101.97318498068302,-102.71169818394415,-103.14891659023273,-101.97318498068302,-102.71169818394415,-103.14891659023273,0.5404
CDFS_10683,-103.33343423272758,-103.51644070163948,-103.53536305436505,-103.33308992042322,-103.51582776432815,-103.52983942405125,2.0928
CDFS_10694,-99.86288060872351,-100.81875362576938,-101.38032551944565,-99.86189881836626,-100.81789608042686,-101.37563965756723,0.7064
CDFS_10696,-99.27555175484866,-100.28438770409181,-100.90395989341067,-99.27555175484866,-100.28438770409181,-100.90395989341067,0.4887
CDFS_10697,-102.24742995774233,-102.98993394023253,-103.4284946680735,-102.24742995774233,-102.98993394023253,-103.4284946680735,0.5415
CDFS_10698,-101.14261133359024,-101.94837285298925,-102.74428685762034,-100.86622110852645,-101.648210622837,-102.34238080976522,0.9874
CDFS_10701,-100.56492451571087,-101.36362109675345,-102.06658557810044,-100.55754370382039,-101.35563489725965,-102.05542547752741,0.6947
CDFS_10702,-101.66688530147773,-102.25652685123436,-102.54184477646902,-101.66649830886806,-102.25605318135548,-102.53850807888514,0.58
CDFS_10707,-100.12866795685788,-101.0418421688367,-101.54994036209516,-100.12866795685788,-101.0418421688367,-101.54994036209516,0.4932
CDFS_10717,-101.67844082125282,-102.42094480374303,-102.859505531584,-101.67844082125282,-102.42094480374303,-102.859505531584,1.3039
CDFS_10729,-102.88463040985408,-104.50439964496285,-106.04286176715263,-102.88463040985408,-104.50439964496285,-106.04286176715263,1.5388
CDFS_10744,-102.33855691646035,-102.94227688722728,-103.35402947235607,-102.05172591589306,-102.73789767840944,-103.13564189531601,1.2807
CDFS_10749,-104.6296326667366,-105.66789487181396,-106.28610728157574,-104.62951432475984,-105.6677998000632,-106.28563347010837,0.7482
CDFS_10754,-102.3420290674541,-102.98843969914094,-103.31444119686834,-102.3414392030128,-102.98737791469563,-103.31142160585887,1.0939
CDFS_10757,-95.98762654193983,-98.12710494940193,-99.34040732060967,-95.98762654193983,-98.12710494940193,-99.34040732060967,0.3122
CDFS_10759,-100.36907787808362,-101.07944264136536,-101.49264640533262,-100.36907787808362,-101.07944264136536,-101.49264640533262,0.5222
CDFS_10771,-101.44736595105579,-102.0779269008505,-102.74232245227752,-100.96320002841202,-101.42019564253772,-101.58077396054134,1.769
CDFS_10773,-103.55676725055069,-104.93726363357092,-106.04209642468075,-103.47625231442969,-104.88699665938405,-105.9936948750103,1.2952
CDFS_10777,-102.59681644504774,-103.07123204525823,-103.47446102208562,-101.82536280676457,-102.5678667892548,-103.00642751709576,2.1588
CDFS_10782,-104.91313737890107,-105.58961557750231,-105.97406614296362,-104.91313737890107,-105.58961557750231,-105.97406614296362,1.6094
CDFS_10784,-100.6540625613008,-102.48897470674378,-103.57486193857083,-100.6540625613008,-102.48897470674378,-103.57486193857083,0.5295
CDFS_10787,-103.32040744669116,-104.33301468149236,-104.95112425069479,-103.32035472771919,-104.33297101573748,-104.95089887454589,0.5428
CDFS_10790,-100.47744625791017,-101.84617018592203,-102.7079363994107,-100.46081322830256,-101.8411673856039,-102.70500571557574,0.6034
CDFS_10795,-102.95474582444122,-103.07161722084366,-103.13482770903093,-102.95435562865623,-103.07087894950794,-103.12843835105514,3.5516
CDFS_10798,-99.46252397709762,-100.84287813439893,-101.70671646437079,-99.46252397709762,-100.84287813439893,-101.70671646437079,0.5373
CDFS_10805,-103.5377177262728,-104.14567546513828,-104.78069431950797,-102.98811744453083,-103.7701069588414,-104.46427714576959,1.9876
CDFS_10811,-102.99580380969594,-104.46950302429649,-105.4415949793567,-102.9957306386565,-104.46946335402058,-105.44144671185536,0.7246
CDFS_10817,-103.9341850060394,-104.50965440417883,-104.78166129164356,-103.9341850060394,-104.50965440417883,-104.78166129164356,0.9505
CDFS_10819,-102.97466487635569,-103.14186810905049,-103.46368215854731,-100.53937599332295,-100.96587944776462,-101.15891686479566,3.6472
CDFS_10824,-102.76267224842739,-103.17931961268435,-104.03965231435335,-101.47612225095514,-102.41681834497392,-103.65820931986909,2.5666
CDFS_10827,-100.49988355196169,-101.50871950120484,-102.12829169052371,-100.49988355196169,-101.50871950120484,-102.12829169052371,0.792
CDFS_10836,-103.22291603395436,-105.14669129512288,-106.33871460087664,-103.22291603395436,-105.14669129512288,-106.33871460087664,0.5574
CDFS_10837,-100.25033141766747,-100.93951832098176,-101.31460403709843,-100.25033141766747,-100.93951832098176,-101.31460403709843,0.8862
CDFS_10842,-101.3828041184558,-102.125308100946,-102.563868828787,-101.3828041184558,-102.125308100946,-102.563868828787,0.7583
CDFS_10855,-101.4143559784226,-101.99763471108797,-102.33622999059106,-101.41420035962754,-101.99508523210537,-102.27111053756731,1.2453
CDFS_10857,-101.95239928501287,-102.5983379966957,-102.92238168785894,-101.95239928501287,-102.5983379966957,-102.92238168785894,1.2724
CDFS_10864,-103.01508672933826,-104.3957303382085,-105.73894793364454,-103.01508672933826,-104.3957303382085,-105.73894793364454,1.4749
CDFS_10865,-103.91787625687772,-104.57572203037009,-105.23370857082088,-103.91787625687772,-104.57572203037009,-105.23370857082088,2.088
CDFS_10872,-102.14857525452702,-102.79451396620986,-103.11855765737309,-102.14857525452702,-102.79451396620986,-103.11855765737309,1.2795
CDFS_10875,-98.16602077182638,-98.90012839920787,-99.33665615420941,-98.15641387834634,-98.89492708160748,-99.33214548789604,0.2675
CDFS_10883,-101.05119147563123,-102.86515480050588,-103.94832760495976,-101.02504657935475,-102.85995872479774,-103.94584595662478,0.5473
CDFS_10889,-100.13701659866712,-100.69522344105744,-101.10859872675482,-100.1369646045862,-100.69515793427719,-101.10818908824857,0.5416
CDFS_10892,-102.56132702988182,-103.25054930701826,-103.62748722671566,-102.56102387241988,-103.25021077573417,-103.62529649185085,1.2369
CDFS_10897,-102.42020232648372,-104.34463841465623,-105.54504916344578,-102.41580257863886,-104.33957783980736,-105.53160114556113,0.5187
CDFS_10912,-101.59843681022679,-102.2448474419136,-102.570848939641,-101.59784694578546,-102.24378565746831,-102.56782934863155,1.3569
CDFS_10914,-103.86010517038827,-104.52275054859926,-104.92440213676605,-103.78358415708394,-104.46975591960032,-104.8675001365069,1.5908
CDFS_10918,-103.43531383752875,-103.92757165370668,-104.22616168851485,-103.43531383752875,-103.92757165370668,-104.22616168851485,1.529
CDFS_10919,-103.12388699341412,-103.63241917488705,-103.8821073035107,-103.07388833524428,-103.58377229967665,-103.80952588505112,1.9904
CDFS_10925,-101.13742374353124,-101.72697861601867,-102.00943351354834,-101.13742374353124,-101.72697861601867,-102.00943351354834,0.5733
CDFS_10928,-103.34793479108258,-104.43811394274533,-105.3354300027255,-103.34793479108258,-104.43811394274533,-105.3354300027255,1.0721
CDFS_10936,-103.61542321954575,-104.12713878800994,-104.40070007742708,-103.60962901620495,-104.11951298063732,-104.3452665660118,3.5292
CDFS_10941,-101.08723068853594,-101.69294856574068,-101.98909625378732,-101.0869860412423,-101.69265352925595,-101.98703958326563,1.5458
CDFS_10950,-105.01228664423279,-106.01026651690802,-106.88117085397239,-105.01228664423279,-106.01026651690802,-106.88117085397239,1.0432
CDFS_10954,-100.59800748934363,-101.86187309591924,-102.70371948262652,-100.42771651022773,-101.80807066752905,-102.6719089975009,1.188
CDFS_10960,-102.12075851619402,-102.72642806166216,-103.02088610302152,-102.12074852823693,-102.7264160162506,-103.02080207026026,0.9336
CDFS_10970,-101.38148165875764,-102.04612460480169,-102.48845499311047,-101.37455606657014,-102.02049477825298,-102.34453846941622,1.583
CDFS_10976,-102.73823496721931,-103.11047993404777,-103.63823979445279,-102.24317834918767,-102.75798961225925,-103.36693397016921,2.6542
CDFS_10979,-99.84082547743826,-100.65322321045215,-101.1517318746181,-99.84082547743826,-100.65322321045215,-101.1517318746181,0.6594
CDFS_10983,-103.45889005694056,-103.91634290933476,-104.15947857593112,-103.44970179488544,-103.89656779888553,-104.09765668743412,2.5797
CDFS_11005,-102.371878304265,-102.88998691976047,-103.32486330414724,-102.37137811427488,-102.88126207870724,-103.10701566408171,2.147
CDFS_11008,-102.50419624447403,-103.24670022696424,-103.68526095480522,-102.50419624447403,-103.24670022696424,-103.68526095480522,1.2045
CDFS_11009,-103.10387921212512,-104.05987647418573,-104.61762005132611,-103.10387921212512,-104.05987647418573,-104.61762005132611,1.5849
CDFS_11011,-105.07960753678047,-106.3071245737707,-107.32182890576613,-105.07954552195878,-106.30708275552679,-107.32168529700127,0.6476
CDFS_11017,-100.59987475161675,-101.55587201367736,-102.11361559081772,-100.59987475161675,-101.55587201367736,-102.11361559081772,0.7213
CDFS_11020,-102.17081353335828,-102.86000043667258,-103.23508615278925,-102.17081353335828,-102.86000043667258,-103.23508615278925,1.2551
CDFS_11026,-101.22857075536413,-102.04096759641062,-102.54084845945407,-101.2282826246137,-102.0406803576276,-102.53918902179353,1.2256
CDFS_11027,-102.67965010498621,-103.32558881666905,-103.64963250783231,-102.67965010498621,-103.32558881666905,-103.64963250783231,0.5255
CDFS_11032,-99.29296481226176,-100.00361032829973,-100.41856427409161,-99.2928532840047,-100.00321804728645,-100.41642181125371,0.5756
CDFS_11039,-104.72038073340272,-105.76442287531692,-106.3855199190016,-104.72038073340272,-105.76442287531692,-106.3855199190016,0.9377
CDFS_11041,-100.44018429886063,-101.35335851083943,-101.86145670409788,-100.44018429886063,-101.35335851083943,-101.86145670409788,0.6881
CDFS_11044,-101.60311583109865,-102.30561666545499,-102.72774632047792,-101.60092162437917,-102.30319599948261,-102.71264511871004,1.512
CDFS_11047,-102.48726552786161,-102.88704734839806,-103.17816193529859,-102.48705292973011,-102.88292018583603,-103.06572136396646,1.5297
CDFS_11051,-101.8377131029132,-101.86266875903918,-101.86037838475103,-101.8376401527315,-101.86067050212748,-101.79033790783888,1.0943
CDFS_11058,-104.57892481443204,-104.87896634624721,-105.13287591952783,-103.90466546660477,-104.33116892104644,-104.52420633807746,3.5214
CDFS_11060,-101.4265697956479,-102.00569565218922,-102.64597144437428,-101.42562076373297,-102.00452268020823,-102.64000753831934,1.1776
CDFS_11062,-101.8252908487134,-102.73269131157315,-103.23986263656293,-101.81457383616572,-102.72774804814452,-103.23584624140297,1.0632
CDFS_11068,-103.36124819624419,-104.46596185979843,-105.69100903689849,-102.81037056992167,-104.19101417879192,-105.53423177422795,3.324
CDFS_11099,-101.7159776101858,-102.40516451350011,-102.78025022961678,-101.7159776101858,-102.40516451350011,-102.78025022961678,0.538
CDFS_11108,-101.53029770342306,-102.04018166785544,-102.2659352532299,-101.53029770342306,-102.04018166785544,-102.2659352532299,1.1541
CDFS_11110,-100.47246594089961,-101.11840465258243,-101.44244834374568,-100.47246594089961,-101.11840465258243,-101.44244834374568,0.9453
CDFS_11116,-99.12995678597495,-100.1387927352181,-100.75836492453698,-99.12995678597495,-100.1387927352181,-100.75836492453698,0.614
CDFS_11118,-105.41866967522282,-105.82981797449285,-106.00609819560498,-105.41857488777579,-105.82968159157728,-106.0050539555405,1.3795
CDFS_11119,-101.73013608573918,-102.63753654859896,-103.14470787358871,-101.7194190731915,-102.63259328517032,-103.14069147842875,1.3172
CDFS_11120,-102.53700786491287,-104.01070707951341,-104.98279903457362,-102.53693469387343,-104.0106674092375,-104.9826507670723,0.6518
CDFS_11146,-101.77905401353499,-102.51756721679612,-102.95478562308467,-101.77905401353499,-102.51756721679612,-102.95478562308467,1.0812
CDFS_11148,-100.03405403147197,-100.72324093478626,-101.09832665090293,-100.03405403147197,-100.72324093478626,-101.09832665090293,0.6347
CDFS_11150,-100.92604200618817,-101.65698665549036,-102.10568003213439,-100.8712450143728,-101.61374899686301,-102.052309724704,0.7871
CDFS_11166,-104.22470398623793,-104.96792573601299,-105.40600565834228,-104.2246980783947,-104.96791945993556,-105.40596731054762,0.6996
CDFS_11172,-104.43607671451181,-105.15421698351511,-106.59976306887154,-102.61992661350446,-104.45801612001183,-106.39604772918831,3.023
CDFS_11174,-101.81306894135218,-102.63007735980274,-103.13461229838015,-101.58319529807146,-102.49636951005027,-103.00446770330872,1.3812
CDFS_11175,-102.86462852589011,-103.37515842624471,-103.61802251759273,-102.86258977689114,-103.37247374132352,-103.59822732669798,2.8472
CDFS_11178,-102.55866171880731,-103.34065123311787,-104.03482142004607,-102.55866171880731,-103.34065123311787,-104.03482142004607,1.3404
CDFS_11183,-98.07149205801639,-99.45102841879947,-100.31855716563074,-98.06949224385961,-99.44984640116095,-100.31368473113278,0.4946
CDFS_11184,-104.22855336520327,-105.06505270021125,-105.77456609912062,-104.20088751966298,-105.04863661204432,-105.76133456244528,2.5768
CDFS_11185,-102.07573384959596,-102.76492075291026,-103.14000646902693,-102.07573384959596,-102.76492075291026,-103.14000646902693,1.0616
CDFS_11186,-102.07237323903729,-102.37183634917224,-102.4340091228577,-102.07237323903729,-102.37183634917224,-102.4340091228577,1.5184
CDFS_11187,-102.5287961451429,-102.94289227563263,-103.05098874372867,-102.5287961451429,-102.94289227563263,-103.05098874372867,1.828
CDFS_11192,-101.33098099895811,-102.38192158031259,-103.12988091882269,-101.33098099895811,-102.38192158031259,-103.12988091882269,0.6638
CDFS_11196,-102.10179435655911,-103.05779161861972,-103.61553519576009,-102.10179435655911,-103.05779161861972,-103.61553519576009,1.0144
CDFS_11209,-102.48778405541034,-102.99815299869474,-103.23677952769597,-102.48625380234208,-102.99613776677444,-103.22189135214892,2.4365
CDFS_11215,-102.53891297867695,-103.2492777419587,-103.66248150592595,-102.53891297867695,-103.2492777419587,-103.66248150592595,0.7405
CDFS_11235,-102.13147300561955,-102.75021941858667,-103.07371522244102,-102.13147300561955,-102.75021941858667,-103.07371522244102,1.5258
CDFS_11238,-103.15574403000568,-103.54580808631897,-103.68276165632757,-103.15574403000568,-103.54580808631897,-103.68276165632757,1.3744
CDFS_11257,-104.31203807201017,-104.79118344646317,-105.02525495933732,-104.20373378009786,-104.71361774453024,-104.93937132990473,2.0417
CDFS_11258,-101.78642458863236,-102.45043950203112,-103.07525825050314,-101.72462675397225,-102.33849115726,-102.81741057418331,1.8367
CDFS_11262,-102.89686717951439,-103.08023144699634,-103.10565848526849,-102.89606395392204,-103.07880179782694,-103.09281345755004,2.4275
CDFS_11267,-100.48595557066622,-101.393356033526,-101.90052735851577,-100.47523855811855,-101.38841277009737,-101.89651096335581,0.5348
CDFS_11268,-104.35731047744923,-105.19399104460172,-105.9035560826331,-104.33009366203902,-105.17784275442037,-105.89054070482133,2.3604
CDFS_11269,-104.31037334961827,-104.69363680865116,-104.93364660462504,-103.8747075672586,-104.38459153169097,-104.61034511706544,3.6341
CDFS_11276,-101.74508959099454,-102.44736396609798,-102.85681308532543,-101.74508959099454,-102.44736396609798,-102.85681308532543,0.6922
CDFS_11279,-103.29341842941369,-104.67406203828395,-106.01727963372,-103.29341842941369,-104.67406203828395,-106.01727963372,1.5221
CDFS_11289,-102.76824869141242,-103.27161121940361,-103.61281911290271,-102.72597996589053,-103.18297558001625,-103.34355389801986,2.4096
CDFS_11305,-105.05053266498932,-106.92027722513258,-108.36839909250517,-105.0503115702669,-106.92019399791769,-108.36819844400912,0.6564
CDFS_11315,-101.92405582474912,-102.57692817643338,-102.97291208447072,-101.8423629987712,-102.51986859324175,-102.91130689425057,1.347
