ID,UV,VJ,GalaxyType
10002,0.6650342090940313,0.30481590606012077,1.0
10003,1.0325927629618192,-0.3021395729964276,1.0
10019,0.7842136474408328,0.47918858925434193,1.0
10020,0.9426764285746003,-0.03742730374727543,1.0
10029,0.9787910849466428,0.46215381914230846,1.0
10031,0.31387544613286167,0.22977654714947704,1.0
10032,1.2065834500489032,0.6654674262738851,1.0
10037,0.6617040657526623,0.40110292443326756,1.0
10039,0.6395064968329329,0.23898203782928107,1.0
10040,0.3382601666641314,0.2656645975673264,1.0
10042,0.5238858917434044,0.774406522273047,1.0
10044,0.6488762099237952,0.38703934025586406,1.0
10045,0.6800373201928238,0.6436913737689274,1.0
10051,0.8001119866543718,0.08310798918368079,1.0
10056,0.7636403748969585,0.37806713581399976,1.0
10059,0.5364138897408992,0.002082696971850595,1.0
10062,1.172527901372728,0.6127466173354499,1.0
10065,0.21608315972104464,-0.013202537909521084,1.0
10067,0.8476028859327478,0.3982314989511835,1.0
10072,0.515628595314297,0.24638086570494622,1.0
10073,0.3569404784561101,0.15438714803653397,1.0
10074,0.4319813946502151,-0.009908890018721195,1.0
10077,0.7712498881612362,0.5102558385582512,1.0
10086,0.3301480345974781,0.09416898624631997,1.0
10100,0.7198720277260158,0.31091270404792226,1.0
10104,0.7077957942848343,0.5649337632511049,1.0
10105,1.106203919276318,0.6548993880609544,1.0
10107,1.3173096487074822,1.092336592559171,1.0
10113,0.5515557571615091,0.4624914398601945,1.0
10114,1.3083216063922514,0.5026821941075887,0.0
10115,0.8291127252445847,0.48994759554832257,1.0
10136,0.6287313846850004,0.24501149692358837,1.0
10137,0.6055202026006548,0.31171349158773154,1.0
10138,0.7166639611551133,0.7997214720840624,1.0
10139,1.0979564227413299,0.40722411891259824,1.0
10140,0.22243927758653825,0.5866338873050765,1.0
10141,0.8885341123417803,0.6762230868604284,1.0
10153,0.5445870073472854,0.2756897699678653,1.0
10160,0.8127775659652521,-0.0038096559913896044,1.0
10162,0.43786906157987104,-0.03526232400875173,1.0
10163,0.9211737711487658,0.5268091917720525,1.0
10167,1.227474668177802,-0.5823293213432201,1.0
10169,0.6683416305963767,0.45016782817342005,1.0
10173,0.7854296580961027,1.094310473652591,1.0
10186,0.256742248689406,-0.06383758254976968,1.0
10188,0.9117128714737746,0.6753001725883898,1.0
10192,0.3316270518032738,-0.16423203340260528,1.0
10194,0.506023141808523,0.903093096803044,1.0
10197,0.7633858922185546,0.27455899884725454,1.0
10207,0.1945336099437185,0.11955569596876359,1.0
10209,0.21021693062211,0.6638768907170913,1.0
10210,0.03900179505576418,0.249097232835652,1.0
10217,0.5282209446142474,0.44118290383860526,1.0
10218,0.9095626132174743,0.09320309554330208,1.0
10220,1.3489974453203644,1.6874509685938364,2.0
10223,0.6643719196901969,0.45937844761204616,1.0
10232,0.965204761741937,1.373174959432113,2.0
10233,0.9760010969890978,0.6460059542997385,1.0
10236,0.2411766915871567,-0.07168183215813428,1.0
10238,0.4699372675530178,0.23385041654328376,1.0
10240,0.9064742691268322,0.5311013590821716,1.0
10243,0.6755218321612091,0.4527017925552741,1.0
10244,0.25223802013528385,0.6701276186148775,1.0
10253,0.6377067517537967,0.2246532404011461,1.0
10254,0.47702919788613585,0.9340798068626448,1.0
10256,0.33487545882081093,0.0012156508446956593,1.0
10259,0.30681987170403957,-0.010676560740733976,1.0
10263,0.2504839782691768,-0.05508873708136264,1.0
10277,0.22299791645748002,0.527194062699536,1.0
10279,0.8428270975782297,0.4906535904830456,1.0
10282,0.5430409827722684,0.4431350619277019,1.0
10286,0.7974097484231422,0.45052305585124586,1.0
10291,0.5677511009607521,0.9324592955486182,1.0
10293,0.7496131507609398,0.32746340314055544,1.0
10298,0.20472339240301096,0.46612010062440135,1.0
10304,0.6534277859593054,0.3441404865552258,1.0
10309,0.8439342564783558,0.27691398296482106,1.0
10311,0.6290787563630929,0.3329014830664505,1.0
10314,1.0312300793046063,0.20848780031943903,1.0
10317,1.24868203469849,0.7316436429831121,1.0
10318,0.8305024844092195,0.540025958657111,1.0
10319,0.27923250272927547,0.3234318123443707,1.0
10328,0.6857230870222644,0.5321211557257151,1.0
10339,1.5250955601707048,0.760807591943685,0.0
10340,0.7298404647163572,0.33634157775534135,1.0
10344,0.07749649041166862,-0.037341714223522615,1.0
10346,1.2019167918637628,0.6868505192373959,1.0
10351,1.1067546583926458,0.8605254326779175,1.0
10354,0.2629380756942048,0.21494149723412193,1.0
10355,0.46333879158908076,0.5611573089571991,1.0
10362,0.9619595803247769,0.7911528918488173,1.0
10363,0.7963661348310076,0.4677235501549646,1.0
10371,0.7729214784024165,0.33233918534877205,1.0
10375,0.378211668703198,0.24268337602425305,1.0
10380,0.5509685767602228,0.46752979326619126,1.0
10382,0.735112283383625,0.37556835664803145,1.0
10384,1.0396386177687162,0.723767671662479,1.0
10387,0.6973317070587015,0.5273007579312434,1.0
10393,0.524116376533236,0.15532313464507297,1.0
10394,0.49038357841124025,-0.014699532567821194,1.0
10395,0.5747469793603699,0.35425239000452535,1.0
10396,-0.024329299142788585,0.5687326863874418,1.0
10397,0.6483655705773295,0.4399176304389627,1.0
10398,0.75901927892534,-0.01155363699258416,1.0
10412,-0.06375674711147283,0.4729805141373653,1.0
10413,1.3593418299551523,-0.07880700497734239,0.0
10414,0.805832698729148,0.18144238702712912,1.0
10417,0.8592687105218886,0.4128392424747531,1.0
10418,0.7765395530779706,0.6719462953154363,1.0
10432,1.1380120228066204,0.7010985206426383,1.0
10435,0.6953662936449341,0.2951433397509611,1.0
10436,0.6993259420230409,0.43869333453915615,1.0
10437,0.426859490625926,0.2504954528388268,1.0
10440,1.760963798177773,1.1058060744806752,0.0
10451,1.3280166941911986,0.8330178047197734,0.0
10453,0.27451051996072096,-0.05108809654566571,1.0
10454,0.48147223443548626,0.2773631012428268,1.0
10460,0.6151042037296612,0.27877093112163465,1.0
10472,0.5822310240996309,0.26315896585402143,1.0
10473,0.4343068468074378,0.06226036032940385,1.0
