ID,UV_0,VJ_0,UV_10,VJ_10,UV_20,VJ_20,UV_30,VJ_30,UV_40,VJ_40,UV_50,VJ_50,UV_60,VJ_60,UV_70,VJ_70,UV_80,VJ_80,UV_90,VJ_90,UV_100,VJ_100
COSMOS_1000,0.4966582986599448,0.17997127751213782,0.490099238367236,0.1915072314178552,0.4838701253656339,0.20241428092217362,0.477946578741701,0.21274299834624344,0.4723065706020648,0.22253862607576025,0.4669301479374397,0.23184176650822153,0.46179919315244433,0.2406889667295573,0.456897217113319,0.2491132163203318,0.45220917966169694,0.2571443730832925,0.44772133342183196,0.2648095286573806,0.4434210874399973,0.2721333237531134
COSMOS_10002,0.8891235961953114,0.500368564160194,0.8730565747273893,0.5021983765287921,0.8577880593366736,0.5039596083127584,0.8432585629419762,0.5056560463378332,0.8294144871258453,0.5072912035187755,0.8162073979736562,0.5088683431983831,0.8035934078483429,0.5103905009353227,0.791532645217881,0.5118605040474158,0.7799887980588522,0.5132809891758399,0.7689287190458671,0.5146544181002675,0.7583220828702437,0.5159830920048663
COSMOS_10003,0.8698571821487242,0.5169461361245951,0.8533609847621442,0.5185434703847349,0.8377296934574545,0.5200774007336584,0.8228955243260039,0.521551630241877,0.8087977343787571,0.5229695790129227,0.7953817150181095,0.5243344107146086,0.7825982240795462,0.5256490561790805,0.7704027320426192,0.5269162344428331,0.7587548628514575,0.5281384715449242,0.7476179135620207,0.5293181173574091,0.7369584400019988,0.5304573606841636
COSMOS_10006,1.0243047930854416,0.757842700045984,1.0026447712429203,0.7549729887881682,0.9821958164851488,0.7522035020741562,0.9628557780707148,0.7495290709536917,0.9445340006212533,0.7469448764688948,0.9271497139054432,0.7444464204800738,0.9106306910138571,0.7420294993660832,0.8949121233492079,0.7396901802737794,0.8799356720197515,0.7374247796323949,0.865648663713209,0.7352298436845928,0.8520034056435009,0.7331021308163699
COSMOS_10007,0.48866786341532986,0.3855149029281826,0.48138616391983646,0.3916012849957582,0.4745226601906012,0.39734424084679176,0.4680422056327842,0.4027721138110856,0.46191349768051637,0.4079102043235352,0.4561085646429923,0.41278116851795943,0.45060233285082774,0.41740535563357284,0.44537225977620665,0.42180109494070805,0.44039802165650244,0.4259849407992675,0.4356612463801035,0.42997188282094,0.4311452841456678,0.43377552680816933
COSMOS_10008,1.0632605554749546,0.8233228371069501,1.041111809452726,0.819580243085813,1.0201747852628706,0.8159592506733766,1.0003490999401627,0.8124540089327681,0.9815454980042908,0.8090590375296145,0.9636843127613055,0.8057691977595631,0.9466941811793284,0.8025796662596107,0.9305109641076577,0.799485911116804,0.915076833949044,0.7964836701224556,0.9003394997814347,0.7935689309498208,0.8862515459929305,0.7907379130590542
COSMOS_10009,0.25410145765309267,-0.062023762963384854,0.25371890634838223,-0.03518448343213265,0.25335880384692544,-0.01050400408998442,0.25301923045104857,0.012273743994803965,0.25269847928127476,0.03336511220864935,0.2523950275800537,0.0529542695590699,0.2521075125368384,0.07119906231918804,0.2518347108247063,0.08823562207376057,0.2515755212002482,0.1041820266669049,0.2513289496448543,0.11914123597570736,0.25109409662451654,0.13320346641252456
COSMOS_10010,1.1446173840735305,0.8713519751253713,1.1199548379191349,0.8670304680920005,1.0966701335872067,0.8628429345146245,1.0746460083244713,0.8587832096626293,1.0537786064949728,0.8548455030410658,1.033975562960876,0.8510243702940166,1.0151544133515138,0.8473146876122613,0.9972412668569177,0.8437116283875561,0.9801696914639315,0.8402106418859603,0.9638797723282018,0.8368074337385565,0.9483173121830788,0.8334979480708213
COSMOS_10011,0.8986414965158751,0.482897416108063,0.8817531268618204,0.48513413643546244,0.8657341029829908,0.4872837667720411,0.8505173666947208,0.4893513004273444,0.8360427298352988,0.49134135586040273,0.8222560004101958,0.49325821123239066,0.809108240873929,0.49510583520390483,0.7965551355088358,0.49688791444483016,0.7845564483899139,0.4986078782593033,0.7730755569675445,0.5002689206729158,0.7620790490910387,0.5018740202822549
COSMOS_10013,0.7730973332781801,0.5440436893204748,0.758693844569617,0.5451470980054793,0.7450637003564147,0.5462037781087759,0.732145253133698,0.5472166369332321,0.7198833322798102,0.5481883454677465,0.7082284043681035,0.5491213619229072,0.6971358622737469,0.5500179525083873,0.6865654203776472,0.550880209821937,0.6764805976670871,0.5517100691644394,0.6668482740453641,0.5525093230487883,0.657638307924536,0.5532796341317372
