id,zpk,uv,vj
630,0.2673,1.9756024515594603,1.567887724603981
890,0.3004,1.8666877609430976,1.5789266370356003
1270,0.8056,0.9682446185302069,1.0474039334023715
1271,1.6026,1.3912515739328377,1.3536386185269258
1277,0.3536,1.5192292245106316,0.9145025027794738
1287,0.409,2.205786918824135,1.6607443266168254
1292,0.6143,1.143858912656924,1.0095987971501899
1309,0.3477,0.627006921562316,0.3919159889749402
1321,1.7731,0.3437154130491322,0.2212847375457585
1326,1.3917,1.589112081489695,1.3989984221116742
1327,1.7685,0.4794756567003411,-0.1212199910199665
1340,0.791,1.2245952817010775,1.1086715135283924
1342,0.6168,0.5196888940956548,0.3299866549594803
1346,1.3393,0.6523478513828351,0.5507757783031657
1351,1.8232,0.58191506741057,0.3140868190807602
1354,0.9571,0.9088860854729575,0.799516205469402
1361,1.6038,0.5674211441275894,0.569009285026933
1364,1.4559,0.8030947797152095,0.776668818278246
1368,1.8804,0.5706977355966139,0.558504471619198
1369,0.3642,0.7962523945068583,0.3558091112293198
1388,0.9362,0.3047658659873207,0.26507771128887114
1394,1.6545,0.9093319780367501,1.0487623488278395
1396,0.8955,0.3465976739221297,0.12276962761447052
1406,0.7139,0.7090195288820311,0.5421744516936577
1408,0.5732,0.7410386561366202,0.47467218762885466
1413,1.8968,0.265979482087662,0.04439389559546569
1415,0.8532,0.4738046906594846,0.3009097527916076
1438,1.7534,0.2695814401914234,0.577837809874719
1441,0.4374,0.5876482518091919,0.5331367057411533
1444,0.5119,0.2533944518385347,1.4604297752441298
1445,1.9885,1.0945343223195323,1.2010749362799231
1454,1.7387,0.6100662136787705,0.2970947701910056
1468,0.6511,0.2897656369618602,-0.10157591030541724
1469,0.4206,1.5014781927179683,1.5993015584549788
1471,1.5568,0.5645370310549538,0.4372674799482432
1472,1.7421,0.2528677314849723,0.6288929064965991
1474,1.3873,0.8547957704012283,0.8934552218457306
1475,0.6956,0.66492338945082,-0.19738355701349874
1480,0.5225,0.6999566530099699,0.7871163261119065
1488,0.4206,0.3970824395210997,0.08001692658788073
1491,0.9837,1.1255250326966468,1.025101837544259
1492,0.4271,0.38751642884324866,-0.28340701712610183
1493,1.2367,0.6816947655304979,0.598418431593803
1494,0.9779,0.4003184573722862,0.24524001263455375
1495,1.4447,0.2464465174225552,0.6821443364544848
1497,1.6288,0.3926381204846443,0.30073381838083435
1502,0.5694,0.4558451785925648,0.3253400043052679
1507,0.9627,0.2590791822412015,0.5001500398669911
1509,1.4479,1.1951457265294572,1.0688196779261077
1511,0.3309,1.8546432201316172,1.2587418264200316
1512,0.5662,1.120250148625022,0.8937878108291102
1514,1.7426,0.8261237190630908,0.5945732998243329
1515,0.6701,0.35023102288051433,-0.07889104759941645
1516,1.9793,0.5407361813191507,0.29811828289629716
1520,0.2195,0.7122420544210435,0.39452664607655663
1524,0.5057,1.2021429299169704,0.6720639541447326
1526,1.1966,0.5589501956786371,0.37481352032996185
1532,1.4138,0.7368474851491946,0.8314901043842688
1537,0.7347,1.3941414006823152,1.398292086581261
1543,0.4531,0.6722484302471159,0.5233181076435329
1544,1.2516,0.7043202549612637,0.6717924934187565
1548,0.5593,0.7399329737771723,0.4546866563815968
1549,0.3786,0.7610389156361279,0.46954669789816705
1556,1.6817,0.7616437266820064,0.5902876401132602
1566,1.6375,0.9490883339469285,0.984795391671824
1568,1.682,0.25284916587107986,0.27118028271945605
1571,1.6966,1.3626803555997036,1.5742651181737024
1583,0.8298,0.35157656558747874,0.24316031110173952
1586,1.4435,0.6231288001292725,0.4378717265262253
1594,0.6468,0.5559275295148964,0.1459498214514845
1601,1.3273,0.48596736703160204,0.3972158251964828
1615,1.1301,0.5294468688825518,0.4106608870905113
1616,0.7189,0.410721686364635,0.13336250217539458
1622,1.5662,0.4136358605440762,1.4157298109411371
1623,0.6443,0.6488364618285445,0.2248563438921849
1628,0.7046,0.42325102215227517,0.012476517909892237
1635,0.7064,0.30118840932690105,-0.31096610067389463
1639,1.4141,0.4200979340409532,0.7158320792017285
1645,0.7774,0.305631678829446,0.0303206141905612
1647,1.6026,0.28486462722275974,0.46001974526925693
1654,0.4146,0.33422926372609396,-0.21033444999829243
1655,1.1816,1.0450936188666446,0.8387635833078164
1659,1.4032,0.7273670836957429,0.6252379792471743
1666,0.9419,0.5243421012788936,0.370047862802096
1667,0.4601,0.5412772631521712,0.44506115638831645
1670,1.1694,0.8670665245399896,0.8420934972746288
1681,1.0627,0.6415594572767347,-0.014798535735994989
1683,0.7457,0.7782648105907306,0.7484057858428059
1684,0.7156,0.6129955792881816,0.6290621528427174
1685,1.5611,0.5893055250598174,0.5314853231603109
1698,1.1751,0.012723920867514948,0.16761381274847054
1700,1.0012,0.7195009379579211,0.8355105279859885
1702,0.4058,0.6138602466609484,0.6910736861419053
1707,0.6681,0.4892664183125497,-0.013596808424786389
1708,1.4627,1.4560840598833416,1.9379370103627096
1715,1.9415,0.29218737968660236,0.871625495448523
1716,0.488,0.8399987674630296,0.44311145956323017
1717,0.7344,0.646639805325659,0.41187823513002186
1718,0.6278,0.5464075406426474,0.4917697413892128
1722,1.9899,1.117758185866844,1.755203596064785
1728,1.3884,0.39592729119384273,0.29279813233367236
1731,1.037,0.42675139102935233,0.23194632324433329
1734,0.9874,0.3468474434664195,0.3664061078748624
1750,1.9587,0.4374706366056387,0.2857923050400899
1752,0.6145,1.1556535180377416,0.7461260613120793
1757,0.6525,0.339852368865337,0.015783726438598933
1758,0.7389,0.8536473454096729,0.6273036512457253
1760,1.8446,0.5321696945548133,0.12742420985975045
1765,1.3405,0.4310309762083868,0.3451956479441023
1769,1.8422,0.6560814758558813,0.8380161216856585
1770,1.4914,0.6574474278090463,0.6803083869901556
1785,0.5108,1.3430365582026127,1.785496160274267
1790,1.3756,0.5985111125192013,0.5390339996487654
1792,1.8684,0.8197805792800601,1.2001472715460615
1796,1.1095,0.630301710855516,0.45523389619556553
1804,1.2194,0.7257479072430968,0.5217812036228509
1805,1.5999,0.8173671179139603,0.8387675503889227
1808,0.9867,0.2126016314883188,0.6347911186261896
1816,0.9324,0.6152973843351752,-0.014990814956462373
1819,1.6928,0.882268966861087,0.42590456164190726
1821,1.6429,0.4089006130026078,0.4431261214305309
1823,1.8995,0.28532978856440394,0.38582900008468357
1824,0.6552,0.49597971274506847,0.25606268705616486
1826,0.873,0.621409016577136,0.4428777776152977
1834,1.8316,0.5924790880566455,0.8847239724810372
1842,0.8001,0.7310029528528617,0.8357495736674636
1843,1.3744,0.735522129594397,0.5047336951161014
1849,0.3631,0.49259508544704644,0.2982085365518863
1850,0.5167,0.5175890303811883,0.3364446376065864
1855,0.8121,0.425255359371846,0.38747325036834823
1856,0.3593,1.2233841132937222,1.2750530067997126
1858,1.7837,0.326291740602926,0.438419604962796
1863,1.8216,0.2676068901326687,0.184537870724526
1875,1.1557,0.5209576849336734,0.4790978926822369
1884,0.638,0.8668620254271033,0.6106729587688058
1887,0.4364,1.4836967020937522,0.8771543993559696
1889,1.3519,1.6098811521702245,1.417129968554704
1892,0.4369,0.5521275117878481,0.443054778046605
1894,1.695,0.41688568299212037,0.26279000543750186
1901,1.9786,0.4379738753200897,0.683341027775537
1903,0.9008,1.3524498575560422,1.3493090534564693
1916,1.4251,0.47622100213697394,0.3579129142583177
1917,1.6308,0.41430679324716024,0.5429870168209874
1921,0.392,0.486673655740816,0.09868580438984154
1923,0.5942,0.8917335521327381,0.8061662007175414
1924,1.8256,0.5498141863526698,0.5120223712592527
1933,1.8214,0.0750563240910509,0.659063573230064
1935,1.8469,0.6985292405648131,0.5149526673168161
1936,0.8715,0.4616244244571206,-0.11436740721024918
1945,1.2018,0.3975250243961561,0.5133093918006146
1948,0.3038,0.5062679458877959,0.20996656534285663
1951,1.0166,1.2532116603497698,1.5512537292740056
1955,1.1098,0.820445757151667,0.7468519815156078
1958,0.4622,0.6773747945808104,0.3659136331821138
1960,1.0281,0.7114877756733264,0.6452236104941775
1965,1.7685,0.6339316841713369,0.6034462142445385
1967,1.7594,0.5642043151818328,0.350862364830828
1971,1.7092,0.3674154455811802,0.046259587386028755
