ID,UV_0,VJ_0,UV_10,VJ_10,UV_20,VJ_20,UV_30,VJ_30,UV_40,VJ_40,UV_50,VJ_50,UV_60,VJ_60,UV_70,VJ_70,UV_80,VJ_80,UV_90,VJ_90,UV_100,VJ_100
UDS_10001,0.49915944346326313,0.925732013479923,0.49035595360328443,0.9170566666565421,0.48213639456085744,0.9088292094640344,0.4744443197127133,0.9010156103667342,0.46723035551629266,0.8935852206717847,0.46045112378567055,0.8865103620956951,0.4540683557714189,0.8797659735386034,0.44804815925919783,0.8733293073359434,0.4423604086359454,0.8671796670503227,0.4369782344492599,0.8612981802950728,0.4318775939825592,0.8556676012254947
UDS_10004,0.7857587062833034,0.4838145830805729,0.773119185153206,0.48594292814059514,0.7610641402244056,0.4879921238664622,0.74955325242599,0.48996650824877364,0.7385498852304515,0.4918701077201071,0.7280206678103127,0.4937066646523398,0.7179351342487799,0.4954796619902915,0.7082654101103252,0.4971923453638425,0.6989859391991189,0.4988477429748208,0.690073244558775,0.5004486835158239,0.681505718761187,0.501997812344559
UDS_10005,0.4694050284326785,0.10679590382401116,0.46322709853626876,0.12174369005796137,0.4573761248485404,0.13579022824542974,0.45182674248641774,0.14901571805462055,0.4465561516151446,0.16149100404316385,0.44154380033358365,0.17327891561173914,0.4367711135880761,0.18443538088975586,0.4322212604861626,0.19501035820240276,0.4278789537962915,0.205048619325094,0.4237302765451183,0.21459041154094294,0.4197625315252118,0.2236720199932023
UDS_10006,0.5653908142149753,0.39333461576839923,0.5560480413294151,0.3988543590843463,0.5472324204293209,0.404080467396998,0.5389002924669022,0.4090358204743829,0.5310127168964804,0.4137409758743793,0.5235348477138189,0.4182144568990367,0.5164354064266661,0.42247299865262633,0.5096862347556517,0.4265317591599995,0.5032619132807739,0.4304045012102087,0.4971394349172762,0.4341037495624107,0.4912979242036535,0.43764092732904913
UDS_10012,0.37817570692266145,-0.012386042151568688,0.37410265856208724,0.010171355400753868,0.3702653916312535,0.031077877408058896,0.36664398658388464,0.050511841939602675,0.3632207085127277,0.06862634661663591,0.3599797153600903,0.08555363967994012,0.35690681172095395,0.10140860123448547,0.35398924013137645,0.11629154126830343,0.35121550334283214,0.1302904675022809,0.3485752123409718,0.14348293782259347,0.346058955857405,0.15593758427741378
UDS_10013,0.25390329263415623,0.14558256915414347,0.25352259664434484,0.16229707255958203,0.253164343604908,0.17779986701307848,0.2528266057220847,0.19221952919365748,0.25250766984844475,0.20566688903825536,0.2522060084175237,0.21823801604575266,0.25192025497680604,0.23001661755542457,0.251649183492205,0.24107598070899527,0.25139169076274115,0.25148055693431104,0.2511467814134214,0.261287263915726,0.2509135550358117,0.2705465624732213
UDS_10014,0.5325569371737195,0.455307664299788,0.5242632650103545,0.4590264357147973,0.5164314317392673,0.46255251514384454,0.5090237178205861,0.4659005184022007,0.5020064210501829,0.4690836179845306,0.4953493333367227,0.47211371711780714,0.48902529749707924,0.47500159919540863,0.48300983009612963,0.47775705656525247,0.4772807990876551,0.4803890019277226,0.4718181471552363,0.482905565025181,0.4666036533449862,0.4853141768417295
UDS_10016,0.6810832080656084,0.4552262155611402,0.6691172841564992,0.45854909522083176,0.6577931293643964,0.4617181779948325,0.6470598926135445,0.4647439125352619,0.6368720111677284,0.4676358209075637,0.6271885342896901,0.47040259918506067,0.6179725489659802,0.47305220520338764,0.6091906900362325,0.4755919353490796,0.600812720497121,0.47802849194956565,0.5928111704455574,0.48036804258138943,0.58516102525682,0.48261627240592375
UDS_10023,0.8248218180124525,1.3227936484004594,0.8016087871399655,1.3065645158133243,0.7802087704500096,1.2910676276075819,0.7604136349885877,1.2762530424839937,0.7420464190770701,1.2620753773551954,0.7249556303472886,1.2484932874918293,0.7090107653598459,1.2354690175277518,0.6940987530758207,1.2229680121367466,0.6801211052648775,1.2109585771923008,0.6669916137094773,1.1994115838237889,0.6546344745401527,1.1883002090738266
UDS_10024,0.5209530581570263,0.32165933158158566,0.5133255373155947,0.32910424756089185,0.506105259681739,0.33615281976015865,0.4992603107922058,0.3428360150631953,0.4927620401502537,0.3491816431354664,0.4865846527115387,0.35521475031799454,0.48070486045223504,0.3609579557778062,0.4751015839215711,0.3664317395876395,0.4697556955810711,0.37165469059346634,0.46464979823893415,0.3766437204894082,0.45976803308867886,0.38141424937115076
UDS_10026,0.9348530759958642,0.4719869694282437,0.9200107028134319,0.4740074105115859,0.9058096737101593,0.475962991720138,0.8922081588177555,0.4778567899227504,0.8791679760492066,0.47969169021873626,0.8666541937525203,0.4814704006624879,0.8546347850977476,0.4831954656507129,0.8430803263922648,0.4848692781120292,0.8319637328530547,0.48649409062210935,0.8212600264443743,0.4880720255534534,0.8109461312688744,0.4896050843562243
UDS_10034,1.1231086871055034,0.9657345664523156,1.0962958874597817,0.9594453617648888,1.071141719366377,0.9533678055019799,1.0474907275471779,0.9474913000667939,1.0252069367129266,0.9418059494189528,1.0041708122326618,0.9363025015331239,0.9842767844990945,0.9309722964688092,0.9654312166821164,0.9258072194191342,0.9475507244156915,0.9207996581868834,0.9305607771798847,0.915942464605429,0.9143945269184499,0.911228919481534
UDS_10038,0.8530192409218458,0.7010483675836063,0.836194539825371,0.6989749757232744,0.8202919007560645,0.6969817266444664,0.8052359719109816,0.6950640586385184,0.7909595452759426,0.6932177499796168,0.7774024677646807,0.691438887810655,0.7645107249103944,0.6897238403866801,0.7522356656559808,0.6880692322604851,0.7405333432405925,0.6864719220525828,0.7293639521671444,0.6849289824967393,0.7186913451217052,0.6834376824937713
UDS_10039,0.3243145563033565,-0.1052211240598595,0.3217620487671269,-0.07643152496536132,0.3193620116643423,-0.049981198563724405,0.31710117440216834,-0.02558918317037495,0.31496776358507717,-0.00301871676603227,0.3129512975892581,0.01793127719018983,0.311042414067753,0.037432780521925224,0.3092327243859998,0.055633842203128836,0.3075146902054371,0.07266266429306611,0.3058815183797563,0.0886308677090284,0.3043270710693591,0.103636125757955
UDS_10043,0.8311591205850632,0.4538300343086945,0.8166111637233442,0.4566686572692653,0.8027792138321388,0.45939607452930176,0.7896106366213296,0.4620187035457022,0.7770579244552032,0.4645424767212063,0.7650780773293526,0.46697288643451884,0.7536320726311629,0.469315025139899,0.7426844090033988,0.4715736211554784,0.73220271236789,0.4737530706720747,0.7221573943376747,0.4758574664406048,0.7125213549796428,0.47789062353370326
