id,z,field
13607,4.1549,cdfs
13608,0.8715,cdfs
13610,0.6627,cdfs
13611,1.1764,cdfs
13614,3.3444,cdfs
13615,1.3933,cdfs
13616,2.2301,cdfs
13617,0.7046,cdfs
13618,2.8364,cdfs
13621,1.8804,cdfs
13627,1.2035,cdfs
13628,0.2583,cdfs
13629,1.8752,cdfs
13630,0.6259,cdfs
13632,0.6344,cdfs
13633,1.3156,cdfs
13634,2.8513,cdfs
13635,1.8942,cdfs
13636,1.7818,cdfs
13637,0.6148,cdfs
13638,1.7318,cdfs
13641,0.4092,cdfs
13642,1.4253,cdfs
13643,1.7797,cdfs
13647,1.9357,cdfs
13649,0.8386,cdfs
13652,0.357,cdfs
13653,1.0726,cdfs
13655,3.0836,cdfs
13657,4.4014,cdfs
13659,1.5094,cdfs
13661,1.8751,cdfs
13664,1.6905,cdfs
13665,3.4928,cdfs
13667,2.4767,cdfs
13668,1.0915,cdfs
13672,1.7183,cdfs
13675,1.4404,cdfs
13676,3.5494,cdfs
13677,2.5958,cdfs
13678,0.7887,cdfs
13681,0.9407,cdfs
13685,1.8718,cdfs
13687,1.1019,cdfs
13688,1.3714,cdfs
13690,4.7814,cdfs
13691,1.8855,cdfs
13694,0.9655,cdfs
13695,1.0606,cdfs
13698,1.6043,cdfs
13699,1.118,cdfs
13702,0.9056,cdfs
13706,0.7636,cdfs
13707,1.735,cdfs
13708,1.8749,cdfs
13710,0.6859,cdfs
13711,2.7014,cdfs
13712,0.5847,cdfs
13714,2.5304,cdfs
13716,1.8437,cdfs
13717,2.2195,cdfs
13747,1.5158,cdfs
13719,2.511,cdfs
13722,1.9997,cdfs
13724,1.0001,cdfs
13728,3.2574,cdfs
13729,1.1528,cdfs
13730,3.6507,cdfs
13731,1.4817,cdfs
13734,0.3215,cdfs
13735,0.9605,cdfs
13736,0.5608,cdfs
13738,2.3109,cdfs
13739,2.5134,cdfs
13745,1.4888,cdfs
13748,1.4009,cdfs
13749,2.1798,cdfs
13751,0.9088,cdfs
13752,0.2911,cdfs
13753,1.1175,cdfs
13754,1.2318,cdfs
13756,0.5096,cdfs
13759,1.8367,cdfs
13760,1.8195,cdfs
13761,1.078,cdfs
13763,1.2742,cdfs
13767,0.5698,cdfs
13768,1.3673,cdfs
13772,1.3652,cdfs
13774,1.2352,cdfs
13776,3.189,cdfs
13777,0.9458,cdfs
13781,0.3564,cdfs
13783,1.0085,cdfs
13784,1.0392,cdfs
13785,3.479,cdfs
13786,1.7587,cdfs
13788,2.2707,cdfs
13789,0.549,cdfs
13791,3.7479,cdfs
13792,1.3393,cdfs
13794,0.5407,cdfs
13795,0.7152,cdfs
13796,1.7633,cdfs
13797,3.6646,cdfs
13798,2.3388,cdfs
13800,0.9459,cdfs
13801,0.6271,cdfs
13805,0.2601,cdfs
13806,0.9602,cdfs
13808,1.6199,cdfs
13809,1.3838,cdfs
13810,0.2722,cdfs
13811,0.6377,cdfs
13812,0.9065,cdfs
13813,0.5546,cdfs
13814,0.4977,cdfs
13815,3.5723,cdfs
13816,0.2439,cdfs
13820,4.5901,cdfs
13821,0.6509,cdfs
13822,0.6465,cdfs
13825,1.8765,cdfs
13827,2.3727,cdfs
13829,0.7444,cdfs
13832,0.4788,cdfs
13834,1.4014,cdfs
13835,2.5557,cdfs
13836,0.668,cdfs
13837,2.9965,cdfs
13838,0.4701,cdfs
13840,0.5758,cdfs
13841,1.9567,cdfs
13843,4.3752,cdfs
13845,0.7447,cdfs
13846,0.9925,cdfs
13848,2.144,cdfs
13851,1.9263,cdfs
13853,1.4566,cdfs
13854,3.0091,cdfs
13856,1.0672,cdfs
13858,2.2766,cdfs
13861,1.4641,cdfs
13863,1.9779,cdfs
13864,2.1056,cdfs
13865,1.1716,cdfs
13866,0.8393,cdfs
13868,0.9991,cdfs
13869,2.2812,cdfs
13871,2.7198,cdfs
13872,2.0642,cdfs
13875,2.6724,cdfs
13876,1.7031,cdfs
13877,1.9523,cdfs
13878,1.1119,cdfs
13879,0.6232,cdfs
13881,1.4069,cdfs
13883,1.1891,cdfs
13884,3.5312,cdfs
13885,0.8349,cdfs
13886,1.0987,cdfs
13887,4.052,cdfs
13890,3.441,cdfs
13891,0.5471,cdfs
13893,0.9343,cdfs
13896,3.6107,cdfs
13901,2.3708,cdfs
13902,1.2369,cdfs
13903,1.1243,cdfs
13905,1.5053,cdfs
13906,0.7084,cdfs
13907,0.9786,cdfs
13908,2.692,cdfs
13909,1.4805,cdfs
13910,3.5019,cdfs
13911,4.1652,cdfs
13912,1.8408,cdfs
13914,0.549,cdfs
13915,1.9884,cdfs
13918,0.2585,cdfs
13919,1.4986,cdfs
13920,2.6903,cdfs
13925,2.662,cdfs
13926,1.6073,cdfs
13929,2.2669,cdfs
13931,0.7343,cdfs
13933,1.7951,cdfs
13935,1.1583,cdfs
13936,1.2079,cdfs
13937,3.6919,cdfs
13939,3.1677,cdfs
13941,3.1943,cdfs
13943,1.8035,cdfs
13945,2.2947,cdfs
13948,0.7619,cdfs
13950,2.3201,cdfs
13952,2.7584,cdfs
13953,2.8436,cdfs
13956,0.6688,cdfs
13957,2.3614,cdfs
13959,1.029,cdfs
13960,2.3039,cdfs
13961,0.7529,cdfs
13962,0.2461,cdfs
13963,1.6131,cdfs
13964,1.0996,cdfs
13965,0.7981,cdfs
13966,1.3741,cdfs
13968,0.7445,cdfs
13971,4.1248,cdfs
13972,1.7011,cdfs
13974,2.5387,cdfs
13976,0.9456,cdfs
13977,1.3396,cdfs
13978,3.3263,cdfs
13985,1.3246,cdfs
13986,1.2921,cdfs
13987,0.1498,cdfs
13991,1.4525,cdfs
13992,3.4934,cdfs
13994,2.8486,cdfs
13996,0.7817,cdfs
13998,1.1565,cdfs
14001,0.5843,cdfs
14003,1.0791,cdfs
14005,0.8719,cdfs
14006,3.5667,cdfs
14009,3.3566,cdfs
14010,0.8377,cdfs
14011,0.5839,cdfs
14012,2.6857,cdfs
14016,0.1684,cdfs
14017,4.6577,cdfs
14018,0.6906,cdfs
14019,1.2863,cdfs
14020,0.4366,cdfs
14021,2.2777,cdfs
14024,1.04,cdfs
14025,0.1601,cdfs
14029,2.7928,cdfs
14031,2.5909,cdfs
14032,0.7165,cdfs
14035,1.5992,cdfs
14036,1.7272,cdfs
14037,0.7261,cdfs
14038,0.1188,cdfs
14039,2.3787,cdfs
14040,3.9955,cdfs
14041,1.4837,cdfs
14042,1.5834,cdfs
14043,1.5458,cdfs
14047,2.4501,cdfs
14049,0.3332,cdfs
14050,1.0716,cdfs
14051,1.8363,cdfs
14056,0.7552,cdfs
14057,3.5526,cdfs
14059,0.6772,cdfs
14060,1.9071,cdfs
14063,2.8603,cdfs
14064,1.647,cdfs
14065,2.3629,cdfs
14066,0.4436,cdfs
14067,4.1861,cdfs
14069,0.6138,cdfs
14070,1.9545,cdfs
14071,0.2954,cdfs
14073,3.4933,cdfs
14076,0.9457,cdfs
14080,1.7168,cdfs
14081,0.2839,cdfs
14083,0.5116,cdfs
14085,0.4533,cdfs
14087,0.7329,cdfs
14089,1.3208,cdfs
14090,3.535,cdfs
21472,2.3828,cdfs
14091,0.935,cdfs
14092,2.5806,cdfs
14094,0.6934,cdfs
14096,1.1852,cdfs
14098,0.302,cdfs
14101,0.5249,cdfs
14105,1.0692,cdfs
14106,0.9233,cdfs
14107,0.2952,cdfs
14108,1.6948,cdfs
14109,3.5285,cdfs
14112,2.3211,cdfs
14115,0.6689,cdfs
14116,1.6792,cdfs
14117,0.2277,cdfs
14124,1.5922,cdfs
14125,1.0704,cdfs
14126,1.4156,cdfs
14127,3.6135,cdfs
14128,1.3669,cdfs
14129,1.4192,cdfs
14130,1.6665,cdfs
14131,1.3757,cdfs
14133,1.4886,cdfs
14134,0.9193,cdfs
14138,0.4642,cdfs
14140,0.2967,cdfs
14141,0.6581,cdfs
14143,1.4545,cdfs
14144,2.8242,cdfs
14145,2.7689,cdfs
14148,0.8482,cdfs
14149,1.8551,cdfs
14150,2.0991,cdfs
14151,0.3848,cdfs
14152,3.5199,cdfs
14155,1.9505,cdfs
14156,1.0224,cdfs
14157,0.5291,cdfs
14158,0.717,cdfs
14159,1.4176,cdfs
14160,1.5042,cdfs
14163,2.6298,cdfs
14164,2.8798,cdfs
14166,1.4721,cdfs
14167,1.7932,cdfs
14170,0.4794,cdfs
14176,1.2529,cdfs
14178,2.1197,cdfs
14180,0.9268,cdfs
14181,3.5858,cdfs
14186,3.5084,cdfs
14192,0.3476,cdfs
14194,0.281,cdfs
14196,1.5493,cdfs
14198,2.0907,cdfs
14199,1.4742,cdfs
14201,0.8246,cdfs
14204,1.6014,cdfs
14205,1.5865,cdfs
14207,0.5415,cdfs
14209,2.4029,cdfs
14211,1.0938,cdfs
14213,1.1217,cdfs
14214,1.5813,cdfs
14215,2.0033,cdfs
14216,1.4373,cdfs
14217,1.0783,cdfs
14218,0.8255,cdfs
14220,2.4929,cdfs
14222,4.1607,cdfs
14224,1.552,cdfs
14225,2.5225,cdfs
14226,2.3548,cdfs
14228,0.3668,cdfs
14229,2.351,cdfs
14230,0.2441,cdfs
14231,0.9455,cdfs
14234,2.7297,cdfs
14235,4.0399,cdfs
14236,1.2922,cdfs
14238,3.2693,cdfs
14240,0.8328,cdfs
14242,0.8603,cdfs
14243,2.6762,cdfs
14244,1.6825,cdfs
14245,0.8805,cdfs
14246,2.465,cdfs
14247,2.3266,cdfs
14248,1.1516,cdfs
14250,1.544,cdfs
14252,0.7065,cdfs
14253,0.6563,cdfs
14254,1.8983,cdfs
14257,1.2659,cdfs
14262,1.5158,cdfs
14263,0.7113,cdfs
14264,1.7532,cdfs
14266,2.9806,cdfs
14267,1.8908,cdfs
14270,0.7276,cdfs
14271,0.7051,cdfs
14272,0.1317,cdfs
14274,0.6411,cdfs
14278,1.1244,cdfs
14279,0.754,cdfs
14280,2.8695,cdfs
14281,2.1331,cdfs
14283,1.0304,cdfs
14286,3.2359,cdfs
14287,0.3427,cdfs
14290,0.6731,cdfs
14291,0.9571,cdfs
14293,0.9481,cdfs
14295,4.4428,cdfs
14296,2.9895,cdfs
14297,0.4756,cdfs
14300,3.6528,cdfs
14301,2.3424,cdfs
14303,1.145,cdfs
14305,0.9395,cdfs
14306,1.0464,cdfs
14307,2.3491,cdfs
14310,3.128,cdfs
14311,0.4933,cdfs
14313,2.1105,cdfs
14314,0.6585,cdfs
14315,0.738,cdfs
14316,1.5482,cdfs
14317,0.3312,cdfs
14319,0.7199,cdfs
14320,2.4297,cdfs
14322,0.8138,cdfs
14326,0.2173,cdfs
14327,0.5293,cdfs
14328,1.6085,cdfs
14331,4.3335,cdfs
14334,0.737,cdfs
14336,1.2885,cdfs
14338,0.5536,cdfs
14339,3.3713,cdfs
14340,0.5627,cdfs
14341,2.7625,cdfs
14344,0.68,cdfs
14346,3.9508,cdfs
14348,0.6498,cdfs
14349,0.7533,cdfs
14350,1.2001,cdfs
14351,3.8625,cdfs
14352,1.7688,cdfs
14353,2.4164,cdfs
14354,4.064,cdfs
14359,2.986,cdfs
14362,1.6688,cdfs
14363,2.16,cdfs
14364,0.7412,cdfs
14365,2.7984,cdfs
14367,0.5992,cdfs
14369,0.4311,cdfs
14370,2.5127,cdfs
14371,0.5869,cdfs
14375,1.9978,cdfs
14380,2.3986,cdfs
14381,0.2269,cdfs
14382,0.7676,cdfs
14383,0.4162,cdfs
14384,0.4874,cdfs
14388,2.2252,cdfs
14392,1.4838,cdfs
14393,1.9749,cdfs
14395,1.367,cdfs
14397,2.9283,cdfs
14398,4.3003,cdfs
14399,1.3828,cdfs
14401,4.4901,cdfs
14403,0.4171,cdfs
14404,0.8076,cdfs
14406,0.9865,cdfs
14407,2.861,cdfs
14410,0.7387,cdfs
14411,0.3768,cdfs
14412,1.3823,cdfs
14416,0.6259,cdfs
14417,3.3654,cdfs
14418,0.6668,cdfs
14419,2.7712,cdfs
14421,0.5519,cdfs
14424,1.1243,cdfs
14425,4.6624,cdfs
14428,0.6888,cdfs
14429,0.7205,cdfs
14430,2.2571,cdfs
14431,0.805,cdfs
14435,0.3055,cdfs
14436,0.401,cdfs
14438,1.3846,cdfs
14440,2.0983,cdfs
14441,1.6047,cdfs
14442,1.6685,cdfs
14443,0.7654,cdfs
14444,0.4063,cdfs
14446,2.6257,cdfs
14449,2.069,cdfs
14451,0.3836,cdfs
14454,0.1422,cdfs
14455,1.9169,cdfs
14456,2.787,cdfs
14460,0.5478,cdfs
14461,1.3658,cdfs
14462,0.458,cdfs
14463,0.295,cdfs
14465,0.3555,cdfs
14466,2.3275,cdfs
14467,2.9038,cdfs
14469,0.6893,cdfs
14472,1.2638,cdfs
14473,0.5288,cdfs
14481,1.2173,cdfs
14485,0.963,cdfs
14486,1.3891,cdfs
14488,0.2884,cdfs
14490,0.112,cdfs
14491,0.4189,cdfs
14493,1.4214,cdfs
14496,0.9471,cdfs
14497,0.8171,cdfs
14498,0.868,cdfs
14499,3.5096,cdfs
14501,0.3616,cdfs
14504,0.9152,cdfs
14505,0.4248,cdfs
14510,1.2525,cdfs
14512,3.5531,cdfs
14513,4.2898,cdfs
14516,1.6246,cdfs
14518,0.9619,cdfs
14519,2.2365,cdfs
14520,0.6949,cdfs
14522,0.3356,cdfs
14525,0.6794,cdfs
14526,1.2502,cdfs
14528,2.6458,cdfs
14529,0.373,cdfs
14530,2.4332,cdfs
14534,0.4133,cdfs
14535,1.2682,cdfs
14536,1.7824,cdfs
14538,3.0504,cdfs
14539,1.6273,cdfs
14540,3.7204,cdfs
14543,2.3585,cdfs
14545,0.6377,cdfs
14546,1.757,cdfs
14548,1.9534,cdfs
14550,3.5554,cdfs
14551,1.0713,cdfs
14552,1.0312,cdfs
14554,0.6247,cdfs
14557,1.6799,cdfs
14559,1.7511,cdfs
14563,1.2066,cdfs
14564,0.4658,cdfs
14565,2.2281,cdfs
14566,2.5519,cdfs
14570,0.3725,cdfs
14571,3.5265,cdfs
14573,1.0787,cdfs
14576,2.5052,cdfs
14578,0.3634,cdfs
14579,0.9237,cdfs
14580,2.8058,cdfs
14581,0.6644,cdfs
21863,1.082,cdfs
14583,2.3099,cdfs
14586,1.2252,cdfs
14588,1.3208,cdfs
14590,1.8188,cdfs
14594,0.2318,cdfs
14597,0.5474,cdfs
14598,4.8504,cdfs
14599,2.7924,cdfs
14604,0.9225,cdfs
14606,2.6489,cdfs
14609,2.026,cdfs
14610,0.3941,cdfs
14611,0.6631,cdfs
14612,1.0249,cdfs
14613,0.7435,cdfs
14614,0.5433,cdfs
14616,2.2472,cdfs
14618,0.9635,cdfs
14619,1.4768,cdfs
14620,1.1615,cdfs
14622,0.4059,cdfs
14623,2.778,cdfs
14624,0.6933,cdfs
14627,3.8028,cdfs
14630,0.4684,cdfs
14632,0.6015,cdfs
14633,0.7307,cdfs
14634,0.8958,cdfs
14636,1.4478,cdfs
14637,0.9696,cdfs
14640,2.8083,cdfs
14641,0.9888,cdfs
14642,2.3279,cdfs
14643,2.2867,cdfs
14644,4.1115,cdfs
14645,1.0413,cdfs
14646,1.4986,cdfs
14647,0.4366,cdfs
14650,0.5013,cdfs
14652,0.6771,cdfs
14653,1.4525,cdfs
14654,0.1145,cdfs
14655,0.812,cdfs
14657,0.4785,cdfs
14658,2.3227,cdfs
14659,1.2502,cdfs
14661,0.798,cdfs
14662,0.7383,cdfs
14663,0.3652,cdfs
14664,1.3038,cdfs
14668,2.9024,cdfs
14669,2.7784,cdfs
14670,2.6137,cdfs
14671,1.6596,cdfs
14672,3.2408,cdfs
14673,2.1557,cdfs
14677,1.2252,cdfs
14679,2.3021,cdfs
14680,2.3578,cdfs
14681,0.8924,cdfs
14685,1.3549,cdfs
14686,4.5963,cdfs
14687,1.867,cdfs
14688,1.0224,cdfs
14689,2.659,cdfs
14695,0.4024,cdfs
14697,1.6419,cdfs
14698,1.1222,cdfs
14704,0.7536,cdfs
14705,4.3338,cdfs
14706,1.4219,cdfs
14707,0.2902,cdfs
14708,0.8432,cdfs
14710,1.0468,cdfs
14712,2.318,cdfs
14715,3.5292,cdfs
14716,2.1357,cdfs
14719,3.507,cdfs
14721,0.7028,cdfs
14722,0.3937,cdfs
14723,2.9209,cdfs
14728,1.8581,cdfs
14729,1.4291,cdfs
14730,4.4475,cdfs
14731,2.928,cdfs
14732,0.7139,cdfs
14733,2.9822,cdfs
14738,0.3437,cdfs
14740,2.0639,cdfs
14741,1.5603,cdfs
14742,2.6807,cdfs
14743,0.6144,cdfs
14744,4.9391,cdfs
14745,0.6667,cdfs
14746,0.5398,cdfs
14747,2.3839,cdfs
14748,0.3233,cdfs
14749,2.2837,cdfs
14754,4.0655,cdfs
14755,1.6377,cdfs
14756,1.5718,cdfs
14759,2.0219,cdfs
14760,2.6106,cdfs
14761,1.1444,cdfs
14765,0.9282,cdfs
14768,3.6467,cdfs
14770,0.2675,cdfs
14777,2.0779,cdfs
14778,0.4677,cdfs
14780,3.1876,cdfs
14782,0.855,cdfs
14789,1.9947,cdfs
14793,1.9332,cdfs
14794,0.8497,cdfs
14795,1.3942,cdfs
14796,2.7336,cdfs
14797,1.8942,cdfs
14799,2.0975,cdfs
14800,1.3021,cdfs
14801,1.7256,cdfs
14804,2.9552,cdfs
14806,0.642,cdfs
14807,1.2641,cdfs
14808,3.6733,cdfs
14810,2.2001,cdfs
14811,4.1425,cdfs
14812,3.6786,cdfs
14813,0.9796,cdfs
14815,1.7527,cdfs
14816,2.3596,cdfs
14819,0.6559,cdfs
14820,2.7334,cdfs
14821,2.6482,cdfs
14822,0.7425,cdfs
14824,1.9762,cdfs
14826,2.1367,cdfs
14827,3.4933,cdfs
14828,0.7685,cdfs
14829,1.6426,cdfs
14831,3.6634,cdfs
14832,0.9364,cdfs
14834,0.6797,cdfs
14835,2.251,cdfs
14838,1.1845,cdfs
14839,1.1749,cdfs
14841,0.953,cdfs
14842,1.3995,cdfs
14843,4.5859,cdfs
14844,0.5347,cdfs
14845,0.3614,cdfs
14849,0.4835,cdfs
14850,3.3117,cdfs
14851,2.1023,cdfs
14855,2.5918,cdfs
14856,0.68,cdfs
14857,0.6801,cdfs
14858,2.0105,cdfs
14859,2.1116,cdfs
14860,0.3831,cdfs
14862,0.9734,cdfs
14866,1.6714,cdfs
14867,1.9836,cdfs
14868,1.3857,cdfs
14869,3.6679,cdfs
14870,0.6646,cdfs
14873,2.3517,cdfs
14874,3.9201,cdfs
14875,1.5077,cdfs
14876,2.9822,cdfs
14878,1.7925,cdfs
14880,3.3366,cdfs
14881,2.4275,cdfs
14882,3.3933,cdfs
14884,0.3226,cdfs
14887,2.5059,cdfs
14888,2.3509,cdfs
14889,1.4583,cdfs
14890,0.6769,cdfs
14892,0.6807,cdfs
14893,0.5983,cdfs
14894,0.4709,cdfs
14895,2.812,cdfs
14897,0.5748,cdfs
14898,0.4822,cdfs
14900,1.2334,cdfs
14901,2.7057,cdfs
14904,1.3299,cdfs
14907,0.8465,cdfs
14909,1.2184,cdfs
14910,1.2735,cdfs
14912,2.1298,cdfs
14913,0.8837,cdfs
14916,4.347,cdfs
14917,3.5278,cdfs
14918,3.5491,cdfs
14921,0.4585,cdfs
14923,1.7574,cdfs
14924,2.2793,cdfs
14927,0.4161,cdfs
14928,1.1568,cdfs
14934,1.3029,cdfs
14935,1.7124,cdfs
14936,0.5033,cdfs
14938,1.4499,cdfs
14939,1.3984,cdfs
14942,4.9726,cdfs
14944,4.2474,cdfs
14945,1.6663,cdfs
14950,1.6111,cdfs
14952,2.3174,cdfs
14955,1.8548,cdfs
14957,1.3938,cdfs
14958,0.9859,cdfs
14960,0.9225,cdfs
14962,1.5644,cdfs
14963,0.5881,cdfs
14964,0.2782,cdfs
14965,0.3747,cdfs
14966,0.756,cdfs
14967,2.6967,cdfs
14968,1.2981,cdfs
14969,1.5113,cdfs
14970,3.5317,cdfs
14973,3.3877,cdfs
14974,1.638,cdfs
14975,1.1119,cdfs
14976,4.4716,cdfs
14978,0.78,cdfs
14979,1.0201,cdfs
14980,3.8514,cdfs
14981,3.1205,cdfs
14982,2.0547,cdfs
14985,3.7408,cdfs
14988,0.1276,cdfs
14989,0.749,cdfs
14990,0.7088,cdfs
14993,1.7725,cdfs
14994,2.8828,cdfs
15001,0.3113,cdfs
15002,3.8336,cdfs
15003,1.3275,cdfs
15004,1.1635,cdfs
15008,1.3099,cdfs
15011,1.6178,cdfs
15012,0.5374,cdfs
15013,2.6124,cdfs
15015,0.4915,cdfs
15016,2.3851,cdfs
15017,1.9769,cdfs
15019,0.6061,cdfs
15021,0.2511,cdfs
15023,0.3994,cdfs
15026,0.7642,cdfs
15030,2.1235,cdfs
15031,3.6808,cdfs
15033,2.2406,cdfs
15035,0.7413,cdfs
15036,1.2921,cdfs
15038,0.9354,cdfs
15039,0.4403,cdfs
15040,1.0806,cdfs
15042,1.6321,cdfs
15043,3.5442,cdfs
15044,1.0993,cdfs
15046,1.7144,cdfs
15049,2.042,cdfs
15052,0.9673,cdfs
15055,2.6205,cdfs
15056,0.5622,cdfs
15057,1.7672,cdfs
15058,1.5324,cdfs
15059,1.7641,cdfs
15062,0.2779,cdfs
15064,1.1893,cdfs
15065,1.2928,cdfs
15068,1.7438,cdfs
15070,1.2694,cdfs
15073,0.6681,cdfs
15079,1.0621,cdfs
15080,1.9671,cdfs
15081,1.7428,cdfs
15085,0.688,cdfs
15087,0.6569,cdfs
15089,2.4639,cdfs
15090,0.4445,cdfs
15091,1.2956,cdfs
15092,3.0638,cdfs
15093,1.6304,cdfs
15095,0.6001,cdfs
15097,3.29,cdfs
15098,1.4991,cdfs
15099,1.023,cdfs
15102,2.0634,cdfs
15106,3.4757,cdfs
15107,1.2772,cdfs
15109,2.9367,cdfs
15111,3.1136,cdfs
15112,1.6256,cdfs
15114,3.7878,cdfs
15115,2.3428,cdfs
15118,2.5951,cdfs
15119,0.5979,cdfs
15120,0.3812,cdfs
15122,0.8715,cdfs
15123,2.08,cdfs
15124,2.749,cdfs
15125,0.6336,cdfs
15126,0.7532,cdfs
15127,0.5293,cdfs
15128,2.674,cdfs
15130,3.5478,cdfs
15132,1.2559,cdfs
15134,0.9375,cdfs
15136,0.926,cdfs
15137,1.2955,cdfs
15138,2.398,cdfs
15139,0.662,cdfs
15141,0.5739,cdfs
15145,0.5924,cdfs
15146,2.3205,cdfs
15151,2.7628,cdfs
15153,1.2378,cdfs
15154,1.3265,cdfs
15156,3.1344,cdfs
15157,2.689,cdfs
15158,3.4963,cdfs
15161,4.2344,cdfs
15162,0.3204,cdfs
15163,1.6277,cdfs
15164,0.1644,cdfs
15165,2.5828,cdfs
15168,1.5186,cdfs
15174,3.4772,cdfs
15175,2.5323,cdfs
15176,2.3697,cdfs
15178,1.3313,cdfs
15180,1.4937,cdfs
15181,1.9892,cdfs
15182,2.2003,cdfs
15183,2.774,cdfs
15184,4.5157,cdfs
15185,2.677,cdfs
15187,2.5762,cdfs
15188,2.8331,cdfs
15190,0.3668,cdfs
15191,0.9431,cdfs
15193,1.997,cdfs
15194,0.6873,cdfs
15196,0.7449,cdfs
15199,1.4588,cdfs
15200,3.0937,cdfs
15201,0.9631,cdfs
15203,0.6812,cdfs
15204,0.5313,cdfs
15205,2.3043,cdfs
15206,4.5747,cdfs
15207,1.1096,cdfs
15208,2.3023,cdfs
15209,2.9,cdfs
15210,1.9432,cdfs
15211,1.0972,cdfs
15215,0.614,cdfs
15218,1.4643,cdfs
15219,1.1545,cdfs
15220,0.6742,cdfs
15221,1.7458,cdfs
15223,0.7423,cdfs
15225,1.8226,cdfs
15227,3.2725,cdfs
15228,0.5987,cdfs
15233,2.2763,cdfs
15234,2.2238,cdfs
15236,2.1341,cdfs
15238,0.6201,cdfs
15239,2.1371,cdfs
15240,3.5944,cdfs
15244,1.3919,cdfs
15246,0.544,cdfs
15248,1.1685,cdfs
15252,1.531,cdfs
15253,0.7946,cdfs
15254,1.083,cdfs
15255,2.3924,cdfs
15256,3.0646,cdfs
15259,4.3684,cdfs
15260,0.8242,cdfs
15261,0.7319,cdfs
15264,1.7266,cdfs
15266,1.4089,cdfs
15267,3.0233,cdfs
15268,0.3653,cdfs
15269,2.5301,cdfs
15270,2.8571,cdfs
15272,1.3678,cdfs
15273,1.6185,cdfs
15274,0.5059,cdfs
15275,1.2429,cdfs
15280,0.9103,cdfs
15281,2.8183,cdfs
15287,2.8743,cdfs
15288,0.9974,cdfs
15289,2.7596,cdfs
15291,1.9809,cdfs
15292,2.6985,cdfs
15293,2.2865,cdfs
15295,3.1911,cdfs
15296,2.0386,cdfs
15299,0.5231,cdfs
15301,0.6406,cdfs
15303,2.2427,cdfs
15305,2.6572,cdfs
15307,2.8828,cdfs
15310,1.0535,cdfs
15311,0.2481,cdfs
15318,1.0522,cdfs
15320,0.741,cdfs
15322,0.9191,cdfs
15323,1.3929,cdfs
15324,1.6139,cdfs
15326,1.6597,cdfs
15327,4.059,cdfs
15329,1.6976,cdfs
15330,0.7925,cdfs
15331,0.903,cdfs
15334,0.6386,cdfs
15339,2.1062,cdfs
15340,2.4765,cdfs
15341,3.332,cdfs
15342,2.3223,cdfs
15345,0.9295,cdfs
15346,3.5337,cdfs
15348,2.0176,cdfs
15351,1.7008,cdfs
15352,0.2554,cdfs
15353,0.4171,cdfs
15356,0.7265,cdfs
15357,2.6127,cdfs
15358,0.659,cdfs
15359,1.2244,cdfs
15360,0.7453,cdfs
15362,0.6928,cdfs
15363,2.3831,cdfs
15364,1.2735,cdfs
15365,0.6745,cdfs
15367,2.7649,cdfs
15368,0.1028,cdfs
15369,2.2442,cdfs
15370,0.6505,cdfs
15371,1.6268,cdfs
15372,0.9734,cdfs
15373,1.344,cdfs
15374,2.6603,cdfs
15375,0.6518,cdfs
15376,0.7379,cdfs
15377,3.3636,cdfs
15378,1.3309,cdfs
15380,4.9438,cdfs
15381,0.4697,cdfs
15383,0.9248,cdfs
15385,1.0144,cdfs
15386,0.5404,cdfs
15388,0.5833,cdfs
15389,0.5726,cdfs
15392,1.3174,cdfs
15394,3.3377,cdfs
15395,1.0054,cdfs
15396,0.7926,cdfs
15398,0.2517,cdfs
15399,2.3782,cdfs
15400,3.2755,cdfs
15401,2.9907,cdfs
15402,1.908,cdfs
15403,1.404,cdfs
15404,4.7201,cdfs
15406,0.4258,cdfs
15408,1.5336,cdfs
15409,0.9002,cdfs
15410,0.9881,cdfs
15412,0.1519,cdfs
15414,4.0229,cdfs
15415,2.3163,cdfs
15417,0.2453,cdfs
15419,4.9661,cdfs
15422,1.9047,cdfs
15431,0.9215,cdfs
15433,2.1493,cdfs
15434,0.9707,cdfs
15437,1.0746,cdfs
15439,0.3628,cdfs
15440,0.7453,cdfs
15442,1.26,cdfs
15443,1.8811,cdfs
15448,0.7406,cdfs
15449,1.2873,cdfs
15452,1.9552,cdfs
15455,0.482,cdfs
15456,2.5568,cdfs
15457,0.5654,cdfs
15458,1.4133,cdfs
15459,0.557,cdfs
15460,2.1989,cdfs
15461,0.5429,cdfs
15462,0.5467,cdfs
15463,0.4419,cdfs
15464,2.3521,cdfs
15466,0.2348,cdfs
15467,2.7405,cdfs
15468,2.6314,cdfs
15472,0.4806,cdfs
15475,1.3354,cdfs
15476,1.9522,cdfs
15478,1.0849,cdfs
15479,1.3751,cdfs
15480,1.4506,cdfs
15481,3.685,cdfs
15483,2.0206,cdfs
15484,1.4987,cdfs
15488,3.9641,cdfs
15490,0.4717,cdfs
15493,1.2183,cdfs
15495,2.5705,cdfs
15496,1.2321,cdfs
15497,0.517,cdfs
15502,0.9416,cdfs
15507,0.5057,cdfs
15510,0.2406,cdfs
15511,2.6241,cdfs
15514,2.8889,cdfs
15516,0.7781,cdfs
15518,0.7105,cdfs
15519,1.2021,cdfs
15521,3.0337,cdfs
15522,0.7448,cdfs
15523,0.6379,cdfs
