,lambda (Angstroms),Total Flux (erg/s/cm^2/Angstrom)
0,102.00000000000001,13.550426345698531
1,103.9,13.511808178417564
2,104.712855,13.495286617828034
3,106.07000000000001,13.350389451035282
4,108.05,13.138992466511498
5,110.05,12.925460217154047
6,113.91999999999999,12.512275283363893
7,117.92,12.08521080041199
8,120.22644299999999,11.838962535662377
9,120.95,11.774195911634855
10,124.91,11.419728550238002
11,126.94,11.238019218345952
12,128.12,11.132395150168476
13,131.1,10.865649530436611
14,132.01,10.784194626712692
15,133.85,10.619492779400407
16,136.96,10.341112339401125
17,138.038426,10.244580499794381
18,140.15,10.10947896606082
19,143.09,9.921395564292178
20,147.10000000000002,9.664888492168728
21,150.87,9.423688727735982
22,155.1,9.153059867308551
23,158.489319,8.936219445913745
24,159.07999999999998,8.90764987652511
25,162.02999999999997,8.7649667521988
26,166.19,8.563762322920004
27,170.06,8.376583582086841
28,172.82,8.243094893766298
29,176.85,8.048178982149336
30,180.14,7.889053802207453
31,181.8,7.808768780025529
32,181.970086,7.800542441431517
33,186.04,7.650374411732541
34,190.81,7.474380216364251
35,193.91,7.36000401075446
36,197.97,7.210205155015832
37,202.12,7.057088974349499
38,204.93,6.953415432206754
39,208.929613,6.805832620685683
40,210.19,6.770868827437117
41,216.07999999999998,6.607525552230464
42,220.09,6.496309274470247
43,223.15,6.411432780665941
44,226.78,6.31076348074809
45,229.94,6.2234220879168465
46,234.21,6.10557879990659
47,239.88329199999998,5.948576690753391
48,240.22000000000003,5.94140155948917
49,245.80999999999997,5.821830112035929
50,252.11999999999998,5.687103990136119
51,256.81,5.586544375491093
52,259.78000000000003,5.523348966523986
53,264.0,5.433267256267695
54,268.91,5.3283289192917715
55,273.90999999999997,5.221461764135028
56,275.42287,5.189126477214932
57,279.0,5.130455425329319
58,284.19,5.045335860017611
59,290.14000000000004,4.947637342947345
60,296.21000000000004,4.848116719494151
61,301.03000000000003,4.769024148946474
62,308.04,4.654070879660331
63,316.227766,4.519810212972048
64,318.13,4.496517607600856
65,327.79999999999995,4.378051307121889
66,337.76,4.2560015017299015
67,348.02,4.130269101289962
68,356.95,4.020848110795942
69,363.078055,3.9457722056312776
70,366.09999999999997,3.9180494189461337
71,374.63000000000005,3.8397563167424176
72,385.13,3.743297653559651
73,395.01,3.6526992279895807
74,405.14,3.5597458514627784
75,413.62,3.4818931000504096
76,416.86938299999997,3.4520571094561183
77,422.28000000000003,3.414112593287268
78,430.14,3.3589932581848574
79,441.17,3.28168649171417
80,451.45,3.2095946796082173
81,459.84,3.150744552141394
82,469.47,3.0832212502182097
83,478.630092,3.0190153291234165
84,480.4,3.009473888634158
85,490.46,2.955173777458889
86,499.58000000000004,2.9060244482164985
87,506.53,2.868528101893624
88,512.4,2.837139729046822
89,519.52,2.79874815127864
90,530.4,2.7400587197789457
91,540.26,2.686810547951098
92,549.5408739999999,2.636874156002666
93,550.31,2.6337190223523543
94,560.54,2.5917864943717834
95,569.65,2.554433805735126
96,580.24,2.5108102304297253
97,589.67,2.4722027588376645
98,600.63,2.4270880706150786
99,610.39,2.386895562475257
100,620.3100000000001,2.3465416648577335
101,630.38,2.3052013163548652
102,630.957344,2.3028315719050854
103,640.63,2.271373174206941
104,649.54,2.2425127798998887
105,658.58,2.2131188787488494
106,664.67,2.1934562320574975
107,675.4699999999999,2.158330635018646
108,684.8700000000001,2.1275730932996457
109,694.39,2.0972663647246583
110,705.6800000000001,2.060200231273859
111,715.49,2.0289907250469024
112,724.43596,2.0000088639555638
113,725.4499999999999,1.9975755891766478
114,735.54,1.9733697142962567
115,745.7700000000001,1.9490589410181196
116,754.41,1.9284726373286671
117,764.9,1.903147204740431
118,775.54,1.8781655435117528
119,784.52,1.8567000975706316
120,795.44,1.830780142546462
121,804.65,1.8089185010233302
122,815.84,1.782209224446365
123,825.2900000000001,1.760084853098526
124,831.763771,1.7433930027677418
125,834.84,1.7373410162243748
