,lambda (Angstroms),Total Flux (erg/s/cm^2/Angstrom)
0,100.0,0.009291854423227818
1,102.10000000000001,0.011426155496329521
2,104.0,0.013357189803438316
3,104.712855,0.014081688469724907
4,105.93,0.013049538751771722
5,107.89999999999999,0.011378961349605463
6,109.89999999999999,0.009682943715298972
7,114.03,0.006180667318139482
8,118.04,0.0027801520809389124
9,120.22644299999999,0.0009260299851612298
10,121.06,0.0008933226342893913
11,125.03,0.0007375461396738168
12,127.06,0.0006578923491351678
13,127.94,0.0006233627985674285
14,130.92,0.0005064330315308113
15,132.13,0.00045895542041041925
16,133.97,0.00038675769607696386
17,137.09,0.0002643373548328875
18,138.038426,0.00022712384825299993
19,139.96,0.00022446394396848863
20,142.89,0.00022042641814772225
21,146.9,0.00021492463344609304
22,151.01,0.00020925829967419885
23,154.89,0.00020393215465591428
24,158.489319,0.00019900038014891846
25,158.86,0.0001982168887485263
26,162.19,0.0001911846181589389
27,165.96,0.00018325790236382037
28,169.83,0.00017514394100835387
29,172.98999999999998,0.00016847794814135806
30,177.01999999999998,0.00016014818352933484
31,179.89000000000001,0.00015421585657734798
32,181.970086,0.0001499232048939979
33,181.98,0.0001499306482055526
34,185.79,0.0001528667134453606
35,190.99,0.00015694591986714586
36,194.09,0.00015946241550321012
37,198.16,0.0001628483779641074
38,201.84,0.00016611677909337077
39,205.11999999999998,0.00016900663388249684
40,208.929613,0.00017250942006540298
41,209.9,0.00017677460602308709
42,215.78,0.00020336634060108007
43,219.79,0.00022167704975545967
44,222.85,0.00023568226290319075
45,226.99,0.00025515398027953283
46,230.15,0.00027437104305954267
47,233.89000000000001,0.0003046639259067696
48,239.88329199999998,0.00034375856711460376
49,239.89,0.0003437514180165928
50,246.04000000000002,0.0003318015254162238
51,251.78,0.0003310861949892129
52,257.05,0.0003203358009560512
53,260.02,0.00032767358204172683
54,264.25,0.0003662565544970828
55,269.15999999999997,0.00038397526578686967
56,274.17,0.00040433950337583725
57,275.42287,0.0004001799057180484
58,279.26,0.0004146354045665928
59,283.8,0.0005224234283526459
60,289.74,0.0006199896735705215
61,295.81,0.000675212265064209
62,301.31,0.0006943514921177974
63,308.33,0.0008645378910116502
64,316.227766,0.001050688090425567
65,317.7,0.0010760544586493504
66,328.11,0.0012797509669534482
67,338.08,0.0014339024158287464
68,348.34999999999997,0.001601322200678226
69,357.28000000000003,0.0023554629181763613
70,363.078055,0.00341599054947769
71,365.61,0.0038911949341117916
72,374.97999999999996,0.004467103508856654
73,384.6,0.0043055360978689885
74,395.38,0.0070077554730823945
75,404.59000000000003,0.009721311318696075
76,414.01,0.01091658149629443
77,416.86938299999997,0.011005207084383932
78,421.71,0.011151189480005352
79,429.55,0.011802680327094795
80,440.57,0.015433872742263885
81,450.83,0.01756355119776614
82,460.27,0.017339640380996287
83,469.90999999999997,0.019510610606244018
