,lambda (Angstroms),Total Flux (erg/s/cm^2/Angstrom)
0,102.05000000000001,0.01645128740119781
1,103.95,0.019243995453793586
2,104.712855,0.02036527508740361
3,105.88,0.018933875966014008
4,108.10000000000001,0.01621124420620759
5,110.11,0.01374615871032549
6,113.98,0.008999949332119565
7,117.97999999999999,0.004094306600646412
8,120.22644299999999,0.0013392455103440185
9,121.01,0.001294780479555753
10,124.97,0.0010700592218538156
11,127.0,0.0009548612424311884
12,127.88000000000001,0.0009049232982972017
13,130.86,0.0007358151177195666
14,132.07,0.0006671508835993367
15,133.91,0.000562735333807911
16,137.03,0.00038568394197523257
17,138.038426,0.00032845845375558194
18,139.9,0.00032472864279327313
19,143.16,0.0003182140662909413
20,147.17,0.0003102338735586375
21,150.94,0.0003027013934132047
22,155.17,0.00029425375359960244
23,158.489319,0.00028763399733811387
24,159.14999999999998,0.00028560602537591593
25,162.10999999999999,0.00027652441893920537
26,165.89,0.0002649406586274602
27,170.14000000000001,0.00025191397522880487
28,172.91,0.00024344049704850488
29,176.93,0.00023114335523918858
30,179.81,0.00022234373216833508
31,181.89000000000001,0.00021599030045605204
32,181.970086,0.00021574583531199445
33,186.13000000000002,0.00021997992838512136
34,190.9,0.00022487230319901747
35,194.0,0.00022806589213110923
36,198.07000000000002,0.00023226381792808146
37,202.21,0.00023656200999674592
38,205.03,0.00023951405194206818
39,208.929613,0.00024355440255886888
40,209.79999999999998,0.000248831558045466
41,216.17999999999998,0.0002877114340973948
42,220.20000000000002,0.0003122247921677326
43,222.75,0.00032779491906309577
44,226.89000000000001,0.0003530952946579212
45,230.04,0.00037400480517572285
46,233.78,0.0004000876986889225
47,239.78,0.0004396307449133069
48,239.88329199999998,0.0004402629081714944
49,245.93,0.00041090625540711386
50,252.24,0.0003820268178822723
51,256.93,0.0003575086864414632
52,259.9,0.00034578455862073763
53,264.13,0.0003268283138457646
54,269.04,0.0003040257018256423
55,274.04,0.00028070069502307375
56,275.42287,0.0002742707022812528
57,279.13,0.00029503104712335157
58,284.32,0.0003242336776591271
59,290.28000000000003,0.0003566015463283417
60,295.67,0.0003875719732624129
61,301.17,0.0004180217042155469
62,308.19,0.0004581229197957288
63,316.227766,0.0005042541461114268
64,318.28000000000003,0.0004972150995168321
65,327.95,0.0004636959317516136
66,337.92,0.0004287112027113622
67,348.19000000000005,0.00039254923239607814
68,357.12,0.0003616440811092736
69,363.078055,0.0003415676501278723
70,366.28000000000003,0.00035287892306451484
71,374.81,0.00038205906641510076
72,385.31,0.000415515358358964
73,395.2,0.00045204044464704094
74,405.33,0.00048793389086526325
75,413.82,0.0005167442008941584
76,416.86938299999997,0.0005267528642030981
77,421.51,0.000536367873542454
78,430.34000000000003,0.0005547937240501028
79,441.37999999999994,0.0005800487704718967
80,450.62,0.0005998633600857896
81,460.06,0.000618869512678338
82,469.68999999999994,0.0006397829951006093
83,478.630092,0.0006600720873895823
84,479.53000000000003,0.0006583388516543782
85,489.57,0.0006351312603969711
86,499.82,0.0006164168677387617
87,505.61,0.0006041027019737827
88,511.46,0.0006207509272371462
89,519.77,0.0006058139846625394
90,529.43,0.0005878324402256317
91,540.52,0.0005597465819642129
92,549.5408739999999,0.0005625953804785996
93,550.57,0.000564572604791757
94,559.52,0.0005814484765878523
95,569.92,0.0005958774555464435
96,580.51,0.0005856683444090859
97,589.9499999999999,0.0006163546206945764
98,599.53,0.0006197320411198938
99,610.68,0.000639474406541845
100,620.6,0.0006840819341638857
101,630.68,0.0007071075122314434
102,630.957344,0.0007072261437014015
103,639.46,0.0007263286767420182
104,649.85,0.0007905974144586805
105,657.37,0.0008344222153854658
106,664.99,0.0008729992391969159
107,674.24,0.0008932992560284007
108,685.1899999999999,0.000907153361899185
109,694.72,0.001075097062807731
110,704.39,0.0010666957557548076
111,715.8299999999999,0.001215927433760449
112,724.43596,0.001264104668671242
113,725.7900000000001,0.0012710753062237417
114,734.2,0.0013219124705354914
115,744.41,0.0014620726754847144
116,754.77,0.0015592249004870602
117,765.27,0.001642393304205654
118,774.13,0.0017838143286767723
119,784.9000000000001,0.001914953148490987
120,795.82,0.0020074520883583244
121,805.0300000000001,0.0021040800596200623
122,814.3499999999999,0.0021942853855874238
