ID,UV_0,VJ_0,UV_10,VJ_10,UV_20,VJ_20,UV_30,VJ_30,UV_40,VJ_40,UV_50,VJ_50,UV_60,VJ_60,UV_70,VJ_70,UV_80,VJ_80,UV_90,VJ_90,UV_100,VJ_100
10003,1.0326095533453277,-0.30228649420982023,1.0123778368039176,-0.2780922554663121,0.9931948490590337,-0.2552326890429839,0.9749783322058825,-0.23359564453755866,0.9576546608118441,-0.21308163271071479,0.9411577113183505,-0.19360203795060116,0.9254279080624634,-0.17507763190942782,0.9104114140389221,-0.1574373297135203,0.896059441017556,-0.14061714300127548,0.882327658658447,-0.1245592937757607,0.8691756861902178,-0.10921146049731689
10005,0.8949738949454122,0.5355944179810592,0.8792561507716208,0.536684436336401,0.8642967172466385,0.5377355885018993,0.8500406864930099,0.5387499172794818,0.8364384394827518,0.5397293247457604,0.8234450125209705,0.5406755841673245,0.8110195540833018,0.5415903507253041,0.7991248571241911,0.5424751711857709,0.7877269547413555,0.5433314926349837,0.7767947692783501,0.5441606703832207,0.7662998067017703,0.5449639751282298
10011,1.3981110482500405,0.6423682871588383,1.3706773134338732,0.6417599697698968,1.3446216975275433,0.6411674763392874,1.3198359300189466,0.6405901972745092,1.2962233744060683,0.6400275539017315,1.2736974472959055,0.6394789965297853,1.2521802955915078,0.6389440026579152,1.2316016829155707,0.6384220753148888,1.2118980468685194,0.6379127415183916,1.1930116966904158,0.637415550844679,1.174890127031368,0.6369300740993822
10019,0.784208773693539,0.4791949708592931,0.7690464334589286,0.48185705155664493,0.7547233685219084,0.4844000531586481,0.7411706220712446,0.4868317973005887,0.728326702030305,0.48915943474734647,0.7161365843385958,0.4913895158637587,0.7045508736131829,0.4935280523785224,0.6935250926533065,0.49558057167212155,0.6830190780667245,0.4975521646242491,0.6729964638012156,0.4994475278955335,0.6634242378821789,0.5012710013848221
10020,0.9426975662394774,-0.037511163072359466,0.9235416683949396,-0.020788151254709675,0.905435850874305,-0.0049476252300522106,0.8882937492841698,0.010080033897271079,0.8720384385259301,0.0243571652345409,0.8566011519320078,0.03793977164470874,0.8419202069136915,0.050878318104992104,0.8279400987598713,0.06321841061308575,0.8146107322511149,0.0750013762360986,0.8018867669204113,0.08626476089565216,0.789727056570559,0.09704275834205234
10028,0.18874354457282294,0.30203312337217625,0.19043159935501563,0.3130348092938746,0.1920146300170238,0.32323638877913297,0.19350214367611684,0.3327224870734362,0.19490253340453734,0.34156615076122776,0.19622323678783715,0.3498307703034804,0.1974708681487165,0.3575716304497334,0.1986513294022494,0.3648371702067408,0.19976990346627588,0.37167001411679834,0.20083133334826542,0.37810782199330006,0.2018398894074025,0.38418399343987275
10029,0.9787851162527801,0.46209044065867033,0.9622141226577838,0.4643249909670395,0.9463968907718758,0.4664855708007529,0.9312815649612496,0.4685757974044513,0.9168210653817361,0.47059905570302973,0.9029725382698359,0.4725585166772426,0.8896968818608357,0.47445715402060884,0.8769583358827049,0.47629775926245443,0.8647241247475854,0.47808295551956803,0.8529641463004118,0.47981521001950966,0.841650699381713,0.48149684552178584
10031,0.31387982319533947,0.22968924993624995,0.3118322192303502,0.24154723889246554,0.3098971453783932,0.2526560111862679,0.30806557041888283,0.26308492859928023,0.30632940464474245,0.2728949885425962,0.30468138025300107,0.2821400558870728,0.3031149495224703,0.29086788208759984,0.30162419776644356,0.2991209534735546,0.3002037686175889,0.30693720137160696,0.29884879965327116,0.31435059974623414,0.29755486672900844,0.32139167070398145
10032,1.2065579511296924,0.665493442046678,1.182645188395739,0.6644454227981846,1.159956596919642,0.6634285200514434,1.1383959226755316,0.6624413678420638,1.117877144819058,0.6614826790280333,1.0983231087147338,0.6605512396834143,1.0796643776381885,0.6596459039639555,1.0618382626498146,0.6587655893989037,1.044787998611124,0.6579092725683644,1.0284620408236655,0.6570759851297012,1.0128134618115254,0.6562648101607209
10037,0.6617116366627478,0.40096680613556757,0.6513977714793668,0.40525331287551225,0.6415834930453741,0.40935430027563413,0.6322329875276473,0.41328158454779995,0.6233138168876735,0.417045997113906,0.6147965268351498,0.4206574853169016,0.6066543086075384,0.42412520099604833,0.5988627060855372,0.4274575786021373,0.5913993612610895,0.43066240426855984,0.5842437922847985,0.4337468770388746,0.5773771992980912,0.43671766327237194
10039,0.6395037718113095,0.23895581816323386,0.6290287391070635,0.2481604535551476,0.6190962156382724,0.2568982873287311,0.6096647346044684,0.265204213897853,0.6006969859142046,0.2731097103983906,0.5921593040467528,0.28064324767450444,0.5840212303443586,0.2878306429982267,0.5762551373330993,0.29469536398888607,0.5688359049909337,0.3012587914722076,0.5617406407218013,0.3075404476405197,0.5549484362638424,0.3135581947686603
10040,0.3382572365966148,0.2655450918501714,0.3352320240649398,0.277004170484517,0.3323901707483863,0.28768833283349693,0.3297154878696773,0.2976740819559147,0.32719363887117936,0.3070281162289774,0.3248118817559451,0.31580885919178314,0.3225588532946979,0.3240677102992926,0.32042438736847245,0.33185007448159354,0.3183993613061453,0.3391962150211434,0.31647556530796805,0.34614196427201094,0.31464559100571776,0.35271931921847965
10042,0.5238899956385907,0.77436922166914,0.515034389116579,0.7698252822835805,0.5067197553620453,0.7655074712843657,0.4988977700398429,0.7613992868861175,0.4915257221247131,0.7574857976654208,0.48456571869614606,0.7537534597857345,0.47798402167560994,0.7501899592102603,0.47175049156810545,0.7467840749999581,0.46583811853167134,0.7435255604763285,0.4602226251396111,0.7404050395795494,0.45488212832877295,0.7374139161993334
10044,0.6488650886781784,0.38700368657268314,0.6379888597112071,0.3920773526982977,0.6276841050730404,0.3969094546920111,0.6179065072268983,0.40151688782799155,0.6086162558642307,0.40591500384807233,0.5997774845107458,0.4101177837033383,0.5913577901945573,0.4141379875544118,0.5833278221384255,0.417987285455343,0.5756609281012643,0.42167637156818216,0.5683328490996473,0.42521506428429134,0.5613214549142782,0.4286123942441975
10045,0.6800285186772612,0.6436754597388337,0.6673035222700925,0.6425622126137647,0.6553046275252967,0.6414994044714462,0.6439707361411031,0.640483682838699,0.6332474855999024,0.6395119859424625,0.6230863375089264,0.6385815118652864,0.6134438112971132,0.6376896915470205,0.6042808367356614,0.6368341650843696,0.5955622041790818,0.6360127608678106,0.5872560956277333,0.6352234771671519,0.5793336829917983,0.6344644658369241
10051,0.8001139201808662,0.08289182894923286,0.7861525980824347,0.0953966522396108,0.7728854786847208,0.10729516301649156,0.760261120164639,0.1186310797077681,0.7482331220710812,0.12944395865330094,0.7367595137759899,0.13976968397312817,0.7258022309390668,0.14964088908668316,0.7153266653961481,0.15908732086218436,0.7053012766068747,0.16813615538832494,0.6956972549584961,0.1768122727717092,0.6864882289476526,0.1851384970861112
