,10,20,30,40,50,60,70,80,90,100
Type 1,0.017585152321178552,0.03393377587896663,0.04922651161930165,0.06358438126859264,0.07710406165345625,0.08986629307656398,0.10193997898759594,0.11338473848178074,0.12425268116154362,0.13458971770181632
Type 2,0.00019522494066014746,0.000390394757810988,0.0005855094927321803,0.0007805691866194391,0.000975573880584009,0.0011705236156538666,0.0013654184327738473,0.001560258372805399,0.00175504347652851,0.001949773784640546
