,10,20,30,40,50,60,70,80,90,100
Type 1,0.11713123376530526,0.19211987525805732,0.24733673630268035,0.29074358132816974,0.32625144991832616,0.35609976164503543,0.3816977453523966,0.40399181303652637,0.42364876198403284,0.44115606987199646
Type 2,0.16891596015566424,0.26474410581992974,0.3345347114507035,0.39001493684134303,0.4362726717455711,0.4760340820860043,0.5109475165007846,0.542092445338855,0.5702173472600148,0.5958640469229037
