,10,20,30,40,50,60,70,80,90,100
Type 1,0.035817587408937236,0.06246397055145884,0.08424154355978869,0.10275458927990251,0.11887521678923153,0.1331488983363148,0.14594568469807784,0.15753070445591133,0.1681016156141522,0.17781033587491094
Type 2,0.06036476928769526,0.09890128753020155,0.12862330777163597,0.15314786532023747,0.17416584377884248,0.19263074230354252,0.20914128168275242,0.22410123934841425,0.23779729141314757,0.2504410724271506
