,10,20,30,40,50,60,70,80,90,100
Type 1,1.2757362436422577,1.4628541225936478,1.5708642324386997,1.6457579496367578,1.7023893834840231,1.7474709112333546,1.7846107901580757,1.8159713729978106,1.8429496169042716,1.866499274074543
Type 2,0.006600364753283124,0.012297437521227302,0.017563335281514943,0.022515507315745257,0.027214376514529025,0.03169913567139165,0.035998093165264734,0.040132966005678686,0.04412106764725269,0.04797657704735568
