,alpha,completeness
0,0,0.0006114071097912482
1,10,0.0006987509826185693
2,20,0.0006987509826185693
3,30,0.0006987509826185693
4,40,0.0006987509826185693
5,50,0.0006987509826185693
6,60,0.0006987509826185693
7,70,0.0006114071097912482
8,80,0.000524063236963927
9,90,0.000524063236963927
10,100,0.000524063236963927
