# Mrk 0331       
# 
# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# http://dx.doi.org/10.17909/t9-5bxk-dh29
# 
# The Spectral Energy Distributions of Active Galactic Nuclei
# Brown et al. (2019)
# http://dx.doi.org/10.17909/t9-3dbt-8734
# 
# Column 1: Observed wavelength (um)
# Column 2: f_nu (Jy)
# Column 3: f_lam (erg/s/cm2/A)
# Column 4: Source (0 = model, 1 = Optical Spectrun, 2 = Akari, 3 = Spitzer IRS)
# 
    0.010186 2.686414e-24 7.767600e-33 0 
    0.010399 5.058751e-24 1.403400e-32 0 
    0.010593 8.590176e-24 2.296600e-32 0 
    0.010789 1.499148e-23 3.863700e-32 0 
    0.010990 2.604824e-23 6.470000e-32 0 
    0.011194 5.657967e-23 1.354600e-31 0 
    0.011614 1.522132e-22 3.385400e-31 0 
    0.012023 3.718132e-22 7.716500e-31 0 
    0.012331 1.618661e-21 3.193600e-30 0 
    0.012735 3.758040e-21 6.951600e-30 0 
    0.012942 5.621703e-21 1.006900e-29 0 
    0.013032 6.868048e-21 1.213200e-29 0 
    0.013335 1.212451e-20 2.045500e-29 0 
    0.013459 1.565513e-20 2.592700e-29 0 
    0.013646 2.241574e-20 3.611300e-29 0 
    0.013964 4.058915e-20 6.244700e-29 0 
    0.014256 6.780548e-20 1.000900e-28 0 
    0.014555 1.542183e-19 2.183900e-28 0 
    0.014962 3.655060e-19 4.898200e-28 0 
    0.015382 6.741298e-19 8.547500e-28 0 
    0.015776 1.220435e-18 1.471100e-27 0 
    0.016181 2.159531e-18 2.474400e-27 0 
    0.016482 3.260057e-18 3.600200e-27 0 
    0.016904 5.558792e-18 5.836100e-27 0 
    0.017298 9.242930e-18 9.267000e-27 0 
    0.017620 1.341724e-17 1.296500e-26 0 
    0.018030 2.160054e-17 1.993400e-26 0 
    0.018323 3.050128e-17 2.725500e-26 0 
    0.018535 3.830197e-17 3.344700e-26 0 
    0.018923 5.943291e-17 4.979300e-26 0 
    0.019454 1.006509e-16 7.978500e-26 0 
    0.019770 1.372936e-16 1.053800e-25 0 
    0.020184 2.043895e-16 1.505100e-25 0 
    0.020559 2.980405e-16 2.115400e-25 0 
