# IC 0691        
# 
# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# http://dx.doi.org/10.17909/t9-5bxk-dh29
# 
# The Spectral Energy Distributions of Active Galactic Nuclei
# Brown et al. (2019)
# http://dx.doi.org/10.17909/t9-3dbt-8734
# 
# Column 1: Observed wavelength (um)
# Column 2: f_nu (Jy)
# Column 3: f_lam (erg/s/cm2/A)
# Column 4: Source (0 = model, 1 = Optical Spectrun, 2 = Akari, 3 = Spitzer IRS)
# 
    0.010046 4.571099e-18 1.358800e-26 0 
    0.010233 7.691963e-18 2.203700e-26 0 
    0.010447 1.177655e-17 3.237100e-26 0 
    0.010641 1.819696e-17 4.821200e-26 0 
    0.010839 2.851100e-17 7.280400e-26 0 
    0.011041 4.978140e-17 1.225100e-25 0 
    0.011455 1.054460e-16 2.410800e-25 0 
    0.011858 2.056172e-16 4.386900e-25 0 
    0.012162 1.000098e-15 2.028400e-24 0 
    0.012560 1.749908e-15 3.327800e-24 0 
    0.012764 2.228470e-15 4.103500e-24 0 
    0.012853 2.552940e-15 4.636100e-24 0 
    0.013152 3.572859e-15 6.196600e-24 0 
    0.013243 4.560446e-15 7.801100e-24 0 
    0.013459 5.637162e-15 9.335900e-24 0 
    0.013740 8.871758e-15 1.409800e-23 0 
    0.014060 1.196777e-14 1.816200e-23 0 
    0.014355 4.130869e-14 6.013900e-23 0 
    0.014757 1.406135e-13 1.937100e-22 0 
    0.015171 1.936714e-13 2.524400e-22 0 
    0.015560 2.667204e-13 3.304900e-22 0 
    0.015959 3.673219e-13 4.326700e-22 0 
    0.016255 4.592055e-13 5.213800e-22 0 
    0.016672 6.251870e-13 6.747700e-22 0 
    0.017061 8.204317e-13 8.455800e-22 0 
    0.017378 1.009368e-12 1.002700e-21 0 
    0.017783 1.306262e-12 1.239200e-21 0 
    0.018072 1.570497e-12 1.442600e-21 0 
    0.018281 1.778474e-12 1.596500e-21 0 
    0.018664 2.249263e-12 1.937100e-21 0 
    0.019187 2.999490e-12 2.444300e-21 0 
    0.019498 3.572856e-12 2.819400e-21 0 
    0.019861 4.385730e-12 3.335500e-21 0 
    0.020277 5.433026e-12 3.964200e-21 0 
    0.020559 6.310077e-12 4.478700e-21 0 
    0.021086 7.709404e-12 5.201800e-21 0 
    0.021677 1.066671e-11 6.810100e-21 0 
    0.022080 1.285380e-11 7.909600e-21 0 
    0.022387 1.452196e-11 8.692700e-21 0 
    0.022803 1.741922e-11 1.005000e-20 0 
    0.023067 2.971703e-11 1.675500e-20 0 
    0.023496 5.520989e-11 3.000200e-20 0 
    0.024099 8.204229e-11 4.238000e-20 0 
    0.024717 9.226266e-11 4.530600e-20 0 
    0.025293 1.158881e-10 5.434500e-20 0 
    0.025823 1.122137e-10 5.048400e-20 0 
    0.026122 1.399746e-10 6.154000e-20 0 
    0.026485 1.625693e-10 6.952800e-20 0 
    0.026977 1.836644e-10 7.571100e-20 0 
    0.027479 2.065564e-10 8.206500e-20 0 
    0.027990 2.322952e-10 8.895200e-20 0 
    0.028510 2.606335e-10 9.619600e-20 0 
    0.029107 2.831683e-10 1.002700e-19 0 
    0.029717 3.266293e-10 1.109600e-19 0 
    0.030200 3.573069e-10 1.175300e-19 0 
    0.030903 4.159323e-10 1.306600e-19 0 
    0.031915 5.128825e-10 1.510600e-19 0 
    0.032961 6.137953e-10 1.694900e-19 0 
    0.033963 7.211975e-10 1.875700e-19 0 
    0.034914 8.356566e-10 2.056600e-19 0 
    0.035810 9.550988e-10 2.234400e-19 0 
    0.036728 1.096558e-09 2.438700e-19 0 
    0.037670 1.236022e-09 2.613100e-19 0 
    0.038637 1.355329e-09 2.723700e-19 0 
    0.039628 1.581371e-09 3.021000e-19 0 
    0.040644 1.799012e-09 3.267100e-19 0 
    0.041591 1.981672e-09 3.436800e-19 0 
    0.042364 2.128285e-09 3.557600e-19 0 
    0.043152 2.301612e-09 3.708100e-19 0 
    0.044259 2.582494e-09 3.955100e-19 0 
    0.045290 2.818669e-09 4.122500e-19 0 
    0.046132 3.020216e-09 4.257500e-19 0 
    0.047206 3.303910e-09 4.447900e-19 0 
    0.048195 3.622728e-09 4.679000e-19 0 
    0.049204 3.846216e-09 4.766000e-19 0 
    0.050234 4.246470e-09 5.048400e-19 0 
    0.050816 4.498135e-09 5.225800e-19 0 
    0.051404 6.668551e-09 7.571100e-19 0 
    0.052240 7.295302e-09 8.019700e-19 0 
    0.053211 8.054513e-09 8.534100e-19 0 
    0.054200 8.414576e-09 8.593200e-19 0 
    0.055208 1.140330e-08 1.122400e-18 0 
    0.056234 1.393293e-08 1.321800e-18 0 
    0.057280 1.675059e-08 1.531600e-18 0 
    0.058210 1.714081e-08 1.517600e-18 0 
    0.059293 2.244046e-08 1.914900e-18 0 
    0.060256 2.523638e-08 2.085200e-18 0 
    0.061235 3.083399e-08 2.466900e-18 0 
    0.062230 3.758719e-08 2.911800e-18 0 
    0.063241 4.365504e-08 3.274600e-18 0 
    0.064269 4.645578e-08 3.374100e-18 0 
    0.065313 5.688997e-08 4.000900e-18 0 
    0.066069 6.501690e-08 4.468400e-18 0 
    0.066834 7.112609e-08 4.777000e-18 0 
    0.067764 7.499589e-08 4.899600e-18 0 
    0.068707 7.907407e-08 5.025200e-18 0 
    0.069823 1.106698e-07 6.810100e-18 0 
    0.070795 1.129907e-07 6.763300e-18 0 
    0.071945 1.422457e-07 8.244400e-18 0 
    0.072946 1.570493e-07 8.854300e-18 0 
    0.073790 1.714075e-07 9.444000e-18 0 
    0.074817 2.075024e-07 1.112100e-17 0 
    0.075858 2.355291e-07 1.227900e-17 0 
    0.076736 2.630551e-07 1.340200e-17 0 
    0.077804 3.034197e-07 1.503700e-17 0 
    0.078886 3.459573e-07 1.667800e-17 0 
    0.079799 3.784644e-07 1.783000e-17 0 
    0.080910 4.159382e-07 1.906100e-17 0 
    0.081846 4.518766e-07 2.023700e-17 0 
    0.082794 5.224307e-07 2.286400e-17 0 
    0.083753 4.355578e-07 1.862800e-17 0 
    0.084918 6.012107e-07 2.501200e-17 0 
    0.085901 6.471859e-07 2.631200e-17 0 
    0.086896 7.312054e-07 2.905100e-17 0 
    0.087902 8.241880e-07 3.200000e-17 0 
    0.088920 9.463081e-07 3.590500e-17 0 
    0.089950 1.044818e-06 3.874000e-17 0 
    0.090782 1.066681e-06 3.882900e-17 0 
    0.091833 1.866514e-06 6.639800e-17 0 
    0.092897 1.552539e-05 5.397100e-16 0 
    0.093972 3.606178e-05 1.225100e-15 0 
    0.094842 7.328830e-05 2.444300e-15 0 
    0.095940 1.122119e-04 3.657300e-15 0 
    0.096828 1.224711e-04 3.918800e-15 0 
    0.097949 1.737954e-05 5.434500e-16 0 
    0.098855 9.639082e-05 2.959100e-15 0 
    0.100000 1.164233e-04 3.492700e-15 0 
    0.100925 1.949980e-04 5.743200e-15 0 
    0.101859 2.000004e-04 5.783000e-15 0 
    0.102802 8.975263e-05 2.547800e-15 0 
    0.103992 1.364697e-04 3.785800e-15 0 
    0.104954 3.006308e-04 8.187600e-15 0 
    0.105925 3.041098e-04 8.131200e-15 0 
    0.106905 2.306917e-04 6.055600e-15 0 
    0.107895 2.958256e-04 7.623500e-15 0 
    0.108893 2.249245e-04 5.690600e-15 0 
    0.109901 3.349938e-04 8.320600e-15 0 
    0.110918 3.266189e-04 7.964500e-15 0 
    0.111944 3.126348e-04 7.484400e-15 0 
    0.112980 2.818653e-04 6.624600e-15 0 
    0.114025 3.981381e-04 9.186600e-15 0 
    0.115080 3.656240e-04 8.282400e-15 0 
    0.115878 4.074147e-04 9.102400e-15 0 
    0.116950 4.305615e-04 9.444000e-15 0 
    0.118032 2.825086e-04 6.083500e-15 0 
    0.118850 4.436434e-04 9.422300e-15 0 
    0.119950 2.884267e-04 6.013900e-15 0 
    0.121060 1.936581e-04 3.964200e-15 0 
    0.121899 1.552507e-04 3.134400e-15 0 
    0.123027 3.380949e-04 6.701300e-15 0 
    0.123880 5.496006e-04 1.074400e-14 0 
    0.125026 6.137969e-04 1.178000e-14 0 
    0.125893 5.835091e-04 1.104500e-14 0 
    0.127057 5.070290e-04 9.422300e-15 0 
    0.127938 6.855520e-04 1.256500e-14 0 
    0.129122 7.345899e-04 1.321800e-14 0 
    0.130017 5.420459e-04 9.619600e-15 0 
    0.130918 5.610909e-04 9.821000e-15 0 
    0.132130 7.568772e-04 1.300600e-14 0 
    0.133045 7.228486e-04 1.225100e-14 0 
    0.133968 6.295359e-04 1.052300e-14 0 
    0.134896 8.054568e-04 1.327900e-14 0 
    0.136144 7.962098e-04 1.288700e-14 0 
    0.137088 7.047420e-04 1.125000e-14 0 
    0.138038 7.604012e-04 1.197200e-14 0 
    0.138995 7.852777e-04 1.219400e-14 0 
    0.139959 6.699274e-04 1.026000e-14 0 
    0.140929 7.178422e-04 1.084300e-14 0 
    0.141906 7.534040e-04 1.122400e-14 0 
    0.143219 7.998871e-04 1.169900e-14 0 
    0.144212 8.166328e-04 1.178000e-14 0 
    0.144877 8.770748e-04 1.253600e-14 0 
    0.145211 8.933534e-04 1.271000e-14 0 
    0.146218 8.770667e-04 1.230700e-14 0 
    0.147231 8.110076e-04 1.122400e-14 0 
