# UGC 05101      
# 
# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# http://dx.doi.org/10.17909/t9-5bxk-dh29
# 
# The Spectral Energy Distributions of Active Galactic Nuclei
# Brown et al. (2019)
# http://dx.doi.org/10.17909/t9-3dbt-8734
# 
# Column 1: Observed wavelength (um)
# Column 2: f_nu (Jy)
# Column 3: f_lam (erg/s/cm2/A)
# Column 4: Source (0 = model, 1 = Optical Spectrun, 2 = Akari, 3 = Spitzer IRS)
# 
    0.010399 4.277986e-28 1.186800e-36 0 
    0.010593 1.018470e-27 2.722900e-36 0 
    0.010814 2.155096e-27 5.528600e-36 0 
    0.011015 4.571723e-27 1.130400e-35 0 
    0.011220 9.766002e-27 2.327300e-35 0 
    0.011429 2.335435e-26 5.363800e-35 0 
    0.011858 8.701081e-26 1.856400e-34 0 
    0.012274 2.875628e-25 5.726400e-34 0 
    0.012589 2.203705e-24 4.171500e-33 0 
    0.013002 6.257742e-24 1.110500e-32 0 
    0.013213 1.000014e-23 1.718400e-32 0 
    0.013305 1.284833e-23 2.177400e-32 0 
    0.013614 2.490056e-23 4.030500e-32 0 
    0.013709 3.556952e-23 5.677900e-32 0 
    0.013932 5.391016e-23 8.332300e-32 0 
    0.014223 1.159008e-22 1.718800e-31 0 
    0.014555 2.101321e-22 2.975700e-31 0 
    0.014859 9.372530e-22 1.273500e-30 0 
    0.015276 4.028350e-21 5.178800e-30 0 
    0.015704 7.967410e-21 9.692100e-30 0 
    0.016106 1.539990e-20 1.781000e-29 0 
    0.016520 2.929329e-20 3.220100e-29 0 
    0.016827 4.625694e-20 4.901000e-29 0 
    0.017258 8.459112e-20 8.520500e-29 0 
    0.017660 1.477667e-19 1.421400e-28 0 
    0.017989 2.243763e-19 2.080100e-28 0 
    0.018408 3.794605e-19 3.359500e-28 0 
    0.018707 5.541021e-19 4.750100e-28 0 
    0.018923 7.098218e-19 5.946900e-28 0 
    0.019320 1.149287e-18 9.237100e-28 0 
    0.019861 2.057631e-18 1.564900e-27 0 
    0.020184 2.902545e-18 2.137400e-27 0 
    0.020559 4.446796e-18 3.156200e-27 0 
    0.020989 6.795153e-18 4.627400e-27 0 
    0.021330 9.258466e-18 6.104900e-27 0 
    0.021827 1.447405e-17 9.114300e-27 0 
    0.022439 2.657183e-17 1.583200e-26 0 
    0.022856 3.842576e-17 2.206700e-26 0 
    0.023174 4.954500e-17 2.767700e-26 0 
    0.023605 7.049830e-17 3.795700e-26 0 
    0.023878 1.234907e-16 6.497700e-26 0 
    0.024322 2.430916e-16 1.232800e-25 0 
    0.024946 4.640513e-16 2.237100e-25 0 
    0.025586 6.566510e-16 3.009200e-25 0 
    0.026182 1.037934e-15 4.542400e-25 0 
    0.026730 1.202515e-15 5.049100e-25 0 
    0.027040 1.676895e-15 6.880400e-25 0 
    0.027416 2.237498e-15 8.930500e-25 0 
    0.027990 3.010499e-15 1.152800e-24 0 
    0.028510 3.968459e-15 1.464700e-24 0 
    0.028973 5.172318e-15 1.848500e-24 0 
    0.029512 6.802183e-15 2.343000e-24 0 
    0.030130 8.839412e-15 2.921100e-24 0 
    0.030761 1.205540e-14 3.822100e-24 0 
    0.031261 1.493499e-14 4.584800e-24 0 
    0.031989 2.102601e-14 6.164200e-24 0 
    0.033037 3.324136e-14 9.136900e-24 0 
    0.034119 5.064250e-14 1.305100e-23 0 
    0.035156 7.437913e-14 1.805400e-23 0 
    0.036141 1.065314e-13 2.446800e-23 0 
    0.037068 1.477822e-13 3.226600e-23 0 
    0.038019 2.059228e-13 4.273900e-23 0 
    0.038994 2.752518e-13 5.430700e-23 0 
    0.039994 3.586764e-13 6.727200e-23 0 
    0.041020 5.053811e-13 9.010500e-23 0 
    0.042073 6.878754e-13 1.165800e-22 0 
    0.043053 8.739540e-13 1.414500e-22 0 
    0.043853 1.053979e-12 1.644200e-22 0 
    0.044668 1.276947e-12 1.920000e-22 0 
    0.045814 1.701387e-12 2.431800e-22 0 
    0.046881 2.135996e-12 2.915600e-22 0 
    0.047863 2.561953e-12 3.355000e-22 0 
    0.048865 3.180454e-12 3.995900e-22 0 
    0.049888 3.975132e-12 4.791600e-22 0 
    0.050933 4.722514e-12 5.461300e-22 0 
    0.052000 5.942130e-12 6.592600e-22 0 
    0.052602 6.897228e-12 7.478100e-22 0 
    0.053211 1.274607e-11 1.350500e-21 0 
    0.054075 1.522484e-11 1.562000e-21 0 
    0.055081 1.868286e-11 1.847400e-21 0 
    0.056105 2.124535e-11 2.024800e-21 0 
    0.057148 3.303996e-11 3.035000e-21 0 
    0.058210 4.536847e-11 4.016800e-21 0 
    0.059293 5.990216e-11 5.111600e-21 0 
    0.060256 6.673626e-11 5.514200e-21 0 
    0.061376 9.548626e-11 7.604400e-21 0 
    0.062373 1.150207e-10 8.869600e-21 0 
    0.063387 1.540199e-10 1.150000e-20 0 
    0.064417 2.033971e-10 1.470500e-20 0 
    0.065464 2.535466e-10 1.774900e-20 0 
    0.066527 2.915450e-10 1.976200e-20 0 
    0.067608 3.813453e-10 2.502900e-20 0 
    0.068391 4.545584e-10 2.915500e-20 0 
    0.069183 5.246090e-10 3.288200e-20 0 
    0.070146 5.925220e-10 3.612600e-20 0 
    0.071121 6.614941e-10 3.923300e-20 0 
    0.072277 9.771078e-10 5.611300e-20 0 
    0.073282 1.046358e-09 5.845300e-20 0 
    0.074473 1.419058e-09 7.675800e-20 0 
    0.075509 1.650673e-09 8.685300e-20 0 
    0.076384 1.886610e-09 9.700600e-20 0 
    0.077446 2.394755e-09 1.197800e-19 0 
    0.078524 2.849728e-09 1.386500e-19 0 
    0.079433 3.339672e-09 1.587900e-19 0 
    0.080538 4.028684e-09 1.863300e-19 0 
    0.081658 4.803871e-09 2.161300e-19 0 
    0.082604 5.487850e-09 2.412800e-19 0 
    0.083753 6.305627e-09 2.696800e-19 0 
    0.084723 7.136115e-09 2.982500e-19 0 
    0.085704 8.593365e-09 3.509800e-19 0 
    0.086696 7.565303e-09 3.019600e-19 0 
    0.087902 1.071470e-08 4.160100e-19 0 
    0.088920 1.198323e-08 4.546700e-19 0 
    0.089950 1.403223e-08 5.202900e-19 0 
    0.090991 1.639231e-08 5.939700e-19 0 
    0.092045 1.941424e-08 6.874500e-19 0 
    0.093111 2.221051e-08 7.685600e-19 0 
    0.093972 2.368521e-08 8.046400e-19 0 
    0.095060 4.138371e-08 1.373900e-18 0 
    0.096161 3.381913e-07 1.097200e-17 0 
    0.097275 8.155665e-07 2.585700e-17 0 
    0.098175 1.703125e-06 5.301100e-17 0 
    0.099312 2.639108e-06 8.027400e-17 0 
    0.100231 3.113066e-06 9.296200e-17 0 
    0.101391 4.811788e-07 1.404200e-17 0 
    0.102329 2.850825e-06 8.167600e-17 0 
    0.103514 3.334376e-06 9.335500e-17 0 
    0.104472 5.414996e-06 1.488400e-16 0 
    0.105439 5.587226e-06 1.507700e-16 0 
    0.106414 2.504440e-06 6.634900e-17 0 
    0.107647 4.212965e-06 1.090700e-16 0 
    0.108643 9.037788e-06 2.297100e-16 0 
    0.109648 9.386109e-06 2.342100e-16 0 
    0.110662 7.601141e-06 1.862100e-16 0 
    0.111686 9.754897e-06 2.346100e-16 0 
    0.112720 7.898770e-06 1.865000e-16 0 
    0.113763 1.147741e-05 2.660500e-16 0 
    0.114815 1.169770e-05 2.662100e-16 0 
    0.115878 1.178461e-05 2.632900e-16 0 
    0.116950 1.112968e-05 2.441200e-16 0 
    0.118032 1.526248e-05 3.286600e-16 0 
    0.119124 1.444548e-05 3.053900e-16 0 
    0.119950 1.627523e-05 3.393500e-16 0 
    0.121060 1.768287e-05 3.619700e-16 0 
    0.122180 1.251808e-05 2.515700e-16 0 
    0.123027 1.863198e-05 3.693000e-16 0 
    0.124165 1.262288e-05 2.456300e-16 0 
    0.125314 9.120650e-06 1.742400e-16 0 
    0.126183 6.601854e-06 1.243900e-16 0 
    0.127350 1.463677e-05 2.707500e-16 0 
    0.128233 2.421061e-05 4.417000e-16 0 
    0.129420 2.836087e-05 5.079700e-16 0 
    0.130317 2.819835e-05 4.981300e-16 0 
    0.131522 2.453842e-05 4.255700e-16 0 
    0.132434 3.509799e-05 6.003500e-16 0 
    0.133660 3.906836e-05 6.560600e-16 0 
    0.134586 3.134703e-05 5.191800e-16 0 
    0.135519 3.129954e-05 5.112800e-16 0 
    0.136773 4.275077e-05 6.855900e-16 0 
    0.137721 4.267908e-05 6.750500e-16 0 
    0.138676 3.832296e-05 5.978300e-16 0 
    0.139637 4.916609e-05 7.564600e-16 0 
    0.140929 4.919169e-05 7.430400e-16 0 
    0.141906 4.477465e-05 6.670400e-16 0 
    0.142889 4.967385e-05 7.298800e-16 0 
    0.143880 5.190338e-05 7.521700e-16 0 
    0.144877 4.755836e-05 6.797500e-16 0 
    0.145881 5.095942e-05 7.183700e-16 0 
    0.147231 5.286507e-05 7.316300e-16 0 
    0.148252 5.702802e-05 7.784100e-16 0 
    0.149279 5.767156e-05 7.764000e-16 0 
    0.149969 6.307667e-05 8.413700e-16 0 
    0.150314 6.588799e-05 8.748400e-16 0 
    0.151356 6.540493e-05 8.565100e-16 0 
    0.152405 6.142920e-05 7.934100e-16 0 
    0.153462 6.296563e-05 8.020900e-16 0 
    0.154170 6.681769e-05 8.433600e-16 0 
    0.155239 7.072216e-05 8.803900e-16 0 
    0.156315 6.905074e-05 8.477900e-16 0 
    0.157036 6.164336e-05 7.499100e-16 0 
    0.157761 6.816969e-05 8.217000e-16 0 
    0.158489 6.595853e-05 7.877600e-16 0 
    0.159588 5.817815e-05 6.853000e-16 0 
    0.160694 6.905641e-05 8.022800e-16 0 
