# NGC 4458
# 
# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# http://dx.doi.org/10.17909/t9-5bxk-dh29
# 
# The Spectral Energy Distributions of Active Galactic Nuclei
# Brown et al. (2019)
# http://dx.doi.org/10.17909/t9-3dbt-8734
# 
# Column 1: Observed wavelength (um)
# Column 2: f_nu (Jy)
# Column 3: f_lam (erg/s/cm2/A)
# Column 4: Source (0 = model, 1 = Optical Spectrun, 2 = Akari, 3 = Spitzer IRS)
# 
    0.010046 1.057798e-09 3.144400e-18 0 
    0.010233 1.325648e-09 3.797900e-18 0 
    0.010447 1.528976e-09 4.202800e-18 0 
    0.010641 1.812940e-09 4.803300e-18 0 
    0.010839 2.184731e-09 5.578800e-18 0 
    0.011041 3.150926e-09 7.754300e-18 0 
    0.011455 4.201569e-09 9.606000e-18 0 
    0.011858 5.302016e-09 1.131200e-17 0 
    0.012162 1.688244e-08 3.424100e-17 0 
    0.012560 2.067308e-08 3.931400e-17 0 
    0.012764 2.251116e-08 4.145200e-17 0 
    0.012853 2.368246e-08 4.300700e-17 0 
    0.013152 2.638793e-08 4.576600e-17 0 
    0.013243 3.036653e-08 5.194500e-17 0 
    0.013459 3.254204e-08 5.389400e-17 0 
    0.013772 4.031014e-08 6.375900e-17 0 
    0.014060 4.450320e-08 6.753700e-17 0 
    0.014355 9.737307e-08 1.417600e-16 0 
    0.014757 1.988014e-07 2.738700e-16 0 
    0.015171 2.205233e-07 2.874400e-16 0 
    0.015560 2.457211e-07 3.044700e-16 0 
    0.015959 2.737999e-07 3.225100e-16 0 
    0.016255 2.960730e-07 3.361600e-16 0 
    0.016672 3.314343e-07 3.577200e-16 0 
    0.017061 3.634396e-07 3.745800e-16 0 
    0.017378 3.921202e-07 3.895300e-16 0 
    0.017783 4.289729e-07 4.069500e-16 0 
    0.018072 4.575409e-07 4.202800e-16 0 
    0.018281 4.790907e-07 4.300700e-16 0 
    0.018664 5.205085e-07 4.482700e-16 0 
    0.019187 5.773432e-07 4.704800e-16 0 
    0.019498 6.171712e-07 4.870200e-16 0 
    0.019907 6.674690e-07 5.052900e-16 0 
    0.020277 7.185101e-07 5.242600e-16 0 
    0.020606 7.627928e-07 5.389400e-16 0 
    0.021086 8.005965e-07 5.401900e-16 0 
    0.021677 9.213493e-07 5.882300e-16 0 
    0.022080 9.895161e-07 6.089000e-16 0 
    0.022387 1.029002e-06 6.159500e-16 0 
    0.022803 1.107655e-06 6.390600e-16 0 
    0.023121 1.696046e-06 9.518000e-16 0 
    0.023496 2.933658e-06 1.594200e-15 0 
    0.024099 3.736041e-06 1.929900e-15 0 
    0.024717 3.693276e-06 1.813600e-15 0 
    0.025293 4.003254e-06 1.877300e-15 0 
    0.025823 3.454832e-06 1.554300e-15 0 
    0.026122 4.059125e-06 1.784600e-15 0 
    0.026485 4.319328e-06 1.847300e-15 0 
    0.027040 4.430352e-06 1.817800e-15 0 
    0.027542 4.522798e-06 1.788700e-15 0 
    0.027990 4.585997e-06 1.756100e-15 0 
    0.028510 4.692682e-06 1.732000e-15 0 
    0.029107 4.596437e-06 1.627600e-15 0 
    0.029717 4.791113e-06 1.627600e-15 0 
    0.030200 4.769057e-06 1.568700e-15 0 
    0.030903 4.959291e-06 1.557900e-15 0 
    0.031915 5.228984e-06 1.540100e-15 0 
    0.032961 5.400268e-06 1.491200e-15 0 
    0.033963 5.513660e-06 1.434000e-15 0 
    0.034914 5.590277e-06 1.375800e-15 0 
    0.035892 5.720196e-06 1.332100e-15 0 
    0.036728 5.840036e-06 1.298800e-15 0 
    0.037670 5.921135e-06 1.251800e-15 0 
    0.038637 5.813530e-06 1.168300e-15 0 
    0.039628 6.073176e-06 1.160200e-15 0 
    0.040644 6.200261e-06 1.126000e-15 0 
    0.041591 6.257881e-06 1.085300e-15 0 
    0.042364 6.243193e-06 1.043600e-15 0 
    0.043152 6.257881e-06 1.008200e-15 0 
    0.044259 6.359567e-06 9.739700e-16 0 
    0.045290 6.374191e-06 9.322700e-16 0 
    0.046238 6.388844e-06 8.964900e-16 0 
    0.047206 6.403474e-06 8.620700e-16 0 
    0.048195 6.462920e-06 8.347300e-16 0 
    0.049204 6.403553e-06 7.934900e-16 0 
    0.050234 6.507569e-06 7.736500e-16 0 
    0.050816 6.462809e-06 7.508300e-16 0 
    0.051404 6.705281e-06 7.612800e-16 0 
    0.052240 6.720934e-06 7.388300e-16 0 
    0.053211 6.659288e-06 7.055800e-16 0 
    0.054200 6.537620e-06 6.676400e-16 0 
    0.055208 6.507723e-06 6.405400e-16 0 
    0.056234 6.674483e-06 6.332000e-16 0 
    0.057280 6.783136e-06 6.202200e-16 0 
    0.058210 6.689839e-06 5.923000e-16 0 
    0.059293 6.751942e-06 5.761600e-16 0 
    0.060256 6.613355e-06 5.464400e-16 0 
    0.061235 6.031433e-06 4.825500e-16 0 
    0.062230 6.736340e-06 5.218500e-16 0 
    0.063241 6.674505e-06 5.006600e-16 0 
    0.064269 6.751860e-06 4.903900e-16 0 
    0.065313 6.720749e-06 4.726500e-16 0 
    0.066069 6.613291e-06 4.545100e-16 0 
    0.066834 6.736208e-06 4.524200e-16 0 
    0.067764 6.751865e-06 4.411100e-16 0 
    0.068865 6.582910e-06 4.164300e-16 0 
    0.069823 6.720696e-06 4.135600e-16 0 
    0.070795 6.507660e-06 3.895300e-16 0 
    0.071945 6.720799e-06 3.895300e-16 0 
    0.072946 6.720928e-06 3.789200e-16 0 
    0.073790 6.705292e-06 3.694400e-16 0 
    0.074817 6.659258e-06 3.569000e-16 0 
    0.075858 6.643881e-06 3.463700e-16 0 
    0.076913 6.200347e-06 3.144400e-16 0 
    0.077804 6.598274e-06 3.270000e-16 0 
    0.078886 6.492664e-06 3.130000e-16 0 
    0.079799 6.552549e-06 3.087000e-16 0 
    0.080910 6.598145e-06 3.023700e-16 0 
    0.081846 6.582879e-06 2.948100e-16 0 
    0.082794 6.582937e-06 2.881000e-16 0 
    0.083946 6.229017e-06 2.651800e-16 0 
    0.084918 6.537553e-06 2.719800e-16 0 
    0.085901 6.507524e-06 2.645700e-16 0 
    0.086896 6.522732e-06 2.591500e-16 0 
    0.087902 6.537613e-06 2.538300e-16 0 
    0.088920 6.537578e-06 2.480500e-16 0 
    0.089950 6.537800e-06 2.424100e-16 0 
    0.090991 6.492676e-06 2.352600e-16 0 
    0.091833 7.403313e-06 2.633600e-16 0 
    0.092897 1.322582e-05 4.597700e-16 0 
    0.093972 2.029627e-05 6.895100e-16 0 
