,alpha,completeness
0,10,0.0013020833333333333
1,20,0.0026041666666666665
2,30,0.00390625
3,40,0.00390625
4,50,0.00390625
5,60,0.005208333333333333
6,70,0.005208333333333333
7,80,0.005208333333333333
8,90,0.006510416666666667
9,100,0.006510416666666667
