,alpha,completeness
0,10,0.0013020833333333333
1,20,0.0013020833333333333
2,30,0.0026041666666666665
3,40,0.0026041666666666665
4,50,0.0026041666666666665
5,60,0.0026041666666666665
6,70,0.00390625
7,80,0.00390625
8,90,0.0026041666666666665
9,100,0.0026041666666666665
